ac_id,name_ru,profession_ids,prev_ref,next_ref,season_scope,duration_estimate,observable_text_ru,source_refs,confidence
ac_act00381,Иконописец: подготовить храм и утварь,"[""PRO0077""]",[],"[""ACT00382""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Иконописец открывает, освещает и приводит в порядок нужное пространство. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00381,A
ac_act00382,Иконописец: совершать богослужебную функцию,"[""PRO0077""]","[""ACT00381""]","[""ACT00383""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Иконописец читает, поёт, служит или помогает в пределах своей роли. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00382,A
ac_act00383,Иконописец: общаться с прихожанами или братией,"[""PRO0077""]","[""ACT00382""]","[""ACT00384""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Иконописец принимает просьбу, наставляет или организует хозяйственное дело. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00383,A
ac_act00384,"Иконописец: работать с книгой, свечой или хозяйством","[""PRO0077""]","[""ACT00383""]","[""ACT00385""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Иконописец выполняет конкретную литургическую либо материальную задачу. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00384,A
ac_act00385,"Иконописец: убрать, записать и закрыть","[""PRO0077""]","[""ACT00384""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Иконописец возвращает утварь, тушит лишний свет и фиксирует поручения. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00385,A
ac_act00416,"Пекарь, выпекающий хлеб на продажу: отмерить муку и воду","[""PRO0084""]",[],"[""ACT00417""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Пекарь, выпекающий хлеб на продажу готовит муку, воду, закваску и квашню. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00416,B
ac_act00417,"Пекарь, выпекающий хлеб на продажу: замесить и выдержать тесто","[""PRO0084""]","[""ACT00416""]","[""ACT00418""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Пекарь, выпекающий хлеб на продажу месит тесто и оставляет его подходить. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00417,B
ac_act00418,"Пекарь, выпекающий хлеб на продажу: протопить печь","[""PRO0084""]","[""ACT00417""]","[""ACT00419""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Пекарь, выпекающий хлеб на продажу разжигает и подготавливает пекарную или домашнюю печь. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00418,B
ac_act00419,"Пекарь, выпекающий хлеб на продажу: сформовать и посадить хлеб","[""PRO0084""]","[""ACT00418""]","[""ACT00420""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Пекарь, выпекающий хлеб на продажу делит тесто, формует хлеб и сажает его лопатой в печь. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00419,B
ac_act00420,"Пекарь, выпекающий хлеб на продажу: выбрать и остудить хлеб","[""PRO0084""]","[""ACT00419""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Пекарь, выпекающий хлеб на продажу вынимает выпечку, проверяет её и передаёт семье или продавцу. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00420,B
ac_act00426,Пивовар: подготовить солод и сосуды,"[""PRO0086""]",[],"[""ACT00427""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Пивовар сортирует солод, воду, мёд и чистые ёмкости. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00426,B
ac_act00427,Пивовар: нагреть воду и затор,"[""PRO0086""]","[""ACT00426""]","[""ACT00428""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Пивовар топит очаг и перемешивает сусло или медовый раствор. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00427,B
ac_act00428,Пивовар: варить или настаивать,"[""PRO0086""]","[""ACT00427""]","[""ACT00429""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Пивовар следит за кипением, пеной и временем. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00428,B
ac_act00429,Пивовар: охладить и перелить,"[""PRO0086""]","[""ACT00428""]","[""ACT00430""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Пивовар переносит напиток в чан или кадку. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00429,B
ac_act00430,Пивовар: выдержать и раздать,"[""PRO0086""]","[""ACT00429""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Пивовар закрывает тару, следит за хранением и отмеряет напиток. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00430,B
ac_act00431,Медовар: подготовить солод и сосуды,"[""PRO0087""]",[],"[""ACT00432""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Медовар сортирует солод, воду, мёд и чистые ёмкости. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00431,B
ac_act00432,Медовар: нагреть воду и затор,"[""PRO0087""]","[""ACT00431""]","[""ACT00433""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Медовар топит очаг и перемешивает сусло или медовый раствор. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00432,B
ac_act00433,Медовар: варить или настаивать,"[""PRO0087""]","[""ACT00432""]","[""ACT00434""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Медовар следит за кипением, пеной и временем. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00433,B
ac_act00434,Медовар: охладить и перелить,"[""PRO0087""]","[""ACT00433""]","[""ACT00435""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Медовар переносит напиток в чан или кадку. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00434,B
ac_act00435,Медовар: выдержать и раздать,"[""PRO0087""]","[""ACT00434""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Медовар закрывает тару, следит за хранением и отмеряет напиток. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00435,B
ac_act00446,Мясник: принять и отсортировать сырьё,"[""PRO0090""]",[],"[""ACT00447""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Мясник проверяет тушу, рыбу, молоко или иной продукт. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00446,B
ac_act00447,Мясник: очистить и разделать,"[""PRO0090""]","[""ACT00446""]","[""ACT00448""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Мясник режет, потрошит, промывает или процеживает сырьё. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00447,B
ac_act00448,Мясник: приготовить или сохранить,"[""PRO0090""]","[""ACT00447""]","[""ACT00449""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Мясник варит, солит, сушит, сбивает масло либо укладывает в тару. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00448,B
ac_act00449,Мясник: разделить на порции,"[""PRO0090""]","[""ACT00448""]","[""ACT00450""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Мясник отмеряет продукт для семьи, хранения или продажи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00449,B
ac_act00450,Мясник: убрать отходы и хранить,"[""PRO0090""]","[""ACT00449""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Мясник очищает место, выносит отходы и размещает продукт в холоде/таре. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00450,B
ac_act00451,Забойщик скота: принять и отсортировать сырьё,"[""PRO0091""]",[],"[""ACT00452""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Забойщик скота проверяет тушу, рыбу, молоко или иной продукт. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00451,B
ac_act00452,Забойщик скота: очистить и разделать,"[""PRO0091""]","[""ACT00451""]","[""ACT00453""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Забойщик скота режет, потрошит, промывает или процеживает сырьё. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00452,B
ac_act00453,Забойщик скота: приготовить или сохранить,"[""PRO0091""]","[""ACT00452""]","[""ACT00454""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Забойщик скота варит, солит, сушит, сбивает масло либо укладывает в тару. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00453,B
ac_act00454,Забойщик скота: разделить на порции,"[""PRO0091""]","[""ACT00453""]","[""ACT00455""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Забойщик скота отмеряет продукт для семьи, хранения или продажи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00454,B
ac_act00455,Забойщик скота: убрать отходы и хранить,"[""PRO0091""]","[""ACT00454""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Забойщик скота очищает место, выносит отходы и размещает продукт в холоде/таре. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00455,B
ac_act00461,Рыбник / обработчик улова: принять и отсортировать сырьё,"[""PRO0093""]",[],"[""ACT00462""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Рыбник / обработчик улова проверяет тушу, рыбу, молоко или иной продукт. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00461,A
ac_act00462,Рыбник / обработчик улова: очистить и разделать,"[""PRO0093""]","[""ACT00461""]","[""ACT00463""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Рыбник / обработчик улова режет, потрошит, промывает или процеживает сырьё. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00462,A
ac_act00463,Рыбник / обработчик улова: приготовить или сохранить,"[""PRO0093""]","[""ACT00462""]","[""ACT00464""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Рыбник / обработчик улова варит, солит, сушит, сбивает масло либо укладывает в тару. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00463,A
ac_act00464,Рыбник / обработчик улова: разделить на порции,"[""PRO0093""]","[""ACT00463""]","[""ACT00465""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Рыбник / обработчик улова отмеряет продукт для семьи, хранения или продажи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00464,A
ac_act00465,Рыбник / обработчик улова: убрать отходы и хранить,"[""PRO0093""]","[""ACT00464""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Рыбник / обработчик улова очищает место, выносит отходы и размещает продукт в холоде/таре. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00465,A
ac_act00466,Солильщик рыбы: принять и отсортировать сырьё,"[""PRO0094""]",[],"[""ACT00467""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Солильщик рыбы проверяет тушу, рыбу, молоко или иной продукт. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00466,B
ac_act00467,Солильщик рыбы: очистить и разделать,"[""PRO0094""]","[""ACT00466""]","[""ACT00468""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Солильщик рыбы режет, потрошит, промывает или процеживает сырьё. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00467,B
ac_act00468,Солильщик рыбы: приготовить или сохранить,"[""PRO0094""]","[""ACT00467""]","[""ACT00469""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Солильщик рыбы варит, солит, сушит, сбивает масло либо укладывает в тару. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00468,B
ac_act00469,Солильщик рыбы: разделить на порции,"[""PRO0094""]","[""ACT00468""]","[""ACT00470""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Солильщик рыбы отмеряет продукт для семьи, хранения или продажи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00469,B
ac_act00470,Солильщик рыбы: убрать отходы и хранить,"[""PRO0094""]","[""ACT00469""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Солильщик рыбы очищает место, выносит отходы и размещает продукт в холоде/таре. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00470,B
ac_act00571,Ремонтник рыболовных сетей: подготовить волокно и нить,"[""PRO0115""]",[],"[""ACT00572""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Ремонтник рыболовных сетей сортирует волокно, нити и ремонтируемую снасть. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00571,A
ac_act00572,Ремонтник рыболовных сетей: скрутить верёвку или набрать сеть,"[""PRO0115""]","[""ACT00571""]","[""ACT00573""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Ремонтник рыболовных сетей формирует канат либо ряды ячей. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00572,A
ac_act00573,Ремонтник рыболовных сетей: мерить шаг и натяжение,"[""PRO0115""]","[""ACT00572""]","[""ACT00574""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Ремонтник рыболовных сетей проверяет толщину, узлы и размер ячеи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00573,A
ac_act00574,Ремонтник рыболовных сетей: связать или починить повреждение,"[""PRO0115""]","[""ACT00573""]","[""ACT00575""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Ремонтник рыболовных сетей добавляет нить, заменяет оборванный участок и крепит грузила/поплавки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00574,A
ac_act00575,Ремонтник рыболовных сетей: свернуть и высушить,"[""PRO0115""]","[""ACT00574""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Ремонтник рыболовных сетей сворачивает готовое изделие, развешивает его и убирает инструменты. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00575,A
ac_act00636,Обработчик и мездрильщик шкур: принять и отсортировать кожу,"[""PRO0128""]",[],"[""ACT00637""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Обработчик и мездрильщик шкур проверяет кожу или мех, отделяет пригодные участки и отходы. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00636,B
ac_act00637,"Обработчик и мездрильщик шкур: замочить, очистить или размягчить","[""PRO0128""]","[""ACT00636""]","[""ACT00638""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Обработчик и мездрильщик шкур обрабатывает материал водой, скребком и дубильным сырьём по нужному процессу. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00637,B
ac_act00638,Обработчик и мездрильщик шкур: разметить и раскроить,"[""PRO0128""]","[""ACT00637""]","[""ACT00639""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Обработчик и мездрильщик шкур размечает детали и режет кожу подходящим ножом. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00638,B
ac_act00639,Обработчик и мездрильщик шкур: сшить или собрать изделие,"[""PRO0128""]","[""ACT00638""]","[""ACT00640""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Обработчик и мездрильщик шкур прокалывает отверстия, сшивает либо закрепляет детали. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00639,B
ac_act00640,"Обработчик и мездрильщик шкур: сушить, отделывать или ремонтировать","[""PRO0128""]","[""ACT00639""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Обработчик и мездрильщик шкур формует, сушит, смазывает и устраняет повреждения. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT00640,B
ac_act01011,Каменщик: разметить и подготовить площадку,"[""PRO0203""]",[],"[""ACT01012""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Каменщик меряет, очищает основание и раскладывает материал. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01011,B
ac_act01012,Каменщик: подвезти и обработать материал,"[""PRO0203""]","[""ACT01011""]","[""ACT01013""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Каменщик переносит брёвна, камень, глину или плахи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01012,B
ac_act01013,Каменщик: собрать или уложить конструкцию,"[""PRO0203""]","[""ACT01012""]","[""ACT01014""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Каменщик рубит врубки, кладёт камень, настил или опоры. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01013,B
ac_act01014,Каменщик: выверить и закрепить,"[""PRO0203""]","[""ACT01013""]","[""ACT01015""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Каменщик проверяет отвес, соединения, конопатку и крепёж. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01014,B
ac_act01015,Каменщик: убрать площадку и принять работу,"[""PRO0203""]","[""ACT01014""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Каменщик сортирует остатки, освобождает проход и проверяет устойчивость. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01015,B
ac_act01016,Приготовитель известкового раствора: разметить и подготовить площадку,"[""PRO0204""]",[],"[""ACT01017""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Приготовитель известкового раствора меряет, очищает основание и раскладывает материал. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01016,B
ac_act01017,Приготовитель известкового раствора: подвезти и обработать материал,"[""PRO0204""]","[""ACT01016""]","[""ACT01018""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Приготовитель известкового раствора переносит брёвна, камень, глину или плахи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01017,B
ac_act01018,Приготовитель известкового раствора: собрать или уложить конструкцию,"[""PRO0204""]","[""ACT01017""]","[""ACT01019""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Приготовитель известкового раствора рубит врубки, кладёт камень, настил или опоры. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01018,B
ac_act01019,Приготовитель известкового раствора: выверить и закрепить,"[""PRO0204""]","[""ACT01018""]","[""ACT01020""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Приготовитель известкового раствора проверяет отвес, соединения, конопатку и крепёж. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01019,B
ac_act01020,Приготовитель известкового раствора: убрать площадку и принять работу,"[""PRO0204""]","[""ACT01019""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Приготовитель известкового раствора сортирует остатки, освобождает проход и проверяет устойчивость. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01020,B
ac_act01316,Торговец кожами и шкурами: получить и проверить товар,"[""PRO0264""]",[],"[""ACT01317""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Торговец кожами и шкурами сверяет качество, происхождение, тару и поручение. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01316,A
