sc_id,source_scene_id,name_ru,scene_type,scene_kind,pf_ids,bt_ids,location_scope,required_items,allowed_items,forbidden_items,furniture,quantity_rules,placement_rules,condition,season_variants,light,smoke,smell,sound,ambience_refs,source_refs,confidence,status
sc_scn026,SCN026,Малый речной перевоз,water_transport,vehicle,ferry_landing|river_channel,bt_river_steps,Волхов/приток,WTR0027|WTR0011,TRD0009|TRD0047|LIV0030,AP001|AP003|AP052|AP036|AP037|AP038,,1 лодка; 1–4 гребца/пассажира; ограниченный груз,Низкая устойчивая лодка без высоких морских надстроек; груз распределён по днищу.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытая вода,,"вода, смола, мокрая пенька","плеск вёсел, команды",matcult_scene:SCN027,matcult_scene:SCN026|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC013|matcult_src:SRC029|matcult_src:SRC009|matcult_src:SRC027|matcult_src:SRC028|matcult_src:SRC049|matcult_src:SRC053|matcult_src:SRC089,C,candidate
sc_scn027,SCN027,Речная торговая лодья,water_transport,vehicle,river_channel|river_wharf,,Волхов–Ильмень–Ладога,WTR0018|WTR0012|WTR0011|TRD0047|TRD0052,MIL0008|MIL0007,AP001|AP003|AP052|AP036|AP037|AP038,,1 судно; несколько вёсел; 5–30 грузовых единиц по масштабу,"Низкий корпус, один парус/мачта по типу, вёсла и груз; без пушек и многоярусных надстроек.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытая вода,,"вода, смола, мокрая пенька","плеск вёсел, команды",matcult_scene:SCN027,matcult_scene:SCN027|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC013|matcult_src:SRC029|matcult_src:SRC009|matcult_src:SRC027|matcult_src:SRC028|matcult_src:SRC049|matcult_src:SRC053|matcult_src:SRC089,B,candidate
sc_scn028,SCN028,Балтийское торговое судно на маршруте,foreign_water_transport,vehicle,river_channel,,"Ладога/Балтика, не любой внутренний причал",WTR0040|FRN0001|FRN0002,TRD0028|TRD0037|TRD0052,AP001|AP003|AP052|AP036|AP037|AP038|AP050,,1 судно; груз по capacity выбранной реконструкции,C-level reconstruction: судно показывать только с конкретным корабельным референсом и маршрутом; перегрузка на местные суда вероятна.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытая вода,,"смола, мокрая пенька",скрип снастей,matcult_scene:SCN028,matcult_scene:SCN028|matcult_src:SRC049|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC013|matcult_src:SRC029|matcult_src:SRC050|matcult_src:SRC048|matcult_src:SRC051|matcult_src:SRC075|matcult_src:SRC076,C,candidate
sc_scn029,SCN029,Рыбацкий двор,fishing,exterior,fishing_camp|riverbank,bt_fishing_camp_shelter,городской/сельский берег,FSH0027|FSH0007|FSH0013|FSH0006|WTR0038,MSC0001|MSC0002|POT0001|POT0002,AP001|AP003|AP052,,1 лодка; 1–3 сети; десятки поплавков/грузил как parts; 2–6 ёмкостей,Сети сушатся/чинятся отдельно от свежей рыбы; снасти сгруппированы по операции.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытый берег,дым костра,"рыба, мокрые сети, тина","плеск, чайки",wk:claim:population-fishing-workspace,matcult_scene:SCN029|matcult_src:SRC025|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC032|matcult_src:SRC026|matcult_src:SRC027|matcult_src:SRC013|matcult_src:SRC029|matcult_src:SRC001|matcult_src:SRC003,A,candidate
sc_scn030,SCN030,Зимняя рыбалка,fishing_winter,exterior,winter_ice_crossing|lake_shore,,замёрзшая река/озеро,FSH0006|FSH0004|MSC0014|MSC0001,LTR0028|POT0001,AP001|AP003|AP052,,1 рабочая точка; 1–3 снасти; 0–1 сани,Лунка/прорубь и безопасность льда; не добавлять современную удочку/бур.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",снежный отсвет,,"морозный воздух, рыба","стук пешни по льду, ветер",matcult_scene:SCN030,matcult_scene:SCN030|matcult_src:SRC025|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC032|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC067|matcult_src:SRC089|matcult_src:SRC028|matcult_src:SRC084,B,candidate
sc_scn031,SCN031,Конюшня,animal_husbandry,interior,outbuildings,bt_konyushnya,городской/зажиточный двор,ARC0001|LIV0030|LIV0001|HRS0035|HRS0034,MSC0001|MSC0040|MSC0002|HOU0031|HOU0019,AP001|AP003|AP052,,1 строение; 1–6 лошадей; 1–3 комплекта упряжи,"Небольшие лошади, стойла/привязи просты; сбруя хранится сухо; нет современных денников.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",полутьма,,"навоз, пот животных, сено","фырканье, мычание, переступание",wk:claim:practical-livestock-care,matcult_scene:SCN031|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC042|matcult_src:SRC043|matcult_src:SRC061,B,candidate
sc_scn032,SCN032,Хлев для крупного скота,animal_husbandry,interior,outbuildings,bt_khlev,сельский/городской двор,ARC0002|LIV0024|LIV0002|LIV0003,MSC0030|MSC0040|MSC0001|HOU0019,AP001|AP003|AP052,,1 хлев; 2–8 животных; 1 кормовая зона,Тесное функциональное помещение/навес по климату; животные малорослые и разномастные.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",полутьма,,"навоз, пот животных, сено","фырканье, мычание, переступание",wk:claim:practical-livestock-care,matcult_scene:SCN032|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC007|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC042|matcult_src:SRC043,B,candidate
sc_scn033,SCN033,Амбар и зерновое хранение,storage_agriculture,interior,cellar_granary,bt_klet_ambar,городская/сельская усадьба,ARC0018|FOD0051|POT0001|POT0002,AGR0003|AGR0001|TRD0019,AP001|AP003|AP052,,1 амбар; 3–20 ёмкостей/мешков; 1–3 инструмента,Хранение поднято/защищено от влаги и грызунов насколько позволяет реконструкция; проходы ограничены.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","темно, свет от двери",,"зерно, пыль",шорох зерна,nov1230db:B031,matcult_scene:SCN033|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC028|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC044|matcult_src:SRC075,A,candidate
sc_scn034,SCN034,Поле во время жатвы,agriculture,exterior,arable_field,,Новгородская земля,AGR0012|AGR0039|AGR0044|FOD0051,LTR0017|LIV0030,AP001|AP003|AP052,,несколько работников; 1 серп на человека; снопы по зоне,Ручная жатва и небольшие группы работников; не современное ровное монокультурное поле.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытое поле,,"солома, земля","шорох серпов, голоса",matcult_scene:SCN034,matcult_scene:SCN034|matcult_src:SRC044|matcult_src:SRC045|matcult_src:SRC046|matcult_src:SRC005|matcult_src:SRC032|matcult_src:SRC028|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC075|matcult_src:SRC039,A,candidate
sc_scn035,SCN035,Гумно и молотьба,agriculture,exterior,threshing_barn,bt_gumno_tok,сельский двор,AGR0021|AGR0016|AGR0001|ARC0010|ARC0018,FOD0051|MSC0030,AP001|AP003|AP052,,1 рабочая площадка; 2–6 цепов/вил; несколько куч продукта,"Молотильная зона сухая и очищаемая; зерно, солома и мякина разделяются по процессу.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытое поле,,"солома, земля","шорох серпов, голоса",matcult_scene:SCN034,matcult_scene:SCN035|matcult_src:SRC044|matcult_src:SRC045|matcult_src:SRC046|matcult_src:SRC005|matcult_src:SRC008|matcult_src:SRC040|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC012|matcult_src:SRC089,B,candidate
sc_scn036,SCN036,Охотничий стан,hunting,exterior,hunting_ground,,лес/пойма,HNT0003|HNT0002|HNT0025|HNT0001,HNT0026|HNT0015|HNT0005|MSC0046,AP001|AP003|AP052,,1 малый костровой/рабочий участок; 1–3 охотника; снасти по задаче,Временный функциональный лагерь; добыча и шкуры только при causal context; никаких палаток нового времени.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","лес, полутень",дым костра,"хвоя, кровь добычи, дым","лес, шаги",matcult_scene:SCN036,matcult_scene:SCN036|matcult_src:SRC040|matcult_src:SRC045|matcult_src:SRC046|matcult_src:SRC037|matcult_src:SRC032|matcult_src:SRC005|matcult_src:SRC025|matcult_src:SRC008|matcult_src:SRC035|matcult_src:SRC001,B,candidate
sc_scn037,SCN037,Обработка пушнины,hunting_craft,interior,ordinary_workshop|cellar_granary,bt_workshop_yard|bt_klet_ambar,двор промысловика/склад,HNT0027|HNT0021|HNT0001,TRD0052|TRD0037|MSC0001,AP001|AP003|AP052,,1–3 инструмента; несколько шкур/связок; 1 сухая зона,Грязная первичная обработка отделена от сухого хранения готовых шкур.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",свет к рабочему месту,,"шкуры, жир",скобление,matcult_scene:SCN037,matcult_scene:SCN037|matcult_src:SRC040|matcult_src:SRC045|matcult_src:SRC046|matcult_src:SRC037|matcult_src:SRC032|matcult_src:SRC072|matcult_src:SRC050|matcult_src:SRC009|matcult_src:SRC027|matcult_src:SRC028,B,candidate
sc_scn038,SCN038,Городская улица после дождя,street,exterior,town_street,bt_street_pavement|bt_palisade_fence,Новгород,STR0001|STR0003|STR0004|MSC0023|MSC0022,LTR0017|LIV0030|LIV0007,AP001|AP003|AP052,,1 уличный коридор; 2–6 усадебных фасадов/оград; локальные props,Многослойный настил и ремонт; вода и грязь по краям/зазорам; не асфальтовая улица.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","открытая улица, тени частоколов",дымки над дворами,"грязь, навоз, щепа, дым","шаги по плахам, колёса, лай",nov1230db:B026|wk:claim:place-outdoors-traffic-wet-ground-and-ruts,matcult_scene:SCN038|matcult_src:SRC013|matcult_src:SRC031|matcult_src:SRC003|matcult_src:SRC001|matcult_src:SRC083|matcult_src:SRC089|matcult_src:SRC005|matcult_src:SRC025|matcult_src:SRC067|matcult_src:SRC039,B,candidate
sc_scn039,SCN039,Зимняя новгородская улица,street_winter,exterior,town_street,bt_street_pavement|bt_palisade_fence,Новгород,STR0007|STR0001|MSC0031|MSC0014|LTR0028,LIV0030|MSC0046,AP001|AP003|AP052,,1 улица; 1–3 саней/лошади; снежные валы локально,Снег серый и утрамбованный по движению; мостовая частично скрыта; никаких современных саней.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",снежный отсвет,дымы столбом в морозный день,"морозный воздух, дым",скрип саней и снега,matcult_scene:SCN039,matcult_scene:SCN039|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC013|matcult_src:SRC083|matcult_src:SRC089|matcult_src:SRC031|matcult_src:SRC005|matcult_src:SRC025|matcult_src:SRC067|matcult_src:SRC039,B,candidate
sc_scn040,SCN040,Узкий усадебный переулок,street,exterior,town_street,bt_lane|bt_palisade_fence,городская застройка,STR0005|STR0013|ARC0015|ARC0001,MSC0018|MSC0035,AP001|AP003|AP052,,1 проход; 2–4 ограды/ворот; 0–5 props,"Тесный проход между оградами, небольшая видимость и неодинаковый настил; не широкая европейская улица.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","открытая улица, тени частоколов",дымки над дворами,"грязь, навоз, щепа, дым","шаги по плахам, колёса, лай",nov1230db:B026|wk:claim:place-outdoors-traffic-wet-ground-and-ruts,matcult_scene:SCN040|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC013|matcult_src:SRC083|matcult_src:SRC089|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC025|matcult_src:SRC067,B,candidate
sc_scn041,SCN041,Великий мост через Волхов,bridge,exterior,bridge_crossing|river_channel,bt_bridge_great,Волхов,STR0001|STR0003,WTR0038|WTR0001|TRD0012,AP001|AP003|AP052,,часть мостового пролёта; 1–3 судна в масштабе,Использовать археологическую конструкцию ряжей/опор осторожно; не копировать поздний каменный мост.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытый пролёт над водой,,"вода, мокрое дерево","гул шагов по настилу, ветер",nov1230db:B005,matcult_scene:SCN041|matcult_src:SRC013|matcult_src:SRC031|matcult_src:SRC003|matcult_src:SRC001|matcult_src:SRC083|matcult_src:SRC089|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC029|matcult_src:SRC025,B,candidate
sc_scn042,SCN042,Детинец: земляно-деревянная оборона,fortification,exterior,town_wall_edge,bt_wall_timber_earth|bt_rampart,Новгородский Детинец,FOR0002|FOR0001|FOR0003,MIL0001|MIL0002|CON0012,AP001|AP003|AP052|AP004|AP005|AP006,,1 участок вала; 1 стена; 0–1 ворота/башенный узел,Вал является основной массой; деревянные конструкции функциональны; нет красного кирпича и поздних башен.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",гребень вала открыт ветру,,"земля, дерево","стража, ветер",wk:claim:civic-wood-earth-wall,matcult_scene:SCN042|matcult_src:SRC014|matcult_src:SRC015|matcult_src:SRC016|matcult_src:SRC071|matcult_src:SRC031|matcult_src:SRC036|matcult_src:SRC037|matcult_src:SRC038|matcult_src:SRC061|matcult_src:SRC001,C,candidate
sc_scn043,SCN043,Городские ворота,fortification,exterior,town_wall_edge,bt_gate_passage,линия укреплений,FOR0002|FOR0001,MIL0001|STR0001,AP001|AP003|AP052|AP004|AP005|AP006,,1 воротный проезд; 1–2 створки; охрана по сцене,"C-level для точной надстройки; створки, брус-запор и проход должны быть физически правдоподобны.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",гребень вала открыт ветру,,"земля, дерево","стража, ветер",wk:claim:civic-wood-earth-wall,matcult_scene:SCN043|matcult_src:SRC014|matcult_src:SRC015|matcult_src:SRC016|matcult_src:SRC071|matcult_src:SRC031|matcult_src:SRC036|matcult_src:SRC037|matcult_src:SRC038|matcult_src:SRC061|matcult_src:SRC013,C,candidate
sc_scn044,SCN044,Ремонт деревянного укрепления,fortification_work,exterior,town_wall_edge,bt_wall_timber_earth,вал/стена,CON0012|CON0047|CON0044|CRF0020|CRF0102,LTR0007|MSC0035,AP001|AP003|AP052|AP004|AP005|AP006,,несколько брёвен; 3–8 работников; 4–10 инструментов,Показывать процесс замены дерева и подъёма вручную; не строительные краны нового времени.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытый вал,,"свежая щепа, земля","стук топоров, команды",matcult_scene:SCN044,matcult_scene:SCN044|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC017|matcult_src:SRC078|matcult_src:SRC089|matcult_src:SRC032|matcult_src:SRC033|matcult_src:SRC061|matcult_src:SRC039,A,candidate
sc_scn045,SCN045,Военный лагерь,military,exterior,road|forest_edge,,походный стан,MIL0007|MIL0017|MIL0027|MIL0008|WPN0049|WPN0029|WPN0006,LTR0017|LIV0030|LIV0001|MSC0046,AP001|AP003|AP052|AP017|AP018|AP022|AP023,,малый отряд; оружие по людям; 1–3 котла/транспортных узла,Снаряжение принадлежит конкретным людям/обозу; палатка только с C и референсом; лагерь не римский.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытый стан,дым костров,"дым, конский пот, кожа","ржание, голоса",matcult_scene:SCN045,matcult_scene:SCN045|matcult_src:SRC036|matcult_src:SRC037|matcult_src:SRC038|matcult_src:SRC061|matcult_src:SRC008|matcult_src:SRC034|matcult_src:SRC084|matcult_src:SRC032|matcult_src:SRC005|matcult_src:SRC035,B,candidate
sc_scn046,SCN046,Дружинник в полном снаряжении,military_character_equipment,character_kit,,,город/поход/бой,WPN0029|WPN0049|ARM0019|HLM0007|SHD0002,MIL0017|MIL0021|MIL0001|HRS0034,AP001|AP003|AP052|AP017|AP018|AP022|AP023,,1 воин; 1 основное древковое; 1 боковое оружие; 1 щит; 1 комплект защиты,Один согласованный комплект; не добавлять все виды оружия и защиты одновременно; одежда берётся из отдельной costume-базы.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",,,,,matcult_scene:SCN046,matcult_scene:SCN046|matcult_src:SRC034|matcult_src:SRC035|matcult_src:SRC037|matcult_src:SRC032|matcult_src:SRC036|matcult_src:SRC008|matcult_src:SRC061|matcult_src:SRC084|matcult_src:SRC038|matcult_src:SRC039,B,candidate
sc_scn047,SCN047,Новгородский ополченец,military_character_equipment,character_kit,,,городская оборона,WPN0049|WPN0006|SHD0002,HLM0001|ARM0001|MIL0011,AP001|AP003|AP052|AP017|AP018|AP022|AP023,,1 воин; 1 основное оружие; 0–1 доспех; 1 щит,Неполный и разнородный комплект; дорогой меч/полная кольчуга не обязательны.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",,,,,matcult_scene:SCN046,matcult_scene:SCN047|matcult_src:SRC034|matcult_src:SRC035|matcult_src:SRC037|matcult_src:SRC032|matcult_src:SRC036|matcult_src:SRC008|matcult_src:SRC061|matcult_src:SRC084|matcult_src:SRC038,B,candidate
sc_scn048,SCN048,Конный воин и конское снаряжение,military_mounted,character_kit,,,поход/бой,LIV0001|HRS0034|HRS0035|HRS0001|HRS0002|WPN0049,ARM0019|HLM0017|SHD0002,AP001|AP003|AP052|AP017|AP018|AP022|AP023,,1 всадник; 1 лошадь; 1 комплект упряжи; 1–3 оружейных элемента,"Лошадь небольшая, посадка и упряжь исторические; конская броня только D/C и не по умолчанию.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",,,,,matcult_scene:SCN048,matcult_scene:SCN048|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC042|matcult_src:SRC043|matcult_src:SRC038|matcult_src:SRC039|matcult_src:SRC061|matcult_src:SRC077|matcult_src:SRC084|matcult_src:SRC034,B,candidate
sc_scn049,SCN049,Монастырская келья,religious_interior,interior,dwelling_interior|monastery_yard,bt_monastery_cell,монастырь,FUR0002|FUR0008|FUR0006|REL0008|REL0001|WRT0022,HOU0011|HOU0001|POT0019,AP001|AP003|AP052,FUR0002|FUR0008|FUR0006,1 спальное/рабочее место; 1–3 предмета мебели; 1–3 религиозных предмета,Сдержанное помещение без позднего барокко; книга и металлическая утварь статусно ограничены.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","полумрак кельи, огонёк свечи или лучины",дым печи при топке,"воск, дым, книжная кожа","тишина, шёпот молитвы",matcult_scene:SCN049,matcult_scene:SCN049|matcult_src:SRC005|matcult_src:SRC006|matcult_src:SRC008|matcult_src:SRC089|matcult_src:SRC001|matcult_src:SRC017|matcult_src:SRC018|matcult_src:SRC019|matcult_src:SRC020|matcult_src:SRC062,B,candidate
sc_scn050,SCN050,Малая городская каменная церковь,religious_architecture,interior,church_interior|churchyard,bt_church_stone,Новгород,ARC0001|REL0018|REL0001,REL0015,AP001|AP003|AP052,,1 храм; ограниченная внутренняя утварь,"Объём простой, без поздних пристроек; план, апсиды и окна по домонгольскому аналогу.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","у порога яркий двор, внутри полумрак; свет из узких окон и свечей выделяет отдельные места",дым свечей и лампад,"воск, ладан, холодный камень",голоса и шаги меняются под сводом,wk:claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception,matcult_scene:SCN050|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC017|matcult_src:SRC018|matcult_src:SRC019|matcult_src:SRC020|matcult_src:SRC062,B,candidate
sc_scn051,SCN051,Софийский собор около 1230,religious_architecture,interior,church_interior,bt_church_stone,Детинец,ARC0005|REL0004|REL0018,REL0013|REL0015|REL0001,AP001|AP003|AP052,,1 собор; interior props только по подтверждённому контексту,"Использовать план и домонгольское состояние; исключить поздние главы, пристройки и барочный интерьер, если они не относятся к 1230.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","у порога яркий двор, внутри полумрак; свет из узких окон и свечей выделяет отдельные места",дым свечей и лампад,"воск, ладан, холодный камень",голоса и шаги меняются под сводом,wk:claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception,matcult_scene:SCN051|matcult_src:SRC017|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC018|matcult_src:SRC019|matcult_src:SRC020|matcult_src:SRC062,B,candidate
sc_scn052,SCN052,Спас на Нередице: интерьер 1199–1230,religious_architecture,interior,church_interior,bt_church_stone,Нередица,ARC0001|REL0001|REL0002,REL0018|REL0015,AP001|AP003|AP052,,1 храм; роспись по реальному размещению,Фресковый ансамбль — главный визуальный источник; не восстанавливать утраченные детали фантазией.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","у порога яркий двор, внутри полумрак; свет из узких окон и свечей выделяет отдельные места",дым свечей и лампад,"воск, ладан, холодный камень",голоса и шаги меняются под сводом,wk:claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception,matcult_scene:SCN052|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC017|matcult_src:SRC018|matcult_src:SRC019|matcult_src:SRC020|matcult_src:SRC062,B,candidate
sc_scn053,SCN053,Строительство каменного храма,construction,exterior,churchyard|monastery_yard,bt_building_site_stone,город/монастырь,CON0041|CON0036|CON0024|CON0044|CRF0001|CRF0002,LTR0017|MSC0010|MSC0007,AP001|AP003|AP052,,1 строительный участок; десятки единиц материала; 4–15 работников,"Ручной подъём, деревянные леса и материалы; никаких современных блоков, бетона и кранов.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытая площадка,,"известь, сырой раствор, щепа","стук тёсла, скрип блока",matcult_scene:SCN053,matcult_scene:SCN053|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC017|matcult_src:SRC078|matcult_src:SRC089|matcult_src:SRC032|matcult_src:SRC033|matcult_src:SRC061|matcult_src:SRC039,B,candidate
sc_scn054,SCN054,Письмо на бересте,writing,activity,dwelling_interior|market_square,,дом/торг/административное место,WRT0028|WRT0001,FUR0008|FUR0002|TRD0054,AP001|AP003|AP052,FUR0008|FUR0002,1–5 берестяных листов; 1 писало,Береста небольшая и неровная; текст процарапан; содержание не генерировать как authoritative fact без задания.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",свет к месту письма,,береста,царапанье писала,matcult_scene:SCN054,matcult_scene:SCN054|matcult_src:SRC026|matcult_src:SRC027|matcult_src:SRC068|matcult_src:SRC073|matcult_src:SRC009|matcult_src:SRC005|matcult_src:SRC006|matcult_src:SRC008|matcult_src:SRC089|matcult_src:SRC001,C,candidate
sc_scn055,SCN055,Купеческий счёт и взвешивание,writing_trade,activity,market_square|cellar_granary,bt_market_stall|bt_klet_ambar,лавка/склад,TRD0037|TRD0001|WRT0028|WRT0001|TRD0019,TRD0028|TRD0046,AP001|AP003|AP052,,1 весовой комплект; 1–3 записи; 3–10 гирь/мер,"Счёт, взвешивание и маркировка связаны с конкретным товаром; серебро контролируется.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",свет к весам,,"воск, металл",звяканье гирь,matcult_scene:SCN055,matcult_scene:SCN055|matcult_src:SRC009|matcult_src:SRC027|matcult_src:SRC028|matcult_src:SRC049|matcult_src:SRC053|matcult_src:SRC089|matcult_src:SRC087|matcult_src:SRC026|matcult_src:SRC068|matcult_src:SRC073,C,candidate
sc_scn056,SCN056,Детская игра во дворе,childhood,activity,town_courtyard|town_street,,городской двор/улица,MUS0016|MUS0019|MUS0017,MUS0012|MUS0001|MSC0035,AP001|AP003|AP052,,2–6 детей; 2–5 игрушек,"Игрушки малые, потертые и простые; не современная детская площадка; безопасность/надзор по сцене.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",двор или улица,,,детские голоса,matcult_scene:SCN056,matcult_scene:SCN056|matcult_src:SRC058|matcult_src:SRC059|matcult_src:SRC060|matcult_src:SRC005|matcult_src:SRC006|matcult_src:SRC061|matcult_src:SRC084|matcult_src:SRC008|matcult_src:SRC001|matcult_src:SRC003,A,candidate
