ingredient_id,slug,name_ru,historical_name,ingredient_type,item_id,item_source_catalog,description_ru,period_from,period_to,valid_for_1230,region_scope,local_or_imported,historical_confidence,recipe_evidence_type,evidence_basis,source_ids,season_profile,social_scope,fasting_status,rarity,relative_cost,storage_container_ids,storage_location_ids,estimated_shelf_life,shelf_life_basis,spoilage_signs,anachronism_risk,notes
ING0049,mixed_legumes,Смешанные бобовые зёрна,unknown,processed_product,OMI01450,other_material_entities_v1,"Смешанные бобовые зёрна: присутствие или технологическая форма допустимы для пищевой модели, но конкретный способ употребления требует отдельной оценки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Смешанные бобовые зёрна: присутствие или технологическая форма допустимы для пищевой модели, но конкретный способ употребления требует отдельной оценки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,medium,"[""HOU0016"",""HOU0021"",""HOU0022""]","[""ARC0018"",""ARC0026""]",season- and state-dependent,reconstruction_estimate,"[""soft"",""moldy"",""rotten"",""sprouted""]",low,
ING0050,beans_lentils_uncertain,Бобы или чечевица — ограниченная категория,unknown,raw_product,FOD0055,material_culture_v1,"Бобы или чечевица — ограниченная категория: присутствие или технологическая форма допустимы для пищевой модели, но конкретный способ употребления требует отдельной оценки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ingredient_based_reconstruction,"Бобы или чечевица — ограниченная категория: присутствие или технологическая форма допустимы для пищевой модели, но конкретный способ употребления требует отдельной оценки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",stored_year_round,"[""common""]",fasting_allowed,rare,medium,"[""HOU0016"",""HOU0021"",""HOU0022""]","[""ARC0018"",""ARC0026""]",season- and state-dependent,reconstruction_estimate,"[""soft"",""moldy"",""rotten"",""sprouted""]",medium,
ING0051,fermented_cabbage,Ферментированная капуста — осторожная реконструкция,unknown,processed_product,FOD0046,material_culture_v1,"Сочетание доступного сырья, соли и ёмкости технологически правдоподобно, но не должно автоматически называться поздними щами или современной квашеной капустой.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,comparative_reconstruction,"Сочетание доступного сырья, соли и ёмкости технологически правдоподобно, но не должно автоматически называться поздними щами или современной квашеной капустой.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",stored_winter,"[""common""]",fasting_allowed,uncommon,low,"[""HOU0036"",""HOU0024""]","[""ARC0026""]",weeks to months in cold conditions,reconstruction_estimate,"[""putrid"",""mold_surface"",""slimy""]",medium,
ING0052,dried_turnip,Сушёная или печёно-высушенная репа,unknown,processed_product,FOD0047,material_culture_v1,Корнеплод после обезвоживания для более долгого хранения; точный бытовой способ реконструируется.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Корнеплод после обезвоживания для более долгого хранения; точный бытовой способ реконструируется.,"[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,low,"[""HOU0015"",""HOU0021""]","[""ARC0018""]",months if dry,reconstruction_estimate,"[""damp"",""moldy"",""insect_damaged""]",low,
ING0053,edible_wild_greens,Смешанная съедобная дикорастущая зелень,unknown,raw_product,FMA0005,food_related_material_additions,Смешанная съедобная дикорастущая зелень. Наличие растения и пищевое использование разделены; Использовать только после идентификации безопасного вида.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Смешанная съедобная дикорастущая зелень. Наличие растения и пищевое использование разделены; Использовать только после идентификации безопасного вида.,"[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",fresh_greens,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],same day fresh; days if dried,reconstruction_estimate,"[""wilted"",""moldy"",""misidentified""]",medium,
ING0054,nettle_greens,Молодая крапива — осторожная пищевая реконструкция,unknown,raw_product,FMA0006,food_related_material_additions,Молодая крапива — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Пищевая функция не выводится только из присутствия растения; требуется ошпаривание и современная безопасная идентификация.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ethnographic_parallel,Молодая крапива — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Пищевая функция не выводится только из присутствия растения; требуется ошпаривание и современная безопасная идентификация.,"[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",fresh_greens,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],same day fresh; days if dried,reconstruction_estimate,"[""wilted"",""moldy"",""misidentified""]",high,
ING0055,sorrel_greens,Щавель — осторожная пищевая реконструкция,unknown,raw_product,FMA0007,food_related_material_additions,"Щавель — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Кислая зелень возможна, но конкретная новгородская рецептура не доказана.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ethnographic_parallel,"Щавель — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Кислая зелень возможна, но конкретная новгородская рецептура не доказана.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",fresh_greens,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],same day fresh; days if dried,reconstruction_estimate,"[""wilted"",""moldy"",""misidentified""]",high,
ING0056,goutweed_greens,Сныть — осторожная пищевая реконструкция,unknown,raw_product,FMA0008,food_related_material_additions,Сныть — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Только как сравнительная реконструкция; не использовать автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ethnographic_parallel,Сныть — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Только как сравнительная реконструкция; не использовать автоматически.,"[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",fresh_greens,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],same day fresh; days if dried,reconstruction_estimate,"[""wilted"",""moldy"",""misidentified""]",high,
ING0057,orache_greens,Лебеда — осторожная пищевая реконструкция,unknown,raw_product,FMA0009,food_related_material_additions,Лебеда — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Только как сравнительная реконструкция; не использовать автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ethnographic_parallel,Лебеда — осторожная пищевая реконструкция. Наличие растения и пищевое использование разделены; Только как сравнительная реконструкция; не использовать автоматически.,"[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",fresh_greens,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],same day fresh; days if dried,reconstruction_estimate,"[""wilted"",""moldy"",""misidentified""]",high,
ING0058,mushrooms_fresh,Свежие лесные грибы безопасно определённого вида,unknown,raw_product,FOD0014,material_culture_v1,Лесные грибы допустимы как осторожная категория; конкретный вид и пищевое употребление не выводятся из одной поздней этнографии.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,comparative_reconstruction,Лесные грибы допустимы как осторожная категория; конкретный вид и пищевое употребление не выводятся из одной поздней этнографии.,"[""SRC045"",""SRC046""]",mushroom_season,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],same day to a few days,reconstruction_estimate,"[""slimy"",""moldy"",""misidentified""]",medium,No unidentified mushroom is safe for modern reconstruction.
ING0059,mushrooms_dried,Сушёные грибы безопасно определённого вида,unknown,processed_product,FOD0017,material_culture_v1,"Высушенная лесная пища; конкретная распространённость для Новгорода около 1230 года остаётся менее надёжной, чем зерно или рыба.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,comparative_reconstruction,"Высушенная лесная пища; конкретная распространённость для Новгорода около 1230 года остаётся менее надёжной, чем зерно или рыба.","[""SRC045"",""SRC046""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""damp"",""moldy"",""insect_damaged""]",medium,
ING0060,raspberry,Малина,unknown,raw_product,FMA0010,food_related_material_additions,Малина представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Малина представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0061,bilberry,Черника,unknown,raw_product,FMA0011,food_related_material_additions,Черника представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Черника представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0062,lingonberry,Брусника,unknown,raw_product,FMA0012,food_related_material_additions,Брусника представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Брусника представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_late_summer,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0063,cranberry,Клюква,unknown,raw_product,FMA0013,food_related_material_additions,Клюква представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Клюква представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_autumn,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0064,currant,Смородина,unknown,raw_product,FMA0014,food_related_material_additions,Смородина представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Смородина представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0065,wild_strawberry,Земляника,unknown,raw_product,FMA0015,food_related_material_additions,Земляника представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Земляника представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0066,cloudberry,Морошка,unknown,raw_product,FMA0016,food_related_material_additions,Морошка представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Морошка представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,rare,medium,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0067,rowan_berry,Рябина,unknown,raw_product,FMA0017,food_related_material_additions,Рябина представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Рябина представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",berry_autumn,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0068,cherry,Вишня,unknown,raw_product,FMA0018,food_related_material_additions,Вишня представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Вишня представлена археоботаническими остатками в новгородском слое; способ употребления не устанавливается автоматически.,"[""SRC044"",""FSRC001""]",fruit_summer,"[""common""]",fasting_allowed,uncommon,medium,"[""HOU0016"",""HOU0021""]",[],days fresh; months if successfully dried,reconstruction_estimate,"[""moldy"",""fermenting_uncontrolled"",""rotten""]",low,
ING0069,forest_berries_generic,"Свежие лесные ягоды, смешанная категория",unknown,raw_product,FOD0016,material_culture_v1,"Смешанная категория для сцен, где вид не определён; не должна заменять видовую запись при наличии данных.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Смешанная категория для сцен, где вид не определён; не должна заменять видовую запись при наличии данных.","[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,seasonal,very_low,"[""HOU0016""]",[],days fresh,reconstruction_estimate,"[""moldy"",""rotten""]",low,
ING0070,berries_dried,Сушёные ягоды,unknown,processed_product,FOD0019,material_culture_v1,Обезвоженные ягоды как реконструктивная форма длительного хранения; конкретные методы для каждого вида не записаны.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Обезвоженные ягоды как реконструктивная форма длительного хранения; конкретные методы для каждого вида не записаны.,"[""SRC044"",""FSRC001""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""damp"",""moldy""]",low,
ING0071,berry_juice,Ягодный сок после раздавливания,unknown,intermediate,OMI01459,other_material_entities_v1,"Краткоживущий продукт раздавливания ягод, а не современный пастеризованный сок.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Краткоживущий продукт раздавливания ягод, а не современный пастеризованный сок.","[""SRC044"",""FSRC001""]",berry_summer,"[""common""]",fasting_allowed,seasonal,low,"[""POT0020"",""HOU0025""]",[],same day or quickly fermenting,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",medium,
ING0072,apple_local,Яблоки местные мелкоплодные,unknown,raw_product,FOD0020,material_culture_v1,Мелкоплодные яблоки подтверждаются археоботаникой; сортовые современные яблоки не предполагаются.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Мелкоплодные яблоки подтверждаются археоботаникой; сортовые современные яблоки не предполагаются.,"[""SRC044"",""FSRC001""]",apple_autumn,"[""common""]",fasting_allowed,uncommon,low,"[""HOU0016"",""HOU0022""]","[""ARC0026""]",weeks to months in cool storage,reconstruction_estimate,"[""bruised"",""moldy"",""rotten""]",low,
ING0073,apple_dried,Сушёные ломтики яблока,unknown,processed_product,OMI01456,other_material_entities_v1,Реконструктивная форма хранения яблок после нарезки и сушки.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Реконструктивная форма хранения яблок после нарезки и сушки.,"[""SRC044"",""FSRC001""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""damp"",""moldy""]",low,
ING0074,hazelnut_whole,Лесной орех,unknown,raw_product,FOD0015,material_culture_v1,"Лесной орех: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Лесной орех: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",nut_autumn,"[""common""]",fasting_allowed,common,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",low,
ING0075,hazelnut_kernel,Ядро лесного ореха,unknown,processed_product,OMI01462,other_material_entities_v1,"Ядро лесного ореха: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Ядро лесного ореха: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",stored_year_round,"[""common""]",fasting_allowed,common,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",low,
ING0076,hazelnut_crushed,Толчёный лесной орех,unknown,processed_product,OMI01463,other_material_entities_v1,"Толчёный лесной орех: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Толчёный лесной орех: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",made_as_needed,"[""common""]",fasting_allowed,common,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",low,
ING0077,flax_seed,Льняное семя,unknown,raw_product,FOD0039,material_culture_v1,"Льняное семя: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Льняное семя: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",stored_year_round,"[""common""]",fasting_allowed,common,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",low,
ING0078,flax_seed_crushed,Толчёное льняное семя,unknown,processed_product,OMI01474,other_material_entities_v1,"Толчёное льняное семя: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Толчёное льняное семя: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",made_as_needed,"[""common""]",fasting_allowed,common,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",low,
ING0079,hemp_seed,Конопляное семя,unknown,raw_product,FOD0038,material_culture_v1,"Конопляное семя: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Конопляное семя: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",stored_year_round,"[""common""]",fasting_allowed,common,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",low,
ING0080,poppy_seed_uncertain,Маковые семена — осторожная категория,unknown,processed_product,OMI01472,other_material_entities_v1,"Маковые семена — осторожная категория: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ingredient_based_reconstruction,"Маковые семена — осторожная категория: сырьё или полуфабрикат, подтверждённый либо осторожно реконструируемый; применение в конкретном блюде оценивается отдельно.","[""SRC044"",""FSRC001"",""SRC045""]",stored_year_round,"[""common""]",fasting_allowed,rare,low,"[""HOU0015"",""HOU0021""]",[],months if dry,reconstruction_estimate,"[""rancid"",""moldy"",""pest_damaged""]",high,
ING0081,plant_oil,Растительное масло из доступных семян — осторожная категория,unknown,processed_product,OMI01476,other_material_entities_v1,"Масло из льна или конопли технологически возможно, но масштаб, доступность и конкретная новгородская кулинарная практика около 1230 года недостаточно определены.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ingredient_based_reconstruction,"Масло из льна или конопли технологически возможно, но масштаб, доступность и конкретная новгородская кулинарная практика около 1230 года недостаточно определены.","[""SRC044"",""FSRC001"",""SRC045""]",stored_year_round,"[""common""]",fasting_allowed,rare,high,"[""POT0023"",""HOU0025""]",[],weeks to months in cool dark storage,reconstruction_estimate,"[""rancid"",""moldy_surface""]",high,Never substitute modern sunflower oil.
ING0082,animal_fat,Животный жир,unknown,fat,FOD0009,material_culture_v1,Пищевой жир от разделки домашних животных; вид зависит от туши и хозяйства.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Пищевой жир от разделки домашних животных; вид зависит от туши и хозяйства.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,common,low,"[""POT0023"",""HOU0025""]",[],days fresh; longer when rendered and cool,reconstruction_estimate,"[""rancid"",""moldy""]",low,
ING0083,rendered_fat,Топлёный животный жир,unknown,fat,OMI01364,other_material_entities_v1,Жир после вытапливания; точный срок хранения и степень очистки реконструируются.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Жир после вытапливания; точный срок хранения и степень очистки реконструируются.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,common,low,"[""POT0023"",""HOU0025""]",[],weeks to months in cool conditions,reconstruction_estimate,"[""rancid"",""contaminated""]",low,
ING0084,pork_lard,Свиное сало,unknown,fat,FOD0064,material_culture_v1,"Жировая часть свиной туши; пищевое использование вероятно, конкретные блюда реконструируются.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Жировая часть свиной туши; пищевое использование вероятно, конкретные блюда реконструируются.","[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0025"",""POT0023""]",[],days fresh; longer salted/cool,reconstruction_estimate,"[""rancid"",""rotten""]",low,
ING0085,honey_liquid,Мёд жидкий,unknown,raw_product,FOD0025,material_culture_v1,Мёд жидкий как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Мёд жидкий как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,"[""SRC045"",""SRC046"",""SRC027""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,high,"[""TRD0047"",""HOU0025"",""HOU0021""]",[],many months if uncontaminated,reconstruction_estimate,"[""fermenting_after_dilution"",""contaminated""]",low,
ING0086,honey_comb,Соты с мёдом,unknown,raw_product,FOD0026,material_culture_v1,Соты с мёдом как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Соты с мёдом как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,"[""SRC045"",""SRC046"",""SRC027""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,high,"[""TRD0047"",""HOU0025"",""HOU0021""]",[],many months if uncontaminated,reconstruction_estimate,"[""fermenting_after_dilution"",""contaminated""]",low,
ING0087,honey_strained,Процеженный мёд,unknown,processed_product,OMI01484,other_material_entities_v1,Процеженный мёд как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Процеженный мёд как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,"[""SRC045"",""SRC046"",""SRC027""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,high,"[""TRD0047"",""HOU0025"",""HOU0021""]",[],many months if uncontaminated,reconstruction_estimate,"[""fermenting_after_dilution"",""contaminated""]",low,
ING0088,honey_crystallized,Засахарившийся мёд,unknown,processed_product,OMI01485,other_material_entities_v1,Засахарившийся мёд как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Засахарившийся мёд как продукт пчеловодства и подсластитель; мёд дорог по сравнению с обычным зерном и не предполагается в каждом бедном блюде.,"[""SRC045"",""SRC046"",""SRC027""]",stored_year_round,"[""common""]",fasting_allowed,uncommon,high,"[""TRD0047"",""HOU0025"",""HOU0021""]",[],many months if uncontaminated,reconstruction_estimate,"[""fermenting_after_dilution"",""contaminated""]",low,
ING0089,milk_cow,Коровье молоко,unknown,raw_product,FOD0005,material_culture_v1,Коровье молоко: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Коровье молоко: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",milk_summer,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""soured"",""moldy"",""putrid"",""rancid""]",low,
ING0090,milk_goat,Козье молоко,unknown,raw_product,FMA0019,food_related_material_additions,Козье молоко: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Козье молоко: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",milk_summer,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",low,
