scene_id,name_ru,scene_type,period_scope,location_scope,description_ru,required_item_ids,allowed_item_ids,forbidden_item_ids,object_counts,layout_rules,condition_ru,season_variants,source_ids,image_refs,confidence,prompt_hint
SCN023,Купеческий склад,storage,около 1230 года; рабочий диапазон 1200–1240,торговая усадьба,"Исторически ограниченная композиция «Купеческий склад». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0001 | TRD0047 | TRD0052 | TRD0009 | TRD0030,WRT0014 | WRT0001 | TRD0037 | TRD0001,AP001 | AP003 | AP052,10–50 единиц тары; 1–3 сундука; 0–1 весовой комплект,Проходы между штабелями сохраняются; тяжёлая тара внизу; contents не угадываются по внешнему виду.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC009 | SRC027 | SRC028 | SRC049 | SRC053,IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_WRITING_MUSIC_01,B,"Historically grounded Купеческий склад in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Проходы между штабелями сохраняются; тяжёлая тара внизу; contents не угадываются по внешнему виду. No fantasy, no later Russian folk styling."
SCN024,Немецкий/готландский торговый двор,foreign_trade,около 1230 года; рабочий диапазон 1200–1240,иноземный торговый двор Новгорода,"Исторически ограниченная композиция «Немецкий/готландский торговый двор». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FRN0042 | FRN0028 | FRN0019 | FRN0001 | TRD0037 | TRD0028 | TRD0001,WTR0039 | REL0001 | WRT0001,AP001 | AP003 | AP052 | AP050,1 двор; 1–3 складских/жилых пространства; 10–40 единиц тары и товаров,"Различия выражены предметами и логистикой, не карикатурным национальным декором; местные вещи также присутствуют.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC048 | SRC050 | SRC049 | SRC051 | SRC075 | SRC024 | SRC080 | SRC076 | SRC009 | SRC027,IMG_SHEET_FOREIGN_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_BOATS_01 | IMG_SHEET_RELIGIOUS_01 | IMG_SHEET_WRITING_MUSIC_01,C,"Historically grounded Немецкий/готландский торговый двор in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Различия выражены предметами и логистикой, не карикатурным национальным декором; местные вещи также присутствуют. No fantasy, no later Russian folk styling."
SCN025,Причал на Волхове,waterfront,около 1230 года; рабочий диапазон 1200–1240,городской берег Волхова,"Исторически ограниченная композиция «Причал на Волхове». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0011 | STR0001 | WTR0038 | WTR0032 | TRD0047 | TRD0052,MSC0017 | MSC0015 | FSH0027,AP001 | AP003 | AP052 | AP036 | AP037 | AP038,1–3 лодки; 1 причальная зона; 3–15 грузовых единиц,Сходни связывают настил и изменяющийся уровень воды; грузы не лежат в воде; берег рабочий и мокрый.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC011 | SRC031 | SRC039 | SRC005 | SRC029,IMG_SHEET_STREETS_01 | IMG_SHEET_BOATS_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_FISHING_01,B,"Historically grounded Причал на Волхове in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Сходни связывают настил и изменяющийся уровень воды; грузы не лежат в воде; берег рабочий и мокрый. No fantasy, no later Russian folk styling."
SCN026,Малый речной перевоз,water_transport,около 1230 года; рабочий диапазон 1200–1240,Волхов/приток,"Исторически ограниченная композиция «Малый речной перевоз». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",WTR0027 | WTR0011,TRD0009 | TRD0047 | LIV0030,AP001 | AP003 | AP052 | AP036 | AP037 | AP038,1 лодка; 1–4 гребца/пассажира; ограниченный груз,Низкая устойчивая лодка без высоких морских надстроек; груз распределён по днищу.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC039 | SRC005 | SRC013 | SRC029 | SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089,IMG_SHEET_BOATS_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_LIVESTOCK_01,C,"Historically grounded Малый речной перевоз in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Низкая устойчивая лодка без высоких морских надстроек; груз распределён по днищу. No fantasy, no later Russian folk styling."
SCN027,Речная торговая лодья,water_transport,около 1230 года; рабочий диапазон 1200–1240,Волхов–Ильмень–Ладога,"Исторически ограниченная композиция «Речная торговая лодья». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",WTR0018 | WTR0012 | WTR0011 | TRD0047 | TRD0052,MIL0008 | MIL0007,AP001 | AP003 | AP052 | AP036 | AP037 | AP038,1 судно; несколько вёсел; 5–30 грузовых единиц по масштабу,"Низкий корпус, один парус/мачта по типу, вёсла и груз; без пушек и многоярусных надстроек.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC039 | SRC005 | SRC013 | SRC029 | SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089,IMG_SHEET_BOATS_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_ARMOR_01,B,"Historically grounded Речная торговая лодья in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Низкий корпус, один парус/мачта по типу, вёсла и груз; без пушек и многоярусных надстроек. No fantasy, no later Russian folk styling."
SCN028,Балтийское торговое судно на маршруте,foreign_water_transport,около 1230 года; рабочий диапазон 1200–1240,"Ладога/Балтика, не любой внутренний причал","Исторически ограниченная композиция «Балтийское торговое судно на маршруте». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",WTR0040 | FRN0001 | FRN0002,TRD0028 | TRD0037 | TRD0052,AP001 | AP003 | AP052 | AP036 | AP037 | AP038 | AP050,1 судно; груз по capacity выбранной реконструкции,C-level reconstruction: судно показывать только с конкретным корабельным референсом и маршрутом; перегрузка на местные суда вероятна.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC049 | SRC039 | SRC005 | SRC013 | SRC029 | SRC050 | SRC048 | SRC051 | SRC075 | SRC076,IMG_SHEET_BOATS_01 | IMG_SHEET_FOREIGN_01 | IMG_SHEET_TRADE_01,C,"Historically grounded Балтийское торговое судно на маршруте in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. C-level reconstruction: судно показывать только с конкретным корабельным референсом и маршрутом; перегрузка на местные суда вероятна. No fantasy, no later Russian folk styling."
SCN029,Рыбацкий двор,fishing,около 1230 года; рабочий диапазон 1200–1240,городской/сельский берег,"Исторически ограниченная композиция «Рыбацкий двор». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FSH0027 | FSH0007 | FSH0013 | FSH0006 | WTR0038,MSC0001 | MSC0002 | POT0001 | POT0002,AP001 | AP003 | AP052,1 лодка; 1–3 сети; десятки поплавков/грузил как parts; 2–6 ёмкостей,Сети сушатся/чинятся отдельно от свежей рыбы; снасти сгруппированы по операции.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC025 | SRC039 | SRC005 | SRC032 | SRC026 | SRC027 | SRC013 | SRC029 | SRC001 | SRC003,IMG_SHEET_FISHING_01 | IMG_SHEET_BOATS_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_POTTERY_01,A,"Historically grounded Рыбацкий двор in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Сети сушатся/чинятся отдельно от свежей рыбы; снасти сгруппированы по операции. No fantasy, no later Russian folk styling."
SCN030,Зимняя рыбалка,fishing_winter,около 1230 года; рабочий диапазон 1200–1240,замёрзшая река/озеро,"Исторически ограниченная композиция «Зимняя рыбалка». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FSH0006 | FSH0004 | MSC0014 | MSC0001,LTR0028 | POT0001,AP001 | AP003 | AP052,1 рабочая точка; 1–3 снасти; 0–1 сани,Лунка/прорубь и безопасность льда; не добавлять современную удочку/бур.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC025 | SRC039 | SRC005 | SRC032 | SRC001 | SRC003 | SRC067 | SRC089 | SRC028 | SRC084,IMG_SHEET_FISHING_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_POTTERY_01,B,"Historically grounded Зимняя рыбалка in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Лунка/прорубь и безопасность льда; не добавлять современную удочку/бур. No fantasy, no later Russian folk styling."
SCN031,Конюшня,animal_husbandry,около 1230 года; рабочий диапазон 1200–1240,городской/зажиточный двор,"Исторически ограниченная композиция «Конюшня». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0001 | LIV0030 | LIV0001 | HRS0035 | HRS0034,MSC0001 | MSC0040 | MSC0002 | HOU0031 | HOU0019,AP001 | AP003 | AP052,1 строение; 1–6 лошадей; 1–3 комплекта упряжи,"Небольшие лошади, стойла/привязи просты; сбруя хранится сухо; нет современных денников.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC040 | SRC041 | SRC042 | SRC043 | SRC061,IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_LIVESTOCK_01 | IMG_SHEET_HARNESS_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Конюшня in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Небольшие лошади, стойла/привязи просты; сбруя хранится сухо; нет современных денников. No fantasy, no later Russian folk styling."
SCN032,Хлев для крупного скота,animal_husbandry,около 1230 года; рабочий диапазон 1200–1240,сельский/городской двор,"Исторически ограниченная композиция «Хлев для крупного скота». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0002 | LIV0024 | LIV0002 | LIV0003,MSC0030 | MSC0040 | MSC0001 | HOU0019,AP001 | AP003 | AP052,1 хлев; 2–8 животных; 1 кормовая зона,Тесное функциональное помещение/навес по климату; животные малорослые и разномастные.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC007 | SRC040 | SRC041 | SRC042 | SRC043,IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_LIVESTOCK_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Хлев для крупного скота in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Тесное функциональное помещение/навес по климату; животные малорослые и разномастные. No fantasy, no later Russian folk styling."
SCN033,Амбар и зерновое хранение,storage_agriculture,около 1230 года; рабочий диапазон 1200–1240,городская/сельская усадьба,"Исторически ограниченная композиция «Амбар и зерновое хранение». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0018 | FOD0051 | POT0001 | POT0002,AGR0003 | AGR0001 | TRD0019,AP001 | AP003 | AP052,1 амбар; 3–20 ёмкостей/мешков; 1–3 инструмента,Хранение поднято/защищено от влаги и грызунов насколько позволяет реконструкция; проходы ограничены.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC028 | SRC040 | SRC041 | SRC044 | SRC075,IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_FOOD_01 | IMG_SHEET_POTTERY_01 | IMG_SHEET_AGRICULTURE_01 | IMG_SHEET_TRADE_01,A,"Historically grounded Амбар и зерновое хранение in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Хранение поднято/защищено от влаги и грызунов насколько позволяет реконструкция; проходы ограничены. No fantasy, no later Russian folk styling."
SCN034,Поле во время жатвы,agriculture,около 1230 года; рабочий диапазон 1200–1240,Новгородская земля,"Исторически ограниченная композиция «Поле во время жатвы». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",AGR0012 | AGR0039 | AGR0044 | FOD0051,LTR0017 | LIV0030,AP001 | AP003 | AP052,несколько работников; 1 серп на человека; снопы по зоне,Ручная жатва и небольшие группы работников; не современное ровное монокультурное поле.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC044 | SRC045 | SRC046 | SRC005 | SRC032 | SRC028 | SRC040 | SRC041 | SRC075 | SRC039,IMG_SHEET_AGRICULTURE_01 | IMG_SHEET_FOOD_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_LIVESTOCK_01,A,"Historically grounded Поле во время жатвы in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Ручная жатва и небольшие группы работников; не современное ровное монокультурное поле. No fantasy, no later Russian folk styling."
SCN035,Гумно и молотьба,agriculture,около 1230 года; рабочий диапазон 1200–1240,сельский двор,"Исторически ограниченная композиция «Гумно и молотьба». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",AGR0021 | AGR0016 | AGR0001 | ARC0010 | ARC0018,FOD0051 | MSC0030,AP001 | AP003 | AP052,1 рабочая площадка; 2–6 цепов/вил; несколько куч продукта,"Молотильная зона сухая и очищаемая; зерно, солома и мякина разделяются по процессу.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC044 | SRC045 | SRC046 | SRC005 | SRC008 | SRC040 | SRC001 | SRC003 | SRC012 | SRC089,IMG_SHEET_AGRICULTURE_01 | IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_FOOD_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Гумно и молотьба in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Молотильная зона сухая и очищаемая; зерно, солома и мякина разделяются по процессу. No fantasy, no later Russian folk styling."
SCN036,Охотничий стан,hunting,около 1230 года; рабочий диапазон 1200–1240,лес/пойма,"Исторически ограниченная композиция «Охотничий стан». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",HNT0003 | HNT0002 | HNT0025 | HNT0001,HNT0026 | HNT0015 | HNT0005 | MSC0046,AP001 | AP003 | AP052,1 малый костровой/рабочий участок; 1–3 охотника; снасти по задаче,Временный функциональный лагерь; добыча и шкуры только при causal context; никаких палаток нового времени.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC040 | SRC045 | SRC046 | SRC037 | SRC032 | SRC005 | SRC025 | SRC008 | SRC035 | SRC001,IMG_SHEET_TOOLS_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Охотничий стан in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Временный функциональный лагерь; добыча и шкуры только при causal context; никаких палаток нового времени. No fantasy, no later Russian folk styling."
SCN037,Обработка пушнины,hunting_craft,около 1230 года; рабочий диапазон 1200–1240,двор промысловика/склад,"Исторически ограниченная композиция «Обработка пушнины». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",HNT0027 | HNT0021 | HNT0001,TRD0052 | TRD0037 | MSC0001,AP001 | AP003 | AP052,1–3 инструмента; несколько шкур/связок; 1 сухая зона,Грязная первичная обработка отделена от сухого хранения готовых шкур.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC040 | SRC045 | SRC046 | SRC037 | SRC032 | SRC072 | SRC050 | SRC009 | SRC027 | SRC028,IMG_SHEET_TOOLS_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Обработка пушнины in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Грязная первичная обработка отделена от сухого хранения готовых шкур. No fantasy, no later Russian folk styling."
SCN038,Городская улица после дождя,street,около 1230 года; рабочий диапазон 1200–1240,Новгород,"Исторически ограниченная композиция «Городская улица после дождя». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0001 | STR0003 | STR0004 | MSC0023 | MSC0022,LTR0017 | LIV0030 | LIV0007,AP001 | AP003 | AP052,1 уличный коридор; 2–6 усадебных фасадов/оград; локальные props,Многослойный настил и ремонт; вода и грязь по краям/зазорам; не асфальтовая улица.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC013 | SRC031 | SRC003 | SRC001 | SRC083 | SRC089 | SRC005 | SRC025 | SRC067 | SRC039,IMG_SHEET_STREETS_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_LIVESTOCK_01,B,"Historically grounded Городская улица после дождя in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Многослойный настил и ремонт; вода и грязь по краям/зазорам; не асфальтовая улица. No fantasy, no later Russian folk styling."
SCN039,Зимняя новгородская улица,street_winter,около 1230 года; рабочий диапазон 1200–1240,Новгород,"Исторически ограниченная композиция «Зимняя новгородская улица». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0007 | STR0001 | MSC0031 | MSC0014 | LTR0028,LIV0030 | MSC0046,AP001 | AP003 | AP052,1 улица; 1–3 саней/лошади; снежные валы локально,Снег серый и утрамбованный по движению; мостовая частично скрыта; никаких современных саней.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC031 | SRC005 | SRC025 | SRC067 | SRC039,IMG_SHEET_STREETS_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_LIVESTOCK_01,B,"Historically grounded Зимняя новгородская улица in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Снег серый и утрамбованный по движению; мостовая частично скрыта; никаких современных саней. No fantasy, no later Russian folk styling."
SCN040,Узкий усадебный переулок,street,около 1230 года; рабочий диапазон 1200–1240,городская застройка,"Исторически ограниченная композиция «Узкий усадебный переулок». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0005 | STR0013 | ARC0015 | ARC0001,MSC0018 | MSC0035,AP001 | AP003 | AP052,1 проход; 2–4 ограды/ворот; 0–5 props,"Тесный проход между оградами, небольшая видимость и неодинаковый настил; не широкая европейская улица.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC005 | SRC012 | SRC025 | SRC067,IMG_SHEET_STREETS_01 | IMG_SHEET_ARCHITECTURE_01 | IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Узкий усадебный переулок in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Тесный проход между оградами, небольшая видимость и неодинаковый настил; не широкая европейская улица. No fantasy, no later Russian folk styling."
SCN041,Великий мост через Волхов,bridge,около 1230 года; рабочий диапазон 1200–1240,Волхов,"Исторически ограниченная композиция «Великий мост через Волхов». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0001 | STR0003,WTR0038 | WTR0001 | TRD0012,AP001 | AP003 | AP052,часть мостового пролёта; 1–3 судна в масштабе,Использовать археологическую конструкцию ряжей/опор осторожно; не копировать поздний каменный мост.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC013 | SRC031 | SRC003 | SRC001 | SRC083 | SRC089 | SRC039 | SRC005 | SRC029 | SRC025,IMG_SHEET_STREETS_01 | IMG_SHEET_BOATS_01 | IMG_SHEET_TRADE_01,B,"Historically grounded Великий мост через Волхов in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Использовать археологическую конструкцию ряжей/опор осторожно; не копировать поздний каменный мост. No fantasy, no later Russian folk styling."
SCN042,Детинец: земляно-деревянная оборона,fortification,около 1230 года; рабочий диапазон 1200–1240,Новгородский Детинец,"Исторически ограниченная композиция «Детинец: земляно-деревянная оборона». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FOR0002 | FOR0001 | FOR0003,MIL0001 | MIL0002 | CON0012,AP001 | AP003 | AP052 | AP004 | AP005 | AP006,1 участок вала; 1 стена; 0–1 ворота/башенный узел,Вал является основной массой; деревянные конструкции функциональны; нет красного кирпича и поздних башен.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC014 | SRC015 | SRC016 | SRC071 | SRC031 | SRC036 | SRC037 | SRC038 | SRC061 | SRC001,IMG_SHEET_FORTIFICATIONS_01 | IMG_SHEET_ARMOR_01 | IMG_SHEET_CONSTRUCTION_01,C,"Historically grounded Детинец: земляно-деревянная оборона in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Вал является основной массой; деревянные конструкции функциональны; нет красного кирпича и поздних башен. No fantasy, no later Russian folk styling."
SCN043,Городские ворота,fortification,около 1230 года; рабочий диапазон 1200–1240,линия укреплений,"Исторически ограниченная композиция «Городские ворота». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FOR0002 | FOR0001,MIL0001 | STR0001,AP001 | AP003 | AP052 | AP004 | AP005 | AP006,1 воротный проезд; 1–2 створки; охрана по сцене,"C-level для точной надстройки; створки, брус-запор и проход должны быть физически правдоподобны.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC014 | SRC015 | SRC016 | SRC071 | SRC031 | SRC036 | SRC037 | SRC038 | SRC061 | SRC013,IMG_SHEET_FORTIFICATIONS_01 | IMG_SHEET_ARMOR_01 | IMG_SHEET_STREETS_01,C,"Historically grounded Городские ворота in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. C-level для точной надстройки; створки, брус-запор и проход должны быть физически правдоподобны. No fantasy, no later Russian folk styling."
SCN044,Ремонт деревянного укрепления,fortification_work,около 1230 года; рабочий диапазон 1200–1240,вал/стена,"Исторически ограниченная композиция «Ремонт деревянного укрепления». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",CON0012 | CON0047 | CON0044 | CRF0020 | CRF0102,LTR0007 | MSC0035,AP001 | AP003 | AP052 | AP004 | AP005 | AP006,несколько брёвен; 3–8 работников; 4–10 инструментов,Показывать процесс замены дерева и подъёма вручную; не строительные краны нового времени.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC017 | SRC078 | SRC089 | SRC032 | SRC033 | SRC061 | SRC039,IMG_SHEET_CONSTRUCTION_01 | IMG_SHEET_TOOLS_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_HOUSEHOLD_01,A,"Historically grounded Ремонт деревянного укрепления in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Показывать процесс замены дерева и подъёма вручную; не строительные краны нового времени. No fantasy, no later Russian folk styling."
SCN045,Военный лагерь,military,около 1230 года; рабочий диапазон 1200–1240,походный стан,"Исторически ограниченная композиция «Военный лагерь». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",MIL0007 | MIL0017 | MIL0027 | MIL0008 | WPN0049 | WPN0029 | WPN0006,LTR0017 | LIV0030 | LIV0001 | MSC0046,AP001 | AP003 | AP052 | AP017 | AP018 | AP022 | AP023,малый отряд; оружие по людям; 1–3 котла/транспортных узла,Снаряжение принадлежит конкретным людям/обозу; палатка только с C и референсом; лагерь не римский.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC036 | SRC037 | SRC038 | SRC061 | SRC008 | SRC034 | SRC084 | SRC032 | SRC005 | SRC035,IMG_SHEET_ARMOR_01 | IMG_SHEET_SPEARS_01 | IMG_SHEET_SWORDS_01 | IMG_SHEET_AXES_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_LIVESTOCK_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Военный лагерь in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Снаряжение принадлежит конкретным людям/обозу; палатка только с C и референсом; лагерь не римский. No fantasy, no later Russian folk styling."
SCN046,Дружинник в полном снаряжении,military_character_equipment,около 1230 года; рабочий диапазон 1200–1240,город/поход/бой,"Исторически ограниченная композиция «Дружинник в полном снаряжении». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",WPN0029 | WPN0049 | ARM0019 | HLM0007 | SHD0002,MIL0017 | MIL0021 | MIL0001 | HRS0034,AP001 | AP003 | AP052 | AP017 | AP018 | AP022 | AP023,1 воин; 1 основное древковое; 1 боковое оружие; 1 щит; 1 комплект защиты,Один согласованный комплект; не добавлять все виды оружия и защиты одновременно; одежда берётся из отдельной costume-базы.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC034 | SRC035 | SRC037 | SRC032 | SRC036 | SRC008 | SRC061 | SRC084 | SRC038 | SRC039,IMG_SHEET_SWORDS_01 | IMG_SHEET_SPEARS_01 | IMG_SHEET_ARMOR_01 | IMG_SHEET_HELMETS_01 | IMG_SHEET_SHIELDS_01 | IMG_SHEET_HARNESS_01,B,"Historically grounded Дружинник в полном снаряжении in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Один согласованный комплект; не добавлять все виды оружия и защиты одновременно; одежда берётся из отдельной costume-базы. No fantasy, no later Russian folk styling."
