wp_id,name_ru,name_en,kind,group,parent_wp_id,tier,effective_tier,category_id,category_status,layer,region_id,period_from,period_to,material,mass_rule,freq_general,weight_general,freq_armed,weight_armed,freq_basis,status_access,expected_for_roles,legal_right_ref,condition_family,condition_states,source_wear_notes,mark_slots,attestation,source_refs,confidence,priority,status,note
wp_ah_socketed_ap,наконечник стрелы втульчатый бронебойный,socketed armour-piercing arrowhead,component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,несколько сантиметров,rare,1,common,4,MASTER WPN0003 (A),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0003 | lit:medvedev_1959_mia65_p3,A,M3,candidate,
wp_ah_tanged_ap,наконечник стрелы черешковый узкий бронебойный (гранёный),tanged narrow armour-piercing arrowhead,component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,несколько — десяток сантиметров,rare,1,common,4,"MASTER WPN0036 (B), WPN0067 (A)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0036 | master:mc:WPN0067 | lit:medvedev_1959_mia65_p3,A,M3,candidate,
wp_ah_rhomboid,наконечник стрелы черешковый ромбический,rhomboid tanged arrowhead,component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,несколько сантиметров,contextual,2,common,4,MASTER WPN0004 (A); универсальный боевой и охотничий,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0004 | lit:medvedev_1959_mia65_p3,A,M2c,candidate,
wp_ah_leaf,наконечник стрелы листовидный,leaf-shaped arrowhead,component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,по типологической таблице,contextual,2,common,4,MASTER WPN0052 (A),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0052 | lit:medvedev_1959_mia65_p3,A,M2c,candidate,
wp_ah_broad_hunting,"наконечник стрелы широколезвийный охотничий, срезень",broad hunting arrowhead (srezen),component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,несколько сантиметров,contextual,2,contextual,2,"MASTER WPN0005 (A), WPN0064 (B), HNT0002 (A)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0005 | master:mc:WPN0064 | lit:medvedev_1959_mia65_p3,A,M2c,candidate,
wp_ah_blunt,тупой наконечник стрелы (томар) костяной или деревянный,blunt arrowhead (for fur game),component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,кость или дерево,малый,contextual,2,rare,1,"MASTER WPN0037 (C), HNT0001 (B); пушная охота",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,wood_shaft,целое | сухое | отсыревшее | треснувшее | сломанное | покоробленное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,reconstruction,master:mc:WPN0037,C,M2c,candidate,
wp_ah_bone,костяной наконечник стрелы,bone arrowhead,component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,кость,по находке,contextual,2,contextual,2,MASTER WPN0002 (B); Медведев: железные и костяные наконечники,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,wood_shaft,целое | сухое | отсыревшее | треснувшее | сломанное | покоробленное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0002 | lit:medvedev_1959_mia65_p3,B,M2c,candidate,
wp_ah_barbed,наконечник стрелы двушипный (гарпунный),barbed arrowhead,component,arrowhead,wp_arrow,component,common_war,cat_item_object_arrowhead_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,по находке,rare,1,rare,1,"MASTER WPN0045 (B), специальный",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_rus,master:mc:WPN0045,B,M3,candidate,
wp_quiver,колчан,quiver,accessory,archery,wp_arrow,component,common_war,cat_item_object_quiver_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"кожа, дерево или луб, ткань","под длину стрел, обычно 60–90 см (MASTER MIL0027)",contextual,2,common,4,принадлежность лука и стрел; форма реконструируется,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"грязь, масло, ремонт, дорожная потёртость | заточки, забоины, масло, ржавчина только умеренно","decoration:украшение, инкрустация | wear_trace:след износа | repair_trace:след починки",reconstruction,master:mc:MIL0027 | master:mc:WPN0059 | costume:AR029,B,M2c,candidate,
wp_bow_case,налуч (чехол для лука),bow case,accessory,archery,wp_bow_composite,component,common_war,cat_item_object_bow_case_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"кожа, ткань, луб",по луку,rare,1,contextual,2,"MASTER WPN0054 (B), MIL0030 (C); costume AR030 (C): не копировать поздний горит",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"заточки, забоины, масло, ржавчина только умеренно | грязь, масло, ремонт, дорожная потёртость","decoration:украшение, инкрустация | wear_trace:след износа",reconstruction,master:mc:WPN0054 | master:mc:MIL0030 | costume:AR030,C,M3,candidate,
wp_crossbow,самострел (ранний арбалет),crossbow,weapon,archery,,elite_war,elite_war,cat_item_object_crossbow_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"дерево, лук из дерева/рога, тетива, спусковой орех",не нормировать,rare,1,rare,1,Медведев 1959: более двух десятков наконечников болтов с XII в. в Новгороде; специальное оружие,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,bow,снаряжённый (тетива натянута) | с снятой тетивой | сухой | отсыревший | с перетёртой тетивой | треснувший | сломанный,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа | repair_trace:след починки,archaeological_novgorod (болты),master:mc:WPN0062 | lit:medvedev_1959_mia65_p3,B,M3,candidate,Сам самострел целиком в Новгороде XIII в. не найден; присутствие выводится по болтам.
wp_crossbow_bolt,самострельный болт,crossbow bolt,ammunition,archery,wp_crossbow,component,elite_war,cat_item_object_crossbow_bolt_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железный наконечник с широкой втулкой и пирамидальной головкой; древко,наконечник 15–30 г (Медведев 1959),rare,1,rare,1,Медведев 1959: более двух десятков наконечников,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0011 | lit:medvedev_1959_mia65_p3,A,M3,candidate,
wp_sling,праща,sling,weapon,missile,,tool_weapon,tool_weapon,cat_item_object_sling_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,ремень или тканая лента; камень,ручной размер; камень умещается в ладони,rare,1,rare,1,"MASTER WPN0018 (D, спорно), WPN0060 (C); costume AR031 (C): не стандартное оружие новгородского войска",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,analogy,master:mc:WPN0018 | master:mc:WPN0060 | costume:AR031,C,M3,candidate,Спорно: допускать только как пастушье или детское орудие по основанию сцены.
wp_siege_stone,каменное ядро метательной машины,siege engine stone,ammunition,siege,,elite_war,elite_war,cat_item_object_siege_stone_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,камень,значительно тяжелее ручного снаряда; по находке,rare,1,rare,1,MASTER WPN0047 (C); только осада,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,impact,исправное | со сбитым навершием | расшатанная рукоять | в ржавчине | сломанное,"заточки, забоины, масло, ржавчина только умеренно",,reconstruction,master:mc:WPN0047 | wk:claim:military-world-siege-work-is-labour-and-logistics-bound,C,later,candidate,
wp_mail_shirt,кольчуга,mail shirt (hauberk),protection,body_armour,,elite_war,elite_war,cat_item_object_mail_armour_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железные клёпаные и цельносечёные кольца; кожаная окантовка,"по находкам 5,5–6,15 кг, не менее 20 000 колец, длина около 60–70 см (Кирпичников 1971); в данных масса — класс «тяжёлая носимая», конкретное число только у экземпляра",rare,1,contextual,2,Кирпичников: около 112 кольчуг IX–XIII вв. по всей Руси; защитное вооружение в 19% погребений XII–XIII вв.; библия: для ополченца кольчуга не обязательна,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки | wear_trace:след износа,archaeological_rus; archaeological_novgorod (обрывки),master:mc:ARM0011 | master:mc:ARM0014 | master:mc:ARM0022 | costume:AR003 | v5:cat_item_object_mail_armour_v1 | v5:item_tpl_nov_mail_armour_v1 | wk:claim:military-world-protective-layers-need-fit-and-adjustment | wk:claim:candidate-v7-npl-1220-vsevolod-court-armed-in-armour | wk:claim:candidate-v9-thin-oil-film-temporarily-reduces-iron-rusting | lit:kirpichnikov_1971_kolchugi | lit:kirpichnikov_1971_kompleks | bible:§11 Роль №7 — дружинник (кольчуга — хороший основной вариант),A,M3,candidate,
wp_mail_long,длинная кольчуга с разрезами,long mail with riding slits,protection,body_armour,wp_mail_shirt,elite_war,elite_war,cat_item_object_mail_armour_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железные кольца,тяжелее короткой рубахи; не нормировать,rare,1,rare,1,"costume AR004 (B): старшие дружинники, бояре в бою; MASTER ARM0027 (C)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки | wear_trace:след износа,iconographic; reconstruction,master:mc:ARM0027 | costume:AR004 | v5:cat_item_object_mail_armour_v1,B,M3,candidate,
wp_mail_flat_ring,кольчуга из плоских колец (байдана),flat-ring mail,protection,body_armour,wp_mail_shirt,elite_war,elite_war,cat_item_object_mail_armour_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1200,1260,плоские железные кольца 13–16 мм,"кольца 13–16 мм, ширина 2–4 мм, толщина 0,6–0,8 мм (Кирпичников 1971)",rare,1,rare,1,"Кирпичников 1971: плоские кольца появляются около 1200 г., расширяя железное поле в 1,5–2 раза",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,,repair_trace:след починки | wear_trace:след износа,archaeological_rus,v5:cat_item_object_mail_armour_v1 | lit:kirpichnikov_1971_kolchugi,B,M3,candidate,Новшество около 1200 г.; для Новгорода 1230 — редкое.
wp_mail_rings,кольца кольчуги (клёпаные и цельносечёные),mail rings,component,body_armour,wp_mail_shirt,component,elite_war,cat_item_object_mail_component_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,"стандартные 6–8 и 10–13 мм при толщине 0,8–2 мм (Кирпичников 1971)",rare,1,contextual,2,"MASTER ARM0009, ARM0010 (A); Новгород: обрывки плетения с клёпаными кольцами в слоях XI–XII вв.",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",wear_trace:след износа,archaeological_novgorod,master:mc:ARM0009 | master:mc:ARM0010 | lit:kirpichnikov_1971_kolchugi,A,M3,candidate,
wp_mail_coif,кольчужный капюшон,mail coif,protection,head_armour,,elite_war,elite_war,cat_item_object_mail_coif_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железные кольца,не нормировать,rare,1,rare,1,"costume AR005 (B), MASTER ARM0008 (C): распределение в Новгороде 1230 неясно",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки | wear_trace:след износа,iconographic; analogy,master:mc:ARM0008 | costume:AR005,C,M3,candidate,
wp_mail_collar,отдельный кольчужный ворот (оплечье),mail collar,protection,head_armour,,elite_war,elite_war,cat_item_object_mail_collar_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железные кольца,не нормировать,rare,1,rare,1,MASTER ARM0012 (C),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки,reconstruction,master:mc:ARM0012,C,M3,candidate,
wp_barmitsa,бармица,mail aventail,protection,head_armour,,elite_war,elite_war,cat_item_object_aventail_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железные кольца; кожаное крепление к шлему,до плеч или короче,rare,1,contextual,2,Кирпичников 1971 (шлемы): бармица — обычное крепление у большинства типов; только при шлеме,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия | вмятины, царапины, ремонт, масло",repair_trace:след починки | wear_trace:след износа,archaeological_rus,master:mc:ARM0019 | master:mc:HLM0015 | master:mc:HLM0001 | costume:AR006 | lit:kirpichnikov_1971_shlemy | bible:§11 Бармица,B,M3,candidate,
wp_mail_chausses,кольчужные нагавицы (чулки),mail chausses,protection,limb_armour,,elite_war,elite_war,cat_item_object_mail_chausses_v1,proposed,universal_category+regional_permission,region_novgorod_land,1200,1260,железные кольца,не нормировать,rare,1,rare,1,Кирпичников 1971: кольчужные нагавицы появляются в период плоских колец (XIII в.),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,,repair_trace:след починки,archaeological_rus,lit:kirpichnikov_1971_kolchugi,B,M3,candidate,Только знать и конные воины.
wp_armour_repair,"ремонт доспеха: заплата кольчуги, связка колец и заклёпок, ремни обвязки",armour repair parts,component,body_armour,wp_mail_shirt,component,elite_war,cat_item_object_armour_repair_part_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"железные кольца, заклёпки, кожаные ремни",малый набор,rare,1,contextual,2,"MASTER ARM0004, ARM0013, ARM0015, ARM0018, ARM0020, ARM0026 (B–C)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",,reconstruction,master:mc:ARM0004 | master:mc:ARM0013 | master:mc:ARM0015 | master:mc:ARM0018 | master:mc:ARM0020 | master:mc:ARM0026 | wk:claim:military-world-field-maintenance-is-conditional,B,M3,candidate,
wp_lamellar,пластинчатый доспех (панцирь),lamellar armour,protection,body_armour,,elite_war,elite_war,cat_item_object_lamellar_armour_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"железные пластины 8–10 × 1,5–3,5 см на ремнях или шнуре",по комплекту; не нормировать,rare,1,rare,1,Кирпичников 1971: около 270 пластин IX–XIII вв. от ~26 панцирей; 1 панцирь на 4 кольчуги в IX–XIII вв.; в Новгороде пластины известны с XI в. (Ярославово дворище),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки | wear_trace:след износа,archaeological_novgorod,master:mc:ARM0006 | master:mc:ARM0031 | master:mc:ARM0023 | master:mc:ARM0003 | costume:AR007 | lit:kirpichnikov_1971_pantsiri,B,M3,candidate,
wp_scale,чешуйчатый доспех,scale armour,protection,body_armour,,elite_war,elite_war,cat_item_object_scale_armour_v1,proposed,universal_category+regional_permission,region_novgorod_land,1200,1260,"железные пластины около 6 × 4–6 см, нашитые на основу",не нормировать,rare,1,rare,1,"Кирпичников 1971: чешуя в Новгороде, Торопце, Смоленске — XIII–XV вв.; MASTER ARM0028 (D), ARM0017 (C) считают спорным",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки,archaeological_novgorod (датировка широкая),master:mc:ARM0017 | master:mc:ARM0028 | lit:kirpichnikov_1971_pantsiri,C,M3,candidate,"Датировка XIII–XV вв. слишком широкая, чтобы уверенно ставить на 1230; использовать только редко и с основанием."
wp_arm_guards,наручи пластинчатые,plate vambraces,protection,limb_armour,,elite_war,elite_war,cat_item_object_vambrace_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"железные пластины, ремни",по предплечью,rare,1,rare,1,"MASTER ARM0002 (C, спорная реконструкция)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки,reconstruction,master:mc:ARM0002,C,later,candidate,Спорно для 1230; не делать нормой.
