hh_id,household_type,wealth_band,pf_id,family_pattern_ru,household_pattern_ru,members_estimate_min,members_estimate_max,members_estimate_basis,servants_dependants_ref,kinship_terms_ref,customs_refs,source_refs,confidence,note
hh_role_nov_role_prince,role_linked,elite,nov_role_prince,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,"boyar/elite household plot 2.5-4x an ordinary plot (book:622242 §519); ordinary ~6 people => ~15-24, lower bound widened to 10 for smaller elite households",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_prince (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_posadnik,role_linked,elite,nov_role_posadnik,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,"boyar/elite household plot 2.5-4x an ordinary plot (book:622242 §519); ordinary ~6 people => ~15-24, lower bound widened to 10 for smaller elite households",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_posadnik (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_tysyatsky,role_linked,high,nov_role_tysyatsky,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_tysyatsky (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_sotsky,role_linked,middle,nov_role_sotsky,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_sotsky (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_city_elder,role_linked,high,nov_role_city_elder,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_city_elder (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_starosta,role_linked,middle,nov_role_starosta,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_starosta (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_toll_collector,role_linked,middle,nov_role_toll_collector,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_toll_collector (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_guard,role_linked,low,nov_role_guard,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_guard (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_princely_man,role_linked,middle,nov_role_princely_man,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_princely_man (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_princely_druzhinnik,role_linked,high,nov_role_princely_druzhinnik,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_princely_druzhinnik (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_junior_druzhinnik,role_linked,middle,nov_role_junior_druzhinnik,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_junior_druzhinnik (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_bishop_man,role_linked,middle,nov_role_bishop_man,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_bishop_man (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_boyar_man,role_linked,low,nov_role_boyar_man,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_boyar_man (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_boyar,role_linked,elite,nov_role_boyar,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,"boyar/elite household plot 2.5-4x an ordinary plot (book:622242 §519); ordinary ~6 people => ~15-24, lower bound widened to 10 for smaller elite households",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_boyar (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_boyar_house_mistress,role_linked,high,nov_role_boyar_house_mistress,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_boyar_house_mistress (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_merchant_guest,role_linked,high,nov_role_merchant_guest,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_guest (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_local_merchant,role_linked,middle,nov_role_local_merchant,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_local_merchant (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_merchant_clerk,role_linked,middle,nov_role_merchant_clerk,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_clerk (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_trader,role_linked,low,nov_role_trader,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_trader (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_foreign_guest,role_linked,high,nov_role_foreign_guest,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_foreign_guest (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_craftsman_master,role_linked,middle,nov_role_craftsman_master,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_craftsman_master (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_journeyman,role_linked,low,nov_role_journeyman,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_journeyman (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_apprentice,role_linked,low,nov_role_apprentice,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_apprentice (status=approved, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_householder,role_linked,middle,nov_role_householder,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_householder (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_household_mistress,role_linked,middle,nov_role_household_mistress,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_household_mistress (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_servant,role_linked,low,nov_role_servant,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_servant (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_hired_worker,role_linked,low,nov_role_hired_worker,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_hired_worker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_port_worker,role_linked,low,nov_role_port_worker,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_port_worker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_smerd_householder,role_linked,low,nov_role_smerd_householder,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_smerd_householder (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_dependent_peasant,role_linked,dependent,nov_role_dependent_peasant,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",1,3,"dependent/servant household unit, not a full family plot; no source gives a count (gap) — kept narrow and marked low-confidence rather than reusing the ordinary-family figure",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_dependent_peasant (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_ploughman,role_linked,low,nov_role_ploughman,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_ploughman (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
