id	scale_level	node_type	title	parent_node_id	region_cell_code	g1_type	place_template_id	evidence_status	status	confidence
gn_nov_g1_01_05_g3_007_mhovoe_u_ilmen_pogost	G3	place	Мховое у Ильменя: погост	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_pogost_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_008_ozerets_u_ilmen_selo	G3	place	Нижний Озерец у Ильменя: село	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_009_pleso_dvor	G3	place	Плесо: двор	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_isolated_farmstead	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_010_zalese_u_ilmen_selo	G3	place	Верхнее Залесье у Ильменя: село	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_011_borok_tserkovnyy_dvor	G3	place	Борок: церковный двор	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_rural_church_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_012_navolok_u_ilmen_pogost	G3	place	Наволок у Ильменя: погост	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_pogost_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_013_glinka_u_ilmen_selo	G3	place	Нижняя Глинка у Ильменя: село	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_014_luki_u_ilmen_selo	G3	place	Верхние Луки у Ильменя: село	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_015_pogostok_dvor	G3	place	Погосток: двор	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_isolated_farmstead	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_05_g3_016_rybnyy_stan_u_ilmen_derevnya	G3	place	Рыбный Стан у Ильменя: деревня	gn_nov_g1_01_05_g2_06_rural_supply_belt	nov_g1_01_05	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_001_navolok_na_volhov_brod	G3	place	Наволок на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_002_glinka_na_volhov_brod	G3	place	Нижняя Глинка на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_003_luki_u_volhov_derevnya	G3	place	Нижние Луки у Волхова: деревня	gn_nov_g1_01_06_g2_06_rural_supply_belt	nov_g1_01_06	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_004_pogostok_u_volhov_derevnya	G3	place	Верхний Погосток у Волхова: деревня	gn_nov_g1_01_06_g2_06_rural_supply_belt	nov_g1_01_06	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_005_rybnyy_stan_na_volhov_brod	G3	place	Нижний Рыбный Стан на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_006_volchiy_bor_ohotnichiy_stan	G3	place	Верхний Волчий Бор: охотничий стан	gn_nov_g1_01_06_g2_14_outer_forest	nov_g1_01_06	dense_river_road	pt_hunting_camp	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_007_krivoy_ruchey_na_volhov_brod	G3	place	Кривой Ручей на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_008_zimniy_stan_u_volhov_derevnya	G3	place	Зимний Стан у Волхова: деревня	gn_nov_g1_01_06_g2_06_rural_supply_belt	nov_g1_01_06	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_009_suhaya_griva_na_volhov_brod	G3	place	Верхняя Сухая Грива на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_010_chernyy_moh_u_volhov_derevnya	G3	place	Верхний Чёрный Мох у Волхова: деревня	gn_nov_g1_01_06_g2_06_rural_supply_belt	nov_g1_01_06	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_011_gluhaya_luka_na_volhov_brod	G3	place	Глухая Лука на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_012_olshanik_na_volhov_brod	G3	place	Верхний Ольшаник на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_013_staryy_sled_u_volhov_derevnya	G3	place	Верхнее Следово у Волхова: деревня	gn_nov_g1_01_06_g2_06_rural_supply_belt	nov_g1_01_06	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_014_kamenka_u_volhov_derevnya	G3	place	Верхняя Каменка у Волхова: деревня	gn_nov_g1_01_06_g2_06_rural_supply_belt	nov_g1_01_06	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_015_zareche_na_volhov_brod	G3	place	Нижнее Заречье на Волхове: брод	gn_nov_g1_01_06_g2_03_landing_zone	nov_g1_01_06	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_01_06_g3_016_podbore_ohotnichiy_stan	G3	place	Верхнее Подборье: охотничий стан	gn_nov_g1_01_06_g2_14_outer_forest	nov_g1_01_06	dense_river_road	pt_hunting_camp	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_001_pogostok_na_ilmen_pristan	G3	place	Верхний Погосток на Ильмене: пристань	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_002_rybnyy_stan_na_ilmen_brod	G3	place	Рыбный Стан на Ильмене: брод	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_003_volchiy_bor_u_ilmen_derevnya	G3	place	Нижний Волчий Бор у Ильменя: деревня	gn_nov_g1_02_00_g2_06_rural_supply_belt	nov_g1_02_00	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_004_krivoy_ruchey_u_ilmen_derevnya	G3	place	Кривой Ручей у Ильменя: деревня	gn_nov_g1_02_00_g2_06_rural_supply_belt	nov_g1_02_00	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_005_zimniy_stan_na_ilmen_pristan	G3	place	Нижний Зимний Стан на Ильмене: пристань	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_006_suhaya_griva_ohotnichiy_stan	G3	place	Нижняя Сухая Грива: охотничий стан	gn_nov_g1_02_00_g2_14_outer_forest	nov_g1_02_00	dense_river_road	pt_hunting_camp	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_007_chernyy_moh_na_ilmen_brod	G3	place	Чёрный Мох на Ильмене: брод	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_008_gluhaya_luka_u_ilmen_derevnya	G3	place	Нижняя Глухая Лука у Ильменя: деревня	gn_nov_g1_02_00_g2_06_rural_supply_belt	nov_g1_02_00	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_009_olshanik_na_ilmen_pristan	G3	place	Нижний Ольшаник на Ильмене: пристань	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_010_staryy_sled_u_ilmen_derevnya	G3	place	Верхнее Следово у Ильменя: деревня	gn_nov_g1_02_00_g2_06_rural_supply_belt	nov_g1_02_00	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_011_kamenka_na_ilmen_pristan	G3	place	Верхняя Каменка на Ильмене: пристань	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_012_zareche_na_ilmen_brod	G3	place	Заречье на Ильмене: брод	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_013_podbore_u_ilmen_derevnya	G3	place	Подборье у Ильменя: деревня	gn_nov_g1_02_00_g2_06_rural_supply_belt	nov_g1_02_00	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_014_ruchi_u_ilmen_derevnya	G3	place	Нижние Ручьи у Ильменя: деревня	gn_nov_g1_02_00_g2_06_rural_supply_belt	nov_g1_02_00	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_015_malyy_bor_na_ilmen_pristan	G3	place	Нижний Малый Бор на Ильмене: пристань	gn_nov_g1_02_00_g2_03_landing_zone	nov_g1_02_00	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_00_g3_016_verhnie_luga_ohotnichiy_stan	G3	place	Нижние Луга: охотничий стан	gn_nov_g1_02_00_g2_14_outer_forest	nov_g1_02_00	dense_river_road	pt_hunting_camp	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_001_zareche_na_ilmen_pristan	G3	place	Верхнее Заречье на Ильмене: пристань	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_002_podbore_na_ilmen_brod	G3	place	Подборье на Ильмене: брод	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_003_ruchi_u_ilmen_derevnya	G3	place	Старые Ручьи у Ильменя: деревня	gn_nov_g1_02_01_g2_06_rural_supply_belt	nov_g1_02_01	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_004_malyy_bor_u_ilmen_derevnya	G3	place	Верхний Малый Бор у Ильменя: деревня	gn_nov_g1_02_01_g2_06_rural_supply_belt	nov_g1_02_01	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_005_verhnie_luga_na_ilmen_pristan	G3	place	Нижние Луга на Ильмене: пристань	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_006_nizhniy_pochinok_ohotnichiy_stan	G3	place	Верхнее Починье: охотничий стан	gn_nov_g1_02_01_g2_14_outer_forest	nov_g1_02_01	dense_river_road	pt_hunting_camp	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_007_bereze_na_ilmen_brod	G3	place	Березье на Ильмене: брод	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_008_luzhitsy_u_ilmen_derevnya	G3	place	Верхние Лужицы у Ильменя: деревня	gn_nov_g1_02_01_g2_06_rural_supply_belt	nov_g1_02_01	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_009_selische_na_ilmen_pristan	G3	place	Нижнее Селище на Ильмене: пристань	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_010_pochinok_u_ilmen_derevnya	G3	place	Нижний Починок у Ильменя: деревня	gn_nov_g1_02_01_g2_06_rural_supply_belt	nov_g1_02_01	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_011_dubrovo_na_ilmen_pristan	G3	place	Нижнее Дуброво на Ильмене: пристань	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_012_sosnovets_na_ilmen_brod	G3	place	Сосновец на Ильмене: брод	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_ford_place	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_013_mhovoe_u_ilmen_derevnya	G3	place	Мховое у Ильменя: деревня	gn_nov_g1_02_01_g2_06_rural_supply_belt	nov_g1_02_01	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_014_ozerets_u_ilmen_derevnya	G3	place	Озерец у Ильменя: деревня	gn_nov_g1_02_01_g2_06_rural_supply_belt	nov_g1_02_01	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_015_pleso_na_ilmen_pristan	G3	place	Нижнее Плесо на Ильмене: пристань	gn_nov_g1_02_01_g2_03_landing_zone	nov_g1_02_01	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_01_g3_016_zalese_ohotnichiy_stan	G3	place	Нижнее Залесье: охотничий стан	gn_nov_g1_02_01_g2_14_outer_forest	nov_g1_02_01	dense_river_road	pt_hunting_camp	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_001_sosnovets_na_ilmen_pristan	G3	place	Верхний Сосновец на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_002_mhovoe_na_ilmen_pristan	G3	place	Нижнее Мховое на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_003_ozerets_u_ilmen_selo	G3	place	Старый Озерец у Ильменя: село	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_004_pleso_u_ilmen_selo	G3	place	Верхнее Плесо у Ильменя: село	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_005_zalese_na_ilmen_pristan	G3	place	Старое Залесье на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_006_borok_u_ilmen_derevnya	G3	place	Нижний Борок у Ильменя: деревня	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_007_navolok_na_ilmen_pristan	G3	place	Нижний Наволок на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_008_glinka_u_ilmen_selo	G3	place	Старая Глинка у Ильменя: село	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_009_luki_na_ilmen_pristan	G3	place	Нижние Луки на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_010_pogostok_u_ilmen_selo	G3	place	Верхний Погосток у Ильменя: село	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_011_rybnyy_stan_na_ilmen_pristan	G3	place	Старый Рыбный Стан на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_012_volchiy_bor_na_ilmen_pristan	G3	place	Верхний Волчий Бор на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_013_krivoy_ruchey_u_ilmen_selo	G3	place	Верхний Кривой Ручей у Ильменя: село	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_014_zimniy_stan_u_ilmen_selo	G3	place	Нижний Зимний Стан у Ильменя: село	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_015_suhaya_griva_na_ilmen_pristan	G3	place	Нижняя Сухая Грива на Ильмене: пристань	gn_nov_g1_02_02_g2_03_landing_zone	nov_g1_02_02	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_02_g3_016_chernyy_moh_u_ilmen_derevnya	G3	place	Старый Чёрный Мох у Ильменя: деревня	gn_nov_g1_02_02_g2_06_rural_supply_belt	nov_g1_02_02	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_001_volchiy_bor_na_ilmen_pristan	G3	place	Нижний Волчий Бор на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_002_krivoy_ruchey_na_ilmen_pristan	G3	place	Старый Кривой Ручей на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_003_zimniy_stan_u_ilmen_derevnya	G3	place	Зимний Стан у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_004_suhaya_griva_u_ilmen_derevnya	G3	place	Нижняя Сухая Грива у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_005_chernyy_moh_na_ilmen_pristan	G3	place	Нижний Чёрный Мох на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_006_gluhaya_luka_u_ilmen_derevnya	G3	place	Старая Глухая Лука у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_007_olshanik_na_ilmen_pristan	G3	place	Старый Ольшаник на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_008_staryy_sled_u_ilmen_derevnya	G3	place	Нижнее Следово у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_009_kamenka_na_ilmen_pristan	G3	place	Нижняя Каменка на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_010_zareche_u_ilmen_derevnya	G3	place	Старое Заречье у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_011_podbore_na_ilmen_pristan	G3	place	Нижнее Подборье на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_012_ruchi_na_ilmen_pristan	G3	place	Верхние Ручьи на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_013_malyy_bor_u_ilmen_derevnya	G3	place	Нижний Малый Бор у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_014_verhnie_luga_u_ilmen_derevnya	G3	place	Верхние Луга у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_015_nizhniy_pochinok_na_ilmen_pristan	G3	place	Дальнее Починье на Ильмене: пристань	gn_nov_g1_02_03_g2_03_landing_zone	nov_g1_02_03	dense_river_road	pt_river_landing	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_03_g3_016_bereze_u_ilmen_derevnya	G3	place	Нижнее Березье у Ильменя: деревня	gn_nov_g1_02_03_g2_06_rural_supply_belt	nov_g1_02_03	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_001_ruchi_u_ilmen_selo	G3	place	Нижние Ручьи у Ильменя: село	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_002_malyy_bor_u_ilmen_pogost	G3	place	Малый Бор у Ильменя: погост	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_pogost_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_003_verhnie_luga_u_ilmen_selo	G3	place	Нижние Луга у Ильменя: село	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_004_nizhniy_pochinok_u_ilmen_selo	G3	place	Нижний Починок у Ильменя: село	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_005_bereze_tserkovnyy_dvor	G3	place	Березье: церковный двор	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_rural_church_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_006_luzhitsy_u_ilmen_derevnya	G3	place	Нижние Лужицы у Ильменя: деревня	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_007_selische_u_ilmen_pogost	G3	place	Селище у Ильменя: погост	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_pogost_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_008_pochinok_u_ilmen_selo	G3	place	Нижний Починок у Ильменя: село (участок 02_04)	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_009_dubrovo_dvor	G3	place	Дуброво: двор	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_isolated_farmstead	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_010_sosnovets_u_ilmen_selo	G3	place	Нижний Сосновец у Ильменя: село	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_011_mhovoe_tserkovnyy_dvor	G3	place	Мховое: церковный двор	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_rural_church_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_012_ozerets_u_ilmen_pogost	G3	place	Озерец у Ильменя: погост	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_pogost_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_013_pleso_u_ilmen_selo	G3	place	Нижнее Плесо у Ильменя: село	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_014_zalese_u_ilmen_selo	G3	place	Нижнее Залесье у Ильменя: село	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_015_borok_dvor	G3	place	Борок: двор	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_isolated_farmstead	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_04_g3_016_navolok_u_ilmen_derevnya	G3	place	Верхний Наволок у Ильменя: деревня	gn_nov_g1_02_04_g2_06_rural_supply_belt	nov_g1_02_04	dense_river_road	pt_hamlet	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_05_g3_001_ozerets_u_ilmen_selo	G3	place	Новый Озерец у Ильменя: село	gn_nov_g1_02_05_g2_06_rural_supply_belt	nov_g1_02_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_05_g3_002_pleso_u_ilmen_pogost	G3	place	Плесо у Ильменя: погост	gn_nov_g1_02_05_g2_06_rural_supply_belt	nov_g1_02_05	dense_river_road	pt_pogost_center	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_05_g3_003_zalese_u_ilmen_selo	G3	place	Старое Залесье у Ильменя: село	gn_nov_g1_02_05_g2_06_rural_supply_belt	nov_g1_02_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
gn_nov_g1_02_05_g3_004_borok_u_ilmen_selo	G3	place	Нижний Борок у Ильменя: село	gn_nov_g1_02_05_g2_06_rural_supply_belt	nov_g1_02_05	dense_river_road	pt_village	historically_plausible_construct	draft	medium_low
