id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	g1_type	place_template_id	g4_location_type	default_edge_type_from_parent	base_time_minutes_from_parent	visibility_profile	access_profile	item_profile	npc_profile	evidence_status	game_use	limits	status	confidence	sources	audit_notes	scale_role	g5_materialization_hint	internal_connectivity_role
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_03_landing_planks	verhniy_malyy_bor_na_ilmene_pristan_landing_planks	Верхний Малый Бор на Ильмене: пристань: мостки или земляная пристань	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	landing_planks	bridge	3	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: пересадка, погрузка	NPC возможны по функции зоны: пересадка, погрузка	historically_plausible_required_detail	G4-зона для сцены: пересадка, погрузка. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'пересадка, погрузка' вместо шаблонной заглушки; пригодно для G5-сцены.	пересадка, погрузка	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: пересадка, погрузка.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_04_boat_shelter	verhniy_malyy_bor_na_ilmene_pristan_boat_shelter	Верхний Малый Бор на Ильмене: пристань: лодочная зона и навес	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	boat_shelter	yard_passage	3	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: лодки, вёсла, ремонт	NPC возможны по функции зоны: лодки, вёсла, ремонт	historically_plausible_required_detail	G4-зона для сцены: лодки, вёсла, ремонт. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'лодки, вёсла, ремонт' вместо шаблонной заглушки; пригодно для G5-сцены.	лодки, вёсла, ремонт	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: лодки, вёсла, ремонт.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_05_storage_shed	verhniy_malyy_bor_na_ilmene_pristan_storage_shed	Верхний Малый Бор на Ильмене: пристань: складская клеть у воды	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	storage_shed	door	3	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: товар, сети, замки	NPC возможны по функции зоны: товар, сети, замки	historically_plausible_required_detail	G4-зона для сцены: товар, сети, замки. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'товар, сети, замки' вместо шаблонной заглушки; пригодно для G5-сцены.	товар, сети, замки	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: товар, сети, замки.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_06_camp_fire	verhniy_malyy_bor_na_ilmene_pristan_camp_fire	Верхний Малый Бор на Ильмене: пристань: кострище и место путников	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	camp_fire	yard_passage	3	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ожидание, слухи, ночёвка	NPC возможны по функции зоны: ожидание, слухи, ночёвка	historically_plausible_required_detail	G4-зона для сцены: ожидание, слухи, ночёвка. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ожидание, слухи, ночёвка' вместо шаблонной заглушки; пригодно для G5-сцены.	ожидание, слухи, ночёвка	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ожидание, слухи, ночёвка.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_07_cargo_slope	verhniy_malyy_bor_na_ilmene_pristan_cargo_slope	Верхний Малый Бор на Ильмене: пристань: склон для груза и саней	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	cargo_slope	path	4	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: погрузка, риск падения	NPC возможны по функции зоны: погрузка, риск падения	historically_plausible_required_detail	G4-зона для сцены: погрузка, риск падения. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'погрузка, риск падения' вместо шаблонной заглушки; пригодно для G5-сцены.	погрузка, риск падения	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: погрузка, риск падения.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_08_water_edge	verhniy_malyy_bor_na_ilmene_pristan_water_edge	Верхний Малый Бор на Ильмене: пристань: урез воды и течение	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	water_edge	river	4	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: опасность воды, следы	NPC возможны по функции зоны: опасность воды, следы	historically_plausible_required_detail	G4-зона для сцены: опасность воды, следы. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'опасность воды, следы' вместо шаблонной заглушки; пригодно для G5-сцены.	опасность воды, следы	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: опасность воды, следы.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_09_upstream_path	verhniy_malyy_bor_na_ilmene_pristan_upstream_path	Верхний Малый Бор на Ильмене: пристань: тропа вверх по берегу	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	upstream_path	path	6	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: обходной прибрежный ход	NPC возможны по функции зоны: обходной прибрежный ход	historically_plausible_required_detail	G4-зона для сцены: обходной прибрежный ход. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'обходной прибрежный ход' вместо шаблонной заглушки; пригодно для G5-сцены.	обходной прибрежный ход	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: обходной прибрежный ход.	internal
gn_nov_g1_01_01_g4_011_malyy_bor_na_ilmen_pristan_10_opposite_route	verhniy_malyy_bor_na_ilmene_pristan_opposite_route	Верхний Малый Бор на Ильмене: пристань: выход на противоположный маршрут	location	G4	gn_nov_g1_01_01_g3_011_malyy_bor_na_ilmen_pristan	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_river_landing	opposite_route	ferry	8	видимая игровая зона внутри «Верхний Малый Бор на Ильмене: пристань»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: транзит через воду	NPC возможны по функции зоны: транзит через воду	historically_plausible_required_detail	G4-зона для сцены: транзит через воду. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'транзит через воду' вместо шаблонной заглушки; пригодно для G5-сцены.	транзит через воду	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: транзит через воду.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_01_road_approach	verhnie_luga_na_ilmene_brod_road_approach	Верхние Луга на Ильмене: брод: подход дороги к броду	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	road_approach	road	7	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вход с дороги	NPC возможны по функции зоны: вход с дороги	historically_plausible_required_detail	G4-зона для сцены: вход с дороги. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вход с дороги' вместо шаблонной заглушки; пригодно для G5-сцены.	вход с дороги	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вход с дороги.	entry
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_02_waiting_bank	verhnie_luga_na_ilmene_brod_waiting_bank	Верхние Луга на Ильмене: брод: берег ожидания	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	waiting_bank	yard_passage	3	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: скопление людей/скота, решение идти или ждать	NPC возможны по функции зоны: скопление людей/скота, решение идти или ждать	historically_plausible_required_detail	G4-зона для сцены: скопление людей/скота, решение идти или ждать. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'скопление людей/скота, решение идти или ждать' вместо шаблонной заглушки; пригодно для G5-сцены.	скопление людей/скота, решение идти или ждать	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: скопление людей/скота, решение идти или ждать.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_03_ford_slope	verhnie_luga_na_ilmene_brod_ford_slope	Верхние Луга на Ильмене: брод: спуск к воде	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	ford_slope	path	4	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: грязь, следы, риск падения	NPC возможны по функции зоны: грязь, следы, риск падения	historically_plausible_required_detail	G4-зона для сцены: грязь, следы, риск падения. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'грязь, следы, риск падения' вместо шаблонной заглушки; пригодно для G5-сцены.	грязь, следы, риск падения	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: грязь, следы, риск падения.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_04_crossing_line	verhnie_luga_na_ilmene_brod_crossing_line	Верхние Луга на Ильмене: брод: бродовая полоса	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	crossing_line	ford	5	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: сама переправа	NPC возможны по функции зоны: сама переправа	historically_plausible_required_detail	G4-зона для сцены: сама переправа. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'сама переправа' вместо шаблонной заглушки; пригодно для G5-сцены.	сама переправа	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: сама переправа.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_05_shallow_marker	verhnie_luga_na_ilmene_brod_shallow_marker	Верхние Луга на Ильмене: брод: место вехи или мелководья	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	shallow_marker	river	3	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ориентир глубины	NPC возможны по функции зоны: ориентир глубины	historically_plausible_required_detail	G4-зона для сцены: ориентир глубины. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ориентир глубины' вместо шаблонной заглушки; пригодно для G5-сцены.	ориентир глубины	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ориентир глубины.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_06_cattle_waiting	verhnie_luga_na_ilmene_brod_cattle_waiting	Верхние Луга на Ильмене: брод: площадка для скота и возов	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	cattle_waiting	yard_passage	4	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: скот, возы, затор	NPC возможны по функции зоны: скот, возы, затор	historically_plausible_required_detail	G4-зона для сцены: скот, возы, затор. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'скот, возы, затор' вместо шаблонной заглушки; пригодно для G5-сцены.	скот, возы, затор	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: скот, возы, затор.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_07_shelter_shed	verhnie_luga_na_ilmene_brod_shelter_shed	Верхние Луга на Ильмене: брод: навес или малый сарай	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	shelter_shed	door	3	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ожидание, вещи, сторож	NPC возможны по функции зоны: ожидание, вещи, сторож	historically_plausible_required_detail	G4-зона для сцены: ожидание, вещи, сторож. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ожидание, вещи, сторож' вместо шаблонной заглушки; пригодно для G5-сцены.	ожидание, вещи, сторож	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ожидание, вещи, сторож.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_08_camp_fire	verhnie_luga_na_ilmene_brod_camp_fire	Верхние Луга на Ильмене: брод: кострище путников	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	camp_fire	yard_passage	3	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ночёвка/ожидание	NPC возможны по функции зоны: ночёвка/ожидание	historically_plausible_required_detail	G4-зона для сцены: ночёвка/ожидание. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ночёвка/ожидание' вместо шаблонной заглушки; пригодно для G5-сцены.	ночёвка/ожидание	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ночёвка/ожидание.	internal
gn_nov_g1_01_01_g4_012_verhnie_luga_na_ilmen_brod_09_opposite_road	verhnie_luga_na_ilmene_brod_opposite_road	Верхние Луга на Ильмене: брод: выход на противоположную дорогу	location	G4	gn_nov_g1_01_01_g3_012_verhnie_luga_na_ilmen_brod	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_ford_place	opposite_road	road	8	видимая игровая зона внутри «Верхние Луга на Ильмене: брод»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: продолжение маршрута	NPC возможны по функции зоны: продолжение маршрута	historically_plausible_required_detail	G4-зона для сцены: продолжение маршрута. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'продолжение маршрута' вместо шаблонной заглушки; пригодно для G5-сцены.	продолжение маршрута	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: продолжение маршрута.	internal
gn_nov_g1_01_01_g4_013_nizhniy_pochinok_u_ilmen_derevnya_01_entry_track	verhnee_pochine_u_ilmenya_derevnya_entry_track	Верхнее Починье у Ильменя: деревня: въездная тропа деревни	location	G4	gn_nov_g1_01_01_g3_013_nizhniy_pochinok_u_ilmen_derevnya	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_hamlet	entry_track	path	6	видимая игровая зона внутри «Верхнее Починье у Ильменя: деревня»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вход/выход на дорогу или берег	NPC возможны по функции зоны: вход/выход на дорогу или берег	historically_plausible_required_detail	G4-зона для сцены: вход/выход на дорогу или берег. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вход/выход на дорогу или берег' вместо шаблонной заглушки; пригодно для G5-сцены.	вход/выход на дорогу или берег	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вход/выход на дорогу или берег.	entry
gn_nov_g1_01_01_g4_013_nizhniy_pochinok_u_ilmen_derevnya_02_village_passage	verhnee_pochine_u_ilmenya_derevnya_village_passage	Верхнее Починье у Ильменя: деревня: проход между дворами	location	G4	gn_nov_g1_01_01_g3_013_nizhniy_pochinok_u_ilmen_derevnya	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_hamlet	village_passage	street	4	видимая игровая зона внутри «Верхнее Починье у Ильменя: деревня»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: главный внутренний ход	NPC возможны по функции зоны: главный внутренний ход	historically_plausible_required_detail	G4-зона для сцены: главный внутренний ход. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'главный внутренний ход' вместо шаблонной заглушки; пригодно для G5-сцены.	главный внутренний ход	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: главный внутренний ход.	internal
gn_nov_g1_01_01_g4_013_nizhniy_pochinok_u_ilmen_derevnya_03_senior_yard	verhnee_pochine_u_ilmenya_derevnya_senior_yard	Верхнее Починье у Ильменя: деревня: старший двор	location	G4	gn_nov_g1_01_01_g3_013_nizhniy_pochinok_u_ilmen_derevnya	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_hamlet	senior_yard	gate	3	видимая игровая зона внутри «Верхнее Починье у Ильменя: деревня»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: двор старшего хозяина/ответственного	NPC возможны по функции зоны: двор старшего хозяина/ответственного	historically_plausible_required_detail	G4-зона для сцены: двор старшего хозяина/ответственного. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'двор старшего хозяина/ответственного' вместо шаблонной заглушки; пригодно для G5-сцены.	двор старшего хозяина/ответственного	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: двор старшего хозяина/ответственного.	internal
gn_nov_g1_01_01_g4_013_nizhniy_pochinok_u_ilmen_derevnya_04_household_yards	verhnee_pochine_u_ilmenya_derevnya_household_yards	Верхнее Починье у Ильменя: деревня: обычные крестьянские дворы	location	G4	gn_nov_g1_01_01_g3_013_nizhniy_pochinok_u_ilmen_derevnya	region_novgorod_land	nov_g1_01_01	dense_river_road	pt_hamlet	household_yards	yard_passage	3	видимая игровая зона внутри «Верхнее Починье у Ильменя: деревня»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: жилая зона нескольких дворов	NPC возможны по функции зоны: жилая зона нескольких дворов	historically_plausible_required_detail	G4-зона для сцены: жилая зона нескольких дворов. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'жилая зона нескольких дворов' вместо шаблонной заглушки; пригодно для G5-сцены.	жилая зона нескольких дворов	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: жилая зона нескольких дворов.	internal
