name	region_cell_code	place_template_id	name_status	evidence_status	rationale
Нижний Борок у Ильменя: деревня	nov_g1_02_02	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Наволок на Ильмене: пристань	nov_g1_02_02	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старая Глинка у Ильменя: село	nov_g1_02_02	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Луки на Ильмене: пристань	nov_g1_02_02	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Погосток у Ильменя: село	nov_g1_02_02	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старый Рыбный Стан на Ильмене: пристань	nov_g1_02_02	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Волчий Бор на Ильмене: пристань	nov_g1_02_02	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Кривой Ручей у Ильменя: село	nov_g1_02_02	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Зимний Стан у Ильменя: село	nov_g1_02_02	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Сухая Грива на Ильмене: пристань	nov_g1_02_02	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старый Чёрный Мох у Ильменя: деревня	nov_g1_02_02	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Волчий Бор на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старый Кривой Ручей на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Зимний Стан у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Сухая Грива у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Чёрный Мох на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старая Глухая Лука у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старый Ольшаник на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Следово у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Каменка на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старое Заречье у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Подборье на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхние Ручьи на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Малый Бор у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхние Луга у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Дальнее Починье на Ильмене: пристань	nov_g1_02_03	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Березье у Ильменя: деревня	nov_g1_02_03	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Ручьи у Ильменя: село	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Малый Бор у Ильменя: погост	nov_g1_02_04	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Луга у Ильменя: село	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Починок у Ильменя: село	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Березье: церковный двор	nov_g1_02_04	pt_rural_church_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Лужицы у Ильменя: деревня	nov_g1_02_04	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Селище у Ильменя: погост	nov_g1_02_04	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Починок у Ильменя: село (участок 02_04)	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Дуброво: двор	nov_g1_02_04	pt_isolated_farmstead	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Сосновец у Ильменя: село	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Мховое: церковный двор	nov_g1_02_04	pt_rural_church_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Озерец у Ильменя: погост	nov_g1_02_04	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Плесо у Ильменя: село	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Залесье у Ильменя: село	nov_g1_02_04	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Борок: двор	nov_g1_02_04	pt_isolated_farmstead	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Наволок у Ильменя: деревня	nov_g1_02_04	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Новый Озерец у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Плесо у Ильменя: погост	nov_g1_02_05	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старое Залесье у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Борок у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Наволок: церковный двор	nov_g1_02_05	pt_rural_church_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Глинка у Ильменя: деревня	nov_g1_02_05	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Луки у Ильменя: погост	nov_g1_02_05	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Погосток у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Рыбный Стан: двор	nov_g1_02_05	pt_isolated_farmstead	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Волчий Бор у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Кривой Ручей: церковный двор	nov_g1_02_05	pt_rural_church_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Зимний Стан у Ильменя: погост	nov_g1_02_05	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхняя Сухая Грива у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Чёрный Мох у Ильменя: село	nov_g1_02_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Глухая Лука: двор	nov_g1_02_05	pt_isolated_farmstead	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ольшаник у Ильменя: деревня	nov_g1_02_05	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Зимний Стан на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Сухая Грива на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Чёрный Мох у Волхова: деревня	nov_g1_02_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Глухая Лука у Волхова: деревня	nov_g1_02_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Ольшаник на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Следово: охотничий стан	nov_g1_02_06	pt_hunting_camp	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Каменка на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Заречье у Волхова: деревня	nov_g1_02_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Подборье на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Ручьи у Волхова: деревня	nov_g1_02_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Малый Бор на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхние Луга на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Починье у Волхова: деревня	nov_g1_02_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Березье у Волхова: деревня	nov_g1_02_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Лужицы на Волхове: брод	nov_g1_02_06	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Селище: охотничий стан	nov_g1_02_06	pt_hunting_camp	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Глухая Лука на Ильмене: пристань	nov_g1_03_00	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ольшаник на Ильмене: брод	nov_g1_03_00	pt_ford_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Дальнее Следово у Ильменя: деревня	nov_g1_03_00	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Каменка у Ильменя: деревня	nov_g1_03_00	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Заречье на Ильмене: пристань	nov_g1_03_00	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Подборье: охотничий стан	nov_g1_03_00	pt_hunting_camp	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
