id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	grid_x	grid_y	g1_type	g2_zone_type	primary_landscape_template_id	secondary_landscape_template_ids	primary_water_body_template_id	secondary_water_body_template_ids	land_use_template_ids	route_template_ids_guidance	route_hint_edge_type	known_landmarks	canonical_corridors	summary	evidence_status	status	confidence	sources	audit_notes
gn_nov_g1_00_03_g2_14_outer_forest	nov_g1_00_03_g2_14_outer_forest	Задний лесной участок	cell_subgraph	G2	gn_nov_g1_00_03	region_novgorod_land	nov_g1_00_03	0	3	dense_river_road	outer_forest	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	forest_track	"[""Шелонь""]"	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_03: задний лесной участок. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_03_g2_15_small_stream	nov_g1_00_03_g2_15_small_stream	Малый приток/ручей	water_segment	G2	gn_nov_g1_00_03	region_novgorod_land	nov_g1_00_03	0	3	dense_river_road	small_stream	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"	wb_medium_river	"[""wb_brook"", ""wb_floodwater""]"	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	ford	"[""Шелонь""]"	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_03: малый приток/ручей. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_03_g2_16_watch_or_rest	nov_g1_00_03_g2_16_watch_or_rest	Сторожевой/ночлежный ориентир	route_junction	G2	gn_nov_g1_00_03	region_novgorod_land	nov_g1_00_03	0	3	dense_river_road	watch_or_rest	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	path	"[""Шелонь""]"	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_03: сторожевой/ночлежный ориентир. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_03_g2_17_boundary_edge	nov_g1_00_03_g2_17_boundary_edge	Край ячейки и выход	border_crossing	G2	gn_nov_g1_00_03	region_novgorod_land	nov_g1_00_03	0	3	dense_river_road	boundary_edge	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	border_transition	"[""Шелонь""]"	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_03: край ячейки и выход. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_03_g2_18_unknown_local_tracks	nov_g1_00_03_g2_18_unknown_local_tracks	Неизвестные местные тропы	route_junction	G2	gn_nov_g1_00_03	region_novgorod_land	nov_g1_00_03	0	3	dense_river_road	unknown_local_tracks	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	path	"[""Шелонь""]"	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_03: неизвестные местные тропы. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_01_rural_core	nov_g1_00_04_g2_01_rural_core	Сельская освоенная зона	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	rural_core	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: сельская освоенная зона. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_02_arable_strips	nov_g1_00_04_g2_02_arable_strips	Пашенные полосы / перелог	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	arable_strips	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: пашенные полосы / перелог. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_03_hay_meadow	nov_g1_00_04_g2_03_hay_meadow	Луг и сенокос	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	hay_meadow	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: луг и сенокос. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_04_pasture_edge	nov_g1_00_04_g2_04_pasture_edge	Выпас и скотный край	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	pasture_edge	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: выпас и скотный край. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_05_local_road	nov_g1_00_04_g2_05_local_road	Местная дорога	road_segment	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	local_road	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	road	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: местная дорога. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_06_brook_ford	nov_g1_00_04_g2_06_brook_ford	Ручей и малый брод	ford	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	brook_ford	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"	wb_brook	"[""wb_small_river""]"	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	ford	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: ручей и малый брод. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_07_wood_edge	nov_g1_00_04_g2_07_wood_edge	Опушка и хозяйственный лес	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	wood_edge	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	forest_track	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: опушка и хозяйственный лес. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_08_settlement_cluster	nov_g1_00_04_g2_08_settlement_cluster	Поселенческий куст	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	settlement_cluster	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: поселенческий куст. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_09_risk_zone	nov_g1_00_04_g2_09_risk_zone	Зона риска / глухой край	cell_subgraph	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	risk_zone	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	offroad_crossing	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: зона риска / глухой край. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_10_winter_road	nov_g1_00_04_g2_10_winter_road	Зимний ход	road_segment	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	winter_road	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	winter_road	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: зимний ход. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_11_water_access	nov_g1_00_04_g2_11_water_access	Водный доступ / водопой	water_segment	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	water_access	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"	wb_brook	"[""wb_small_river""]"	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: водный доступ / водопой. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_04_g2_12_boundary_track	nov_g1_00_04_g2_12_boundary_track	Межевая тропа	route_junction	G2	gn_nov_g1_00_04	region_novgorod_land	nov_g1_00_04	0	4	ordinary_rural	boundary_track	lt_boreal_mixed_forest	"[""lt_mesic_meadow"", ""lt_wet_meadow""]"		[]	"[""lu_rainfed_arable"", ""lu_hay_meadow_cutting"", ""lu_common_pasture"", ""lu_hunting_ground"", ""lu_wild_food_gathering""]"	"[""rt_local_road"", ""rt_path"", ""rt_cart_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""внутренняя сельская сеть""]"	G2-зона внутри nov_g1_00_04: межевая тропа. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_01_main_corridor	nov_g1_00_05_g2_01_main_corridor	Главный речной/дорожный коридор	route_junction	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	main_corridor	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	corridor_segment	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: главный речной/дорожный коридор. Это зона территории, а не комната и не конкретная изба.	source_backed_context	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_02_river_or_lake_edge	nov_g1_00_05_g2_02_river_or_lake_edge	Береговой ход (Волхов)	water_segment	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	river_or_lake_edge	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"	wb_brook	"[""wb_small_river"", ""wb_marsh_channel""]"	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	river	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: береговой ход. Это зона территории, а не комната и не конкретная изба.	source_backed_context	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_03_landing_zone	nov_g1_00_05_g2_03_landing_zone	Высадка / лодочный подход (Волхов)	water_segment	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	landing_zone	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"	wb_brook	"[""wb_small_river"", ""wb_marsh_channel""]"	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	river	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: высадка / лодочный подход. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_04_ford_or_ferry	nov_g1_00_05_g2_04_ford_or_ferry	Переправочная зона (Волхов)	ford	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	ford_or_ferry	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"	wb_brook	"[""wb_small_river"", ""wb_marsh_channel""]"	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	ford	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: переправочная зона. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_05_market_or_pogost_approac	nov_g1_00_05_g2_05_market_or_pogost_approac	Подход к торгу/погосту	route_junction	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	market_or_pogost_approach	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: подход к торгу/погосту. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_06_rural_supply_belt	nov_g1_00_05_g2_06_rural_supply_belt	Сельская снабженческая полоса	cell_subgraph	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	rural_supply_belt	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: сельская снабженческая полоса. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_07_hay_floodplain	nov_g1_00_05_g2_07_hay_floodplain	Пойменный покос	cell_subgraph	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	hay_floodplain	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	path	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: пойменный покос. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_08_fishing_water	nov_g1_00_05_g2_08_fishing_water	Рыболовная вода (Волхов)	water_segment	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	fishing_water	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"	wb_brook	"[""wb_small_river"", ""wb_marsh_channel""]"	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	lake_route	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: рыболовная вода. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_09_craft_resource_edge	nov_g1_00_05_g2_09_craft_resource_edge	Ремесленно-промысловой край	cell_subgraph	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	craft_resource_edge	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	forest_track	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: ремесленно-промысловой край. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_10_local_road_net	nov_g1_00_05_g2_10_local_road_net	Местная дорожная сеть	road_segment	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	local_road_net	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	road	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: местная дорожная сеть. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_05_g2_11_winter_crossing	nov_g1_00_05_g2_11_winter_crossing	Зимний ход / ледовый путь	road_segment	G2	gn_nov_g1_00_05	region_novgorod_land	nov_g1_00_05	0	5	dense_river_road	winter_crossing	lt_boreal_mixed_forest	"[""lt_wet_lowland_forest"", ""lt_wooded_swamp""]"		[]	"[""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_timber_felling"", ""lu_fuelwood_gathering""]"	"[""rt_forest_track"", ""rt_path"", ""rt_winter_road"", ""rt_offroad_crossing""]"	winter_road	[]	"[""северная лесная сеть""]"	G2-зона внутри nov_g1_00_05: зимний ход / ледовый путь. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
