state_id,name_ru,alt_names_ru,base_item_id,base_item_name_ru,base_family_key,state_or_composition,entity_kind_in_source_list,manufacturing_or_condition_state,description_ru,function,location_archetypes,context_anchor_item_ids,profession_ids,historical_confidence,evidence_basis,source_ids,generation_policy,party_state_rule,visual_prompt_hint,notes,deduplicated_candidate_item_id
STA0030,Изношенный деревянный клин,[],CRF0087,Деревянный клин,worn_wedge,state,salvage,worn,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: снятый крепёж, иногда пригодный повторно. Новый тип предмета не создаётся.","снятый крепёж, иногда пригодный повторно","[""workshop"",""yard"",""construction_site"",""street"",""refuse_area""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0013"",""STR0007"",""STR0008"",""STR0009"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CRF0087 (Деревянный клин) shown as изношенный деревянный клин; preserve base identity,Износ клина является состоянием канонического клина.,OMI00192
STA0031,Треснувшая деревянная ложка,[],POT0002,Деревянная ложка,cracked_spoon,state,fragment,cracked,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: бытовой отход, иногда ремонтируемый. Новый тип предмета не создаётся.","бытовой отход, иногда ремонтируемый","[""workshop"",""yard"",""construction_site"",""street"",""refuse_area""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0013"",""STR0007"",""STR0008"",""STR0009"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item POT0002 (Деревянная ложка) shown as треснувшая деревянная ложка; preserve base identity,Трещина является состоянием деревянной ложки.,OMI00196
STA0032,Треснувшая крышка сосуда,[],POT0001,Деревянная крышка сосуда,cracked_wood_lid,state,salvage,cracked,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: ремонтируемая или выброшенная деталь. Новый тип предмета не создаётся.",ремонтируемая или выброшенная деталь,"[""workshop"",""yard"",""construction_site"",""street"",""refuse_area""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0013"",""STR0007"",""STR0008"",""STR0009"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item POT0001 (Деревянная крышка сосуда) shown as треснувшая крышка сосуда; preserve base identity,Трещина является состоянием крышки сосуда.,OMI00199
STA0033,Малый товарный тюк ткани,[],TRD0027,Товарный тюк ткани,small_cloth_bale,composition,batch,wrapped_and_tied,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: продажа или перевозка полотна. Новый тип предмета не создаётся.",продажа или перевозка полотна,"[""textile_work_area"",""urban_house"",""workshop"",""storehouse"",""torg"",""boat"",""military_camp""]","[""INT0019"",""ARC0020"",""ARC0021"",""INT0015"",""ARC0031"",""INT0044"",""ARC0018"",""ARC0026"",""STR0006""]","[""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068"",""PRO0145"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC008"",""SRC045"",""SRC096"",""SRC103""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item TRD0027 (Товарный тюк ткани) shown as малый товарный тюк ткани; preserve base identity,Малый тюк — количественно-размерная композиция канонического товарного тюка.,OMI00327
STA0034,Малый моток сетной нити,[],FSH0012,Моток сетной нити,net_thread_hank_small,composition,batch,wound,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: рабочий запас для ремонта. Новый тип предмета не создаётся.",рабочий запас для ремонта,"[""fishing_site"",""pier"",""boat"",""workshop"",""storehouse"",""hunting_camp""]","[""STR0010"",""STR0011"",""STR0012"",""ARC0031"",""INT0019"",""INT0044"",""ARC0018"",""ARC0026""]","[""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068"",""PRO0105"",""PRO0106"",""PRO0107"",""PRO0108"",""PRO0109"",""PRO0110"",""PRO0111"",""PRO0112"",""PRO0113"",""PRO0114"",""PRO0115"",""PRO0116"",""PRO0117"",""PRO0118"",""PRO0119"",""PRO0120"",""PRO0121"",""PRO0122"",""PRO0123"",""PRO0124""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC025"",""SRC039"",""SRC045"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item FSH0012 (Моток сетной нити) shown as малый моток сетной нити; preserve base identity,Малый моток — количество канонической сетной нити.,OMI00384
STA0035,Большой моток сетной нити,[],FSH0012,Моток сетной нити,net_thread_hank_large,composition,batch,wound,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: изготовление сети или невода. Новый тип предмета не создаётся.",изготовление сети или невода,"[""fishing_site"",""pier"",""boat"",""workshop"",""storehouse"",""hunting_camp""]","[""STR0010"",""STR0011"",""STR0012"",""ARC0031"",""INT0019"",""INT0044"",""ARC0018"",""ARC0026""]","[""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068"",""PRO0105"",""PRO0106"",""PRO0107"",""PRO0108"",""PRO0109"",""PRO0110"",""PRO0111"",""PRO0112"",""PRO0113"",""PRO0114"",""PRO0115"",""PRO0116"",""PRO0117"",""PRO0118"",""PRO0119"",""PRO0120"",""PRO0121"",""PRO0122"",""PRO0123"",""PRO0124""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC025"",""SRC039"",""SRC045"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item FSH0012 (Моток сетной нити) shown as большой моток сетной нити; preserve base identity,Большой моток — количество канонической сетной нити.,OMI00385
STA0036,Бобровая шкура необработанная,[],HNT0010,Бобровая шкура,beaver_pelt,state,raw_material,freshly_flayed,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: меховое и торговое сырьё. Новый тип предмета не создаётся.",меховое и торговое сырьё,"[""byre"",""yard"",""leather_workshop"",""hunting_camp"",""storehouse"",""torg""]","[""ARC0002"",""STR0013"",""ARC0031"",""INT0019"",""ARC0018"",""ARC0026"",""STR0006""]","[""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0059"",""PRO0119"",""PRO0120"",""PRO0121"",""PRO0122"",""PRO0123"",""PRO0124"",""PRO0085"",""PRO0099"",""PRO0102"",""PRO0128"",""PRO0219"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC008"",""SRC040"",""SRC041"",""SRC042"",""SRC045"",""SRC061"",""SRC098"",""SRC105""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item HNT0010 (Бобровая шкура) shown as бобровая шкура необработанная; preserve base identity,Необработанность — состояние бобровой шкуры.,OMI00421
STA0037,Железная чека малая,[],LTR0004,Железная чека или линчпин оси,small_linchpin,contextual_variant,component,forged,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: съёмная фиксация оси или стержня. Новый тип предмета не создаётся.",съёмная фиксация оси или стержня,"[""forge"",""workshop"",""storehouse"",""torg"",""construction_site""]","[""ARC0031"",""INT0044"",""INT0019"",""ARC0018"",""ARC0026"",""STR0006""]","[""PRO0001"",""PRO0002"",""PRO0003"",""PRO0004"",""PRO0005"",""PRO0006"",""PRO0007"",""PRO0008"",""PRO0009"",""PRO0010"",""PRO0011"",""PRO0012"",""PRO0013"",""PRO0023"",""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC002"",""SRC007"",""SRC008"",""SRC032"",""SRC033"",""SRC067"",""SRC104""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item LTR0004 (Железная чека или линчпин оси) shown as железная чека малая; preserve base identity,Малая железная чека покрыта каноническим типом чеки оси.,OMI00594
STA0038,Железная скоба-обойма для треснувшей доски,[],HOU0032,Железная скоба,board_repair_clamp,contextual_variant,repair_material,forged,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: усиление деревянной детали. Новый тип предмета не создаётся.",усиление деревянной детали,"[""forge"",""workshop"",""construction_site"",""yard"",""pier"",""storehouse""]","[""ARC0031"",""INT0044"",""INT0019"",""STR0013"",""STR0010"",""STR0011"",""STR0012"",""ARC0018"",""ARC0026""]","[""PRO0001"",""PRO0002"",""PRO0003"",""PRO0004"",""PRO0005"",""PRO0006"",""PRO0007"",""PRO0008"",""PRO0009"",""PRO0010"",""PRO0011"",""PRO0012"",""PRO0013"",""PRO0023"",""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC007"",""SRC008"",""SRC032"",""SRC033"",""SRC039"",""SRC104""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item HOU0032 (Железная скоба) shown as железная скоба-обойма для треснувшей доски; preserve base identity,Скоба-обойма является применением канонической железной скобы.,OMI00630
STA0039,Костяная игровая фишка круглая,[],MUS0005,Круглая игровая фишка,bone_game_counter,contextual_variant,personal_item,shaped,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: настольная игра. Новый тип предмета не создаётся.",настольная игра,"[""workshop"",""urban_house"",""scribe_area"",""fishing_site"",""military_camp""]","[""ARC0031"",""INT0019"",""INT0044"",""ARC0020"",""ARC0021"",""INT0015"",""INT0013"",""FUR0004"",""STR0010"",""STR0011""]","[""PRO0051"",""PRO0052"",""PRO0053"",""PRO0054"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC005"",""SRC006"",""SRC008"",""SRC033"",""SRC045"",""SRC058"",""SRC067"",""SRC103""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item MUS0005 (Круглая игровая фишка) shown as костяная игровая фишка круглая; preserve base identity,Материал игровой фишки задаётся вариантом канонической круглой фишки.,OMI00937
STA0040,Роговая игровая фишка круглая,[],MUS0005,Круглая игровая фишка,horn_game_counter,contextual_variant,personal_item,shaped,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: настольная игра. Новый тип предмета не создаётся.",настольная игра,"[""workshop"",""urban_house"",""scribe_area"",""fishing_site"",""military_camp""]","[""ARC0031"",""INT0019"",""INT0044"",""ARC0020"",""ARC0021"",""INT0015"",""INT0013"",""FUR0004"",""STR0010"",""STR0011""]","[""PRO0051"",""PRO0052"",""PRO0053"",""PRO0054"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC005"",""SRC006"",""SRC008"",""SRC033"",""SRC045"",""SRC058"",""SRC067"",""SRC103""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item MUS0005 (Круглая игровая фишка) shown as роговая игровая фишка круглая; preserve base identity,Материал игровой фишки задаётся вариантом канонической круглой фишки.,OMI00938
STA0041,Сырое глиняное пряслице с отверстием,[],CRF0132,Глиняное пряслице,clay_spindle_whorl_greenware,state,semifinished,pierced_unfired,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: вещь до обжига. Новый тип предмета не создаётся.",вещь до обжига,"[""pottery_workshop"",""yard"",""construction_site"",""storehouse"",""refuse_area""]","[""ARC0031"",""CRF0093"",""CRF0064"",""STR0013"",""ARC0018"",""ARC0026"",""MSC0011"",""AGR0035""]","[""PRO0055"",""PRO0056"",""PRO0057"",""PRO0072"",""PRO0073"",""PRO0074"",""PRO0075"",""PRO0076"",""PRO0077"",""PRO0202"",""PRO0203"",""PRO0204"",""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0083"",""PRO0085"",""PRO0099"",""PRO0167"",""PRO0196"",""PRO0197"",""PRO0198"",""PRO0199"",""PRO0200"",""PRO0201"",""PRO0209""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC007"",""SRC008"",""SRC024"",""SRC045"",""SRC067"",""SRC082""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CRF0132 (Глиняное пряслице) shown as сырое глиняное пряслице с отверстием; preserve base identity,Сырое пряслице — производственное состояние глиняного пряслица.,OMI01030
STA0042,Сырая керамическая миска,[],POT0015,Керамическая миска,bowl_greenware,state,semifinished,greenware,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: посуда до обжига. Новый тип предмета не создаётся.",посуда до обжига,"[""pottery_workshop"",""yard"",""storehouse"",""urban_house""]","[""ARC0031"",""CRF0093"",""CRF0064"",""STR0013"",""ARC0018"",""ARC0026"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019""]","[""PRO0055"",""PRO0056"",""PRO0057"",""PRO0081"",""PRO0082"",""PRO0084"",""PRO0085"",""PRO0086"",""PRO0087"",""PRO0088"",""PRO0089"",""PRO0090"",""PRO0091"",""PRO0092"",""PRO0093"",""PRO0094"",""PRO0095"",""PRO0096"",""PRO0097"",""PRO0098""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC007"",""SRC008"",""SRC024"",""SRC045"",""SRC067"",""SRC082""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item POT0015 (Керамическая миска) shown as сырая керамическая миска; preserve base identity,Сырая миска — производственное состояние керамической миски.,OMI01047
STA0043,Свежий известково-песчаный раствор,[],CON0020,Известково-песчаный раствор,lime_mortar_wet,state,prepared_material,mixed_wet,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: кладка и штукатурка. Новый тип предмета не создаётся.",кладка и штукатурка,"[""construction_site"",""church"",""monastery"",""yard"",""storehouse"",""refuse_area""]","[""ARC0031"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016"",""STR0013"",""ARC0018"",""ARC0026"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0072"",""PRO0073"",""PRO0074"",""PRO0075"",""PRO0076"",""PRO0077"",""PRO0083"",""PRO0167"",""PRO0196"",""PRO0197"",""PRO0198"",""PRO0199"",""PRO0085"",""PRO0099"",""PRO0200"",""PRO0201"",""PRO0203"",""PRO0209"",""PRO0211"",""PRO0212"",""PRO0213""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC017"",""SRC018"",""SRC019"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC064"",""SRC065"",""SRC078""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CON0020 (Известково-песчаный раствор) shown as свежий известково-песчаный раствор; preserve base identity,Свежесть/влажность — состояние известково-песчаного раствора.,OMI01153
STA0044,Тонкая фресковая штукатурка,[],CON0023,Фресковая штукатурка,fine_fresco_plaster,contextual_variant,prepared_material,fine_wet,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: верхний слой под роспись. Новый тип предмета не создаётся.",верхний слой под роспись,"[""construction_site"",""church"",""monastery"",""yard"",""storehouse"",""refuse_area""]","[""ARC0031"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016"",""STR0013"",""ARC0018"",""ARC0026"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0072"",""PRO0073"",""PRO0074"",""PRO0075"",""PRO0076"",""PRO0077"",""PRO0083"",""PRO0167"",""PRO0196"",""PRO0197"",""PRO0198"",""PRO0199"",""PRO0085"",""PRO0099"",""PRO0200"",""PRO0201"",""PRO0203"",""PRO0209"",""PRO0211"",""PRO0212"",""PRO0213""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC017"",""SRC018"",""SRC019"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC064"",""SRC065"",""SRC078""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CON0023 (Фресковая штукатурка) shown as тонкая фресковая штукатурка; preserve base identity,Тонкий верхний слой уже входит в каноническую конструкцию фресковой штукатурки.,OMI01160
STA0045,Мелкий плинфяной бой,[],CON0019,Плинфяной бой,crushed_plinth_rubble,composition,batch,crushed,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: строительный мусор или заполнитель. Новый тип предмета не создаётся.",строительный мусор или заполнитель,"[""construction_site"",""church"",""monastery"",""yard"",""storehouse"",""refuse_area""]","[""ARC0031"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016"",""STR0013"",""ARC0018"",""ARC0026"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0072"",""PRO0073"",""PRO0074"",""PRO0075"",""PRO0076"",""PRO0077"",""PRO0083"",""PRO0167"",""PRO0196"",""PRO0197"",""PRO0198"",""PRO0199"",""PRO0085"",""PRO0099"",""PRO0200"",""PRO0201"",""PRO0203"",""PRO0209"",""PRO0211"",""PRO0212"",""PRO0213""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC017"",""SRC018"",""SRC019"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC064"",""SRC065"",""SRC078""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CON0019 (Плинфяной бой) shown as мелкий плинфяной бой; preserve base identity,Мелкая фракция является количественным состоянием плинфяного боя.,OMI01173
STA0046,Стеклянная бусина без отверстия,[],CRF0041,Стеклянная бусина-заготовка,undrilled_glass_bead_blank,state,blank,shaped,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: полуфабрикат до сверления или формирования канала. Новый тип предмета не создаётся.",полуфабрикат до сверления или формирования канала,"[""workshop"",""torg"",""storehouse"",""urban_house"",""church"",""refuse_area""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0006"",""ARC0018"",""ARC0026"",""ARC0020"",""ARC0021"",""INT0015"",""ARC0005"",""ARC0004"",""ARC0008"",""MSC0011"",""AGR0035""]","[""PRO0014"",""PRO0015"",""PRO0016"",""PRO0017"",""PRO0018"",""PRO0019"",""PRO0020"",""PRO0021"",""PRO0022"",""PRO0102"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259"",""PRO0085"",""PRO0099"",""PRO0219"",""PRO0260""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC002"",""SRC007"",""SRC008"",""SRC049"",""SRC051"",""SRC062"",""SRC063"",""SRC067"",""SRC085""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CRF0041 (Стеклянная бусина-заготовка) shown as стеклянная бусина без отверстия; preserve base identity,Отсутствие отверстия — производственная стадия стеклянной бусины-заготовки.,OMI01215
STA0047,Сноп ржи,[],AGR0039,Сноп зерна,rye_sheaf,contextual_variant,batch,harvested,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: зерно со стеблями до обмолота. Новый тип предмета не создаётся.",зерно со стеблями до обмолота,"[""field"",""yard"",""storehouse"",""urban_house"",""workshop"",""refuse_area""]","[""AGR0042"",""STR0013"",""ARC0031"",""ARC0018"",""ARC0026"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""INT0044"",""MSC0011"",""AGR0035""]","[""PRO0081"",""PRO0082"",""PRO0084"",""PRO0085"",""PRO0086"",""PRO0087"",""PRO0088"",""PRO0089"",""PRO0090"",""PRO0091"",""PRO0092"",""PRO0093"",""PRO0094"",""PRO0095"",""PRO0096"",""PRO0097"",""PRO0059"",""PRO0098"",""PRO0099"",""PRO0100""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC008"",""SRC044"",""SRC045"",""SRC046"",""SRC067"",""SRC101""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item AGR0039 (Сноп зерна) shown as сноп ржи; preserve base identity,Рожь задаётся материалом/содержимым канонического снопа зерна.,OMI01258
STA0048,Сноп овса,[],AGR0039,Сноп зерна,oat_sheaf,contextual_variant,batch,harvested,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: зерно со стеблями до обмолота. Новый тип предмета не создаётся.",зерно со стеблями до обмолота,"[""field"",""yard"",""storehouse"",""urban_house"",""workshop"",""refuse_area""]","[""AGR0042"",""STR0013"",""ARC0031"",""ARC0018"",""ARC0026"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""INT0044"",""MSC0011"",""AGR0035""]","[""PRO0081"",""PRO0082"",""PRO0084"",""PRO0085"",""PRO0086"",""PRO0087"",""PRO0088"",""PRO0089"",""PRO0090"",""PRO0091"",""PRO0092"",""PRO0093"",""PRO0094"",""PRO0095"",""PRO0096"",""PRO0097"",""PRO0059"",""PRO0098"",""PRO0099"",""PRO0100""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC008"",""SRC044"",""SRC045"",""SRC046"",""SRC067"",""SRC101""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item AGR0039 (Сноп зерна) shown as сноп овса; preserve base identity,Овёс задаётся материалом/содержимым канонического снопа зерна.,OMI01259
STA0049,Сноп ячменя,[],AGR0039,Сноп зерна,barley_sheaf,contextual_variant,batch,harvested,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: зерно со стеблями до обмолота. Новый тип предмета не создаётся.",зерно со стеблями до обмолота,"[""field"",""yard"",""storehouse"",""urban_house"",""workshop"",""refuse_area""]","[""AGR0042"",""STR0013"",""ARC0031"",""ARC0018"",""ARC0026"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""INT0044"",""MSC0011"",""AGR0035""]","[""PRO0081"",""PRO0082"",""PRO0084"",""PRO0085"",""PRO0086"",""PRO0087"",""PRO0088"",""PRO0089"",""PRO0090"",""PRO0091"",""PRO0092"",""PRO0093"",""PRO0094"",""PRO0095"",""PRO0096"",""PRO0097"",""PRO0059"",""PRO0098"",""PRO0099"",""PRO0100""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC008"",""SRC044"",""SRC045"",""SRC046"",""SRC067"",""SRC101""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item AGR0039 (Сноп зерна) shown as сноп ячменя; preserve base identity,Ячмень задаётся материалом/содержимым канонического снопа зерна.,OMI01260
