profile_id,name_ru,location_archetypes,context_anchor_item_ids,season_scope,state_modifier,wealth_context,canonical_existing_item_ids,common_new_item_ids,contextual_new_item_ids,state_variant_ids,background_group_labels,max_concrete_items,selection_rule,property_rule,placement_rule,excluded_rules,prompt_file,notes
SPN030,Каменное строительство и раствор,"[""construction_site"",""church""]","[""ARC0031"",""ARC0005"",""ARC0004"",""ARC0008""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""CON0004"",""CON0005""]","[""OMI01169"",""OMI01174"",""OMI01150"",""OMI01152"",""OMI01155"",""OMI01162"",""OMI01170"",""OMI00743"",""OMI01158"",""OMI01168"",""OMI00734"",""OMI01139"",""OMI01149"",""OMI01138"",""OMI00612"",""OMI00723"",""OMI00724"",""OMI00727"",""OMI00732""]","[""OMI01144"",""OMI01147"",""OMI01146"",""OMI01171"",""OMI01176"",""OMI01163"",""OMI01164"",""OMI01165"",""OMI01166""]","[""STA0001"",""STA0002"",""STA0011"",""STA0012"",""STA0013"",""STA0014"",""STA0015"",""STA0023"",""STA0024"",""STA0025"",""STA0026"",""STA0029""]","[""clay_ceramic_mineral"",""ferrous_metal"",""refuse_deposits_environment""]",20,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn030.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN031,Роспись или изготовление церковного образа,"[""church"",""workshop""]","[""ARC0005"",""ARC0004"",""ARC0008"",""ARC0031"",""INT0019"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""REL0015"",""HOU0008""]","[""OMI01764"",""OMI01183"",""OMI01812"",""OMI01815"",""OMI00164"",""OMI01824"",""OMI01828"",""OMI01830"",""OMI01831"",""OMI01833"",""OMI01836"",""OMI01810"",""OMI01813"",""OMI01821""]","[""OMI01182"",""OMI01185"",""OMI01181"",""OMI01178"",""OMI01180"",""OMI01184"",""OMI01186""]","[""STA0001"",""STA0002"",""STA0003"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013"",""STA0014"",""STA0015"",""STA0018""]","[""writing_bookmaking_religious"",""clay_ceramic_mineral"",""small_household_personal""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn031.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN032,Монастырская хозяйственная кладовая,"[""monastery"",""storehouse""]","[""ARC0003"",""ARC0016"",""ARC0018"",""ARC0026""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""ARC0003"",""ARC0016"",""HOU0015"",""HOU0024"",""WRT0025""]","[""OMI01764"",""OMI01494"",""OMI01498"",""OMI01497"",""OMI01501"",""OMI01284"",""OMI01493"",""OMI01277"",""OMI01540"",""OMI01286"",""OMI01306"",""OMI01495"",""OMI01496"",""OMI01544"",""OMI01652"",""OMI01653""]","[""OMI01767"",""OMI01489"",""OMI01658"",""OMI01701""]","[""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013"",""STA0014""]","[""food_agricultural_materials"",""writing_bookmaking_religious"",""packaging_trade_storage"",""small_household_personal""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn032.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN033,"Письмо, счёт и хранение грамот","[""scribe_area"",""urban_house"",""monastery""]","[""INT0013"",""FUR0004"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""ARC0003"",""ARC0016""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""WRT0020"",""WRT0027"",""WRT0028"",""WRT0002"",""WRT0007"",""WRT0008"",""WRT0016""]","[""OMI01645"",""OMI01641"",""OMI01642"",""OMI01764"",""OMI01652"",""OMI01653"",""OMI01662"",""OMI01615"",""OMI01651"",""OMI01637"",""OMI01638"",""OMI01639"",""OMI01648"",""OMI01674""]","[""OMI01643"",""OMI01644"",""OMI01658""]","[""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013"",""STA0014"",""STA0015""]","[""writing_bookmaking_religious"",""packaging_trade_storage"",""small_household_personal""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn033.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN034,Багаж путешественника,"[""road"",""cart_or_sledge"",""military_camp""]",[],"[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""HOU0015"",""HOU0018"",""MIL0008"",""MIL0025""]","[""OMI02021"",""OMI02008"",""OMI02032"",""OMI01979"",""OMI02001"",""OMI02009"",""OMI01872"",""OMI01867"",""OMI01974"",""OMI01982""]","[""OMI02034"",""OMI01972"",""OMI01983"",""OMI02004"",""OMI01980""]","[""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0015"",""STA0018"",""STA0019"",""STA0020"",""STA0033"",""STA0039"",""STA0040"",""STA0065""]","[""transport_camp_small_parts"",""packaging_trade_storage"",""small_household_personal"",""food_agricultural_materials""]",10,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn034.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN035,Ремонт телеги или саней,"[""cart_or_sledge"",""road"",""yard""]","[""STR0013"",""ARC0031""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""LTR0030"",""CON0010"",""HOU0032""]","[""OMI01999"",""OMI01973"",""OMI02001"",""OMI01974"",""OMI01982"",""OMI01989"",""OMI01991"",""OMI02002"",""OMI02003"",""OMI02000"",""OMI02009"",""OMI01977"",""OMI01995"",""OMI01979""]","[""OMI01972"",""OMI01997"",""OMI01975"",""OMI01994"",""OMI01996"",""OMI01998"",""OMI01981"",""OMI01983""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""transport_camp_small_parts"",""wood_bark_plant_materials"",""ferrous_metal"",""leather_hide_fur""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn035.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN036,Военный лагерь и обоз: бытовой слой,"[""military_camp"",""cart_or_sledge""]",[],"[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""MIL0008"",""MIL0015"",""MIL0012"",""MIL0025""]","[""OMI02008"",""OMI01544"",""OMI02009"",""OMI01540"",""OMI01995"",""OMI02007"",""OMI02038"",""OMI00689"",""OMI00696"",""OMI01979"",""OMI02001"",""OMI00684"",""OMI00703"",""OMI01541""]","[""OMI01972"",""OMI01983"",""OMI02004"",""OMI01980"",""OMI01985"",""OMI01994""]","[""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0015"",""STA0020"",""STA0033"",""STA0039"",""STA0040"",""STA0065"",""STA0066"",""STA0067""]","[""transport_camp_small_parts"",""small_household_personal"",""packaging_trade_storage"",""ferrous_metal"",""food_agricultural_materials""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn036.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN037,"Поле, ток и жатва","[""field""]","[""AGR0042""]","[""summer"",""autumn""]",normal_1230,context_dependent,"[""AGR0042"",""AGR0011"",""AGR0010""]","[""OMI01284"",""OMI01286"",""OMI02054"",""OMI01277"",""OMI01279"",""OMI01306"",""OMI01455"",""OMI02055"",""OMI01267"",""OMI01269"",""OMI01270"",""OMI01272"",""OMI01280"",""OMI01281"",""OMI02048""]","[""OMI01276"",""OMI01262"",""OMI01271"",""OMI01278"",""OMI01282"",""OMI01479"",""OMI02043"",""OMI02046""]","[""STA0047"",""STA0048"",""STA0049"",""STA0050"",""STA0053"",""STA0054"",""STA0070""]","[""food_agricultural_materials"",""agriculture_fishing_hunting_consumables"",""packaging_trade_storage"",""refuse_deposits_environment""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn037.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN038,Огород и растительные запасы,"[""field"",""yard"",""storehouse""]","[""AGR0042"",""STR0013"",""ARC0031"",""ARC0018"",""ARC0026""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""HOU0016"",""HOU0015""]","[""OMI01439"",""OMI01285"",""OMI01286"",""OMI02053"",""OMI01284"",""OMI01303"",""OMI01440"",""OMI01447"",""OMI01455"",""OMI02052"",""OMI02054"",""OMI02056"",""OMI02065""]","[""OMI02046"",""OMI02042"",""OMI01479"",""OMI01276"",""OMI01262"",""OMI01266""]","[""STA0001"",""STA0002"",""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012""]","[""food_agricultural_materials"",""agriculture_fishing_hunting_consumables"",""packaging_trade_storage""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn038.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN039,Забой и разделка туши,"[""yard"",""workshop""]","[""STR0013"",""ARC0031"",""INT0019"",""INT0044""]","[""autumn"",""winter"",""spring"",""summer""]",normal_1230,context_dependent,[],"[""OMI00990"",""OMI00992"",""OMI00993"",""OMI00875"",""OMI00878"",""OMI00972"",""OMI00868"",""OMI00869"",""OMI00872"",""OMI00876"",""OMI01388"",""OMI01396"",""OMI01397"",""OMI01420"",""OMI02218"",""OMI02156"",""OMI00439"",""OMI00545"",""OMI00554"",""OMI00557""]","[""OMI00877"",""OMI00991"",""OMI00994"",""OMI00870"",""OMI00995"",""OMI01007"",""OMI00543"",""OMI00540"",""OMI00541"",""OMI00542""]","[""STA0001"",""STA0002"",""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016""]","[""food_agricultural_materials"",""leather_hide_fur"",""bone_antler_horn_shell"",""refuse_deposits_environment""]",20,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn039.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN040,Мусорная яма и край двора,"[""refuse_area"",""yard""]","[""MSC0011"",""AGR0035"",""STR0013"",""ARC0031""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""MSC0011"",""MSC0026"",""AGR0035""]","[""OMI00565"",""OMI00978"",""OMI00990"",""OMI00992"",""OMI00993"",""OMI00996"",""OMI01072"",""OMI01081"",""OMI01082"",""OMI01853"",""OMI01858"",""OMI02142"",""OMI02143"",""OMI02144"",""OMI02178"",""OMI02213"",""OMI02218"",""OMI00555""]","[""OMI01007"",""OMI00991"",""OMI00994"",""OMI01079"",""OMI01080"",""OMI01106"",""OMI02233"",""OMI00870"",""OMI00877""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""refuse_deposits_environment"",""clay_ceramic_mineral"",""bone_antler_horn_shell"",""leather_hide_fur"",""small_household_personal""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn040.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN041,Водонасыщенный культурный слой,"[""refuse_area"",""street"",""riverbank""]","[""MSC0011"",""AGR0035"",""STR0007"",""STR0008"",""STR0009"",""STR0010""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,[],"[""OMI02213"",""OMI02217"",""OMI02210"",""OMI02218"",""OMI02219"",""OMI02211"",""OMI02212"",""OMI02214"",""OMI02216"",""OMI02231"",""OMI02230"",""OMI02234""]","[""OMI02215"",""OMI02233"",""OMI02221"",""OMI02229"",""OMI02232"",""OMI02235""]","[""STA0016"",""STA0017"",""STA0021"",""STA0022"",""STA0029"",""STA0030"",""STA0031"",""STA0032"",""STA0041"",""STA0043"",""STA0044"",""STA0045""]","[""waterlogged_burnt_flooded_and_weathered_material_states""]",12,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn041.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN042,Пожарище и обгоревший бытовой слой,"[""yard"",""urban_house"",""street""]","[""STR0013"",""ARC0031"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0007"",""STR0008"",""STR0009""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""MSC0025"",""MSC0005""]","[""OMI02230"",""OMI02234"",""OMI02231"",""OMI02240"",""OMI01072"",""OMI01073"",""OMI01074"",""OMI01081"",""OMI01082"",""OMI01103"",""OMI02145"",""OMI02210"",""OMI02213"",""OMI02217""]","[""OMI01106"",""OMI02229"",""OMI02232"",""OMI02233"",""OMI02236"",""OMI02238"",""OMI02241""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013""]","[""refuse_deposits_environment"",""clay_ceramic_mineral"",""ferrous_metal""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn042.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN043,Домохозяйство при голоде 1230 года,"[""poor_house"",""urban_house"",""hearth""]","[""ARC0020"",""INT0015"",""ARC0021"",""INT0019"",""INT0001"",""INT0010"",""INT0043"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",famine_1230,context_dependent,"[""HOU0015"",""HOU0014"",""POT0021""]","[""OMI01321"",""OMI01439"",""OMI02142"",""OMI02157"",""OMI02150"",""OMI01440"",""OMI01447"",""OMI02160""]","[""OMI01323"",""OMI01338"",""OMI01369"",""OMI01395""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013""]","[""food_agricultural_materials"",""small_household_personal"",""packaging_trade_storage"",""refuse_deposits_environment""]",8,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn043.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN044,Торг при голоде 1230 года,"[""torg"",""storehouse""]","[""STR0006"",""ARC0018"",""ARC0026""]","[""spring"",""summer"",""autumn"",""winter""]",famine_1230,context_dependent,"[""STR0006"",""HOU0015"",""TRD0025"",""TRD0026""]","[""OMI01540"",""OMI01544"",""OMI01284"",""OMI01541"",""OMI01615"",""OMI01277"",""OMI01294"",""OMI01286"",""OMI01306"",""OMI01427"",""OMI01547"",""OMI01559""]","[""OMI01622"",""OMI01531"",""OMI01276"",""OMI01534"",""OMI01543"",""OMI01607""]","[""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013"",""STA0014""]","[""food_agricultural_materials"",""packaging_trade_storage"",""writing_bookmaking_religious""]",12,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn044.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN045,"Зимний дом: топливо, освещение и ремонт","[""urban_house"",""hearth""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""INT0001"",""INT0010"",""INT0043"",""INT0044""]","[""winter""]",normal_1230,context_dependent,"[""INT0035"",""HOU0007"",""HOU0008"",""HOU0009"",""MSC0025""]","[""OMI01833"",""OMI02142"",""OMI02144"",""OMI01834"",""OMI01841"",""OMI02145"",""OMI00166"",""OMI00169"",""OMI00172"",""OMI01827"",""OMI01822"",""OMI01829"",""OMI01835"",""OMI00151""]","[""OMI01825"",""OMI01818"",""OMI01819"",""OMI01826"",""OMI00270"",""OMI02237"",""OMI00073""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013""]","[""wood_bark_plant_materials"",""small_household_personal"",""fiber_textile_cordage"",""refuse_deposits_environment""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn045.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN046,Затопленный двор после разлива,"[""yard"",""riverbank"",""street""]","[""STR0013"",""ARC0031"",""STR0010"",""STR0007"",""STR0008"",""STR0009""]","[""spring""]",normal_1230,context_dependent,[],"[""OMI02217"",""OMI02211"",""OMI02216"",""OMI02210"",""OMI02213"",""OMI02218"",""OMI02234"",""OMI02219"",""OMI02212"",""OMI02214"",""OMI02231"",""OMI02240""]","[""OMI02215"",""OMI02220"",""OMI02221"",""OMI02223"",""OMI02236"",""OMI02245""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""refuse_deposits_environment"",""packaging_trade_storage"",""wood_bark_plant_materials"",""fiber_textile_cordage""]",12,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn046.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
