step_id,recipe_id,step_number,action,input_item_ids,input_ingredient_ids,tool_ids,vessel_ids,duration,heat,result_state
RST000218,RCP0045,7,Добавить маслом и довести до готового состояния.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000219,RCP0046,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000220,RCP0046,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01291""]","[""ING0011""]",[],"[""POT0021""]",1–5 min,none,washed
RST000221,RCP0046,3,Залить водой в керамическом сосуде.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000222,RCP0046,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000223,RCP0046,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000224,RCP0046,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""FOD0025""]","[""ING0085""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000225,RCP0046,7,Добавить мёдом и довести до готового состояния.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000226,RCP0047,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000227,RCP0047,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01291""]","[""ING0011""]",[],"[""POT0021""]",1–5 min,none,washed
RST000228,RCP0047,3,Залить водой в керамическом сосуде.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000229,RCP0047,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000230,RCP0047,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000231,RCP0047,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""FOD0016""]","[""ING0069""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000232,RCP0047,7,Добавить ягодами и довести до готового состояния.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000233,RCP0048,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000234,RCP0048,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01291""]","[""ING0011""]",[],"[""POT0021""]",1–5 min,none,washed
RST000235,RCP0048,3,Залить водой в керамическом сосуде.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000236,RCP0048,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000237,RCP0048,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01291"",""FMA0001""]","[""ING0011"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000238,RCP0048,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""FOD0041""]","[""ING0041""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000239,RCP0048,7,Добавить луком и довести до готового состояния.,"[""OMI01291""]","[""ING0011""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000240,RCP0049,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000241,RCP0049,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01292""]","[""ING0012""]",[],"[""POT0021""]",1–5 min,none,washed
RST000242,RCP0049,3,Залить водой в керамическом сосуде.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000243,RCP0049,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000244,RCP0049,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000245,RCP0049,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""FOD0005""]","[""ING0089""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000246,RCP0049,7,Добавить молоком и довести до готового состояния.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000247,RCP0050,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000248,RCP0050,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01292""]","[""ING0012""]",[],"[""POT0021""]",1–5 min,none,washed
RST000249,RCP0050,3,Залить водой в керамическом сосуде.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000250,RCP0050,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000251,RCP0050,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000252,RCP0050,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""FOD0004""]","[""ING0097""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000253,RCP0050,7,Добавить маслом и довести до готового состояния.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000254,RCP0051,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000255,RCP0051,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01292""]","[""ING0012""]",[],"[""POT0021""]",1–5 min,none,washed
RST000256,RCP0051,3,Залить водой в керамическом сосуде.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000257,RCP0051,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000258,RCP0051,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000259,RCP0051,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""FOD0025""]","[""ING0085""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000260,RCP0051,7,Добавить мёдом и довести до готового состояния.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000261,RCP0052,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000262,RCP0052,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01292""]","[""ING0012""]",[],"[""POT0021""]",1–5 min,none,washed
RST000263,RCP0052,3,Залить водой в керамическом сосуде.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000264,RCP0052,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000265,RCP0052,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000266,RCP0052,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""FOD0016""]","[""ING0069""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000267,RCP0052,7,Добавить ягодами и довести до готового состояния.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000268,RCP0053,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000269,RCP0053,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01292""]","[""ING0012""]",[],"[""POT0021""]",1–5 min,none,washed
RST000270,RCP0053,3,Залить водой в керамическом сосуде.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000271,RCP0053,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000272,RCP0053,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01292"",""FMA0001""]","[""ING0012"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000273,RCP0053,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""FOD0041""]","[""ING0041""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000274,RCP0053,7,Добавить луком и довести до готового состояния.,"[""OMI01292""]","[""ING0012""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000275,RCP0054,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000276,RCP0054,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000277,RCP0054,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000278,RCP0054,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000279,RCP0054,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000280,RCP0054,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""FOD0005""]","[""ING0089""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000281,RCP0054,7,Добавить молоком и довести до готового состояния.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000282,RCP0055,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000283,RCP0055,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000284,RCP0055,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000285,RCP0055,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000286,RCP0055,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000287,RCP0055,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""FOD0004""]","[""ING0097""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000288,RCP0055,7,Добавить маслом и довести до готового состояния.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000289,RCP0056,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000290,RCP0056,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000291,RCP0056,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000292,RCP0056,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000293,RCP0056,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000294,RCP0056,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""FOD0025""]","[""ING0085""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000295,RCP0056,7,Добавить мёдом и довести до готового состояния.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000296,RCP0057,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000297,RCP0057,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000298,RCP0057,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000299,RCP0057,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000300,RCP0057,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000301,RCP0057,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""FOD0016""]","[""ING0069""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000302,RCP0057,7,Добавить ягодами и довести до готового состояния.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000303,RCP0058,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000304,RCP0058,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000305,RCP0058,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000306,RCP0058,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000307,RCP0058,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000308,RCP0058,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""FOD0041""]","[""ING0041""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000309,RCP0058,7,Добавить луком и довести до готового состояния.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000310,RCP0059,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000311,RCP0059,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000312,RCP0059,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000313,RCP0059,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000314,RCP0059,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000315,RCP0059,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""FOD0005""]","[""ING0089""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000316,RCP0059,7,Добавить молоком и довести до готового состояния.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000317,RCP0060,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000318,RCP0060,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000319,RCP0060,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000320,RCP0060,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000321,RCP0060,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000322,RCP0060,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""FOD0004""]","[""ING0097""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000323,RCP0060,7,Добавить маслом и довести до готового состояния.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000324,RCP0061,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000325,RCP0061,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000326,RCP0061,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000327,RCP0061,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000328,RCP0061,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000329,RCP0061,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""FOD0025""]","[""ING0085""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000330,RCP0061,7,Добавить мёдом и довести до готового состояния.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000331,RCP0062,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000332,RCP0062,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000333,RCP0062,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000334,RCP0062,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000335,RCP0062,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000336,RCP0062,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""FOD0016""]","[""ING0069""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000337,RCP0062,7,Добавить ягодами и довести до готового состояния.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000338,RCP0063,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000339,RCP0063,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000340,RCP0063,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000341,RCP0063,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000342,RCP0063,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000343,RCP0063,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""FOD0041""]","[""ING0041""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000344,RCP0063,7,Добавить луком и довести до готового состояния.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000345,RCP0064,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000346,RCP0064,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01289""]","[""ING0014""]",[],"[""POT0021""]",1–5 min,none,washed
RST000347,RCP0064,3,Залить водой в керамическом сосуде.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000348,RCP0064,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000349,RCP0064,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000350,RCP0064,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""FOD0005""]","[""ING0089""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000351,RCP0064,7,Добавить молоком и довести до готового состояния.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000352,RCP0065,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000353,RCP0065,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01289""]","[""ING0014""]",[],"[""POT0021""]",1–5 min,none,washed
RST000354,RCP0065,3,Залить водой в керамическом сосуде.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000355,RCP0065,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000356,RCP0065,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000357,RCP0065,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""FOD0004""]","[""ING0097""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
RST000358,RCP0065,7,Добавить маслом и довести до готового состояния.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000359,RCP0066,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000360,RCP0066,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01289""]","[""ING0014""]",[],"[""POT0021""]",1–5 min,none,washed
RST000361,RCP0066,3,Залить водой в керамическом сосуде.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000362,RCP0066,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000363,RCP0066,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000364,RCP0066,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""FOD0025""]","[""ING0085""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined
