fa_id,name_ru,name_ru_alt,name_lat,name_en,class,order,group,category_ref,scope,region_scope,base_frequency_class,base_frequency_basis,presence_1230_confidence,historical_evidence,migration_winter,migration_spring,migration_summer,migration_autumn,mass_passage,activity_time,voice_description,audible_seasons,nesting,game_value,falconry_relevance,products,habitats,panteleev_2001_listed,petrov_1885_priilmenye,malchevsky_page,malchevsky_status_flags,malchevsky_heading_check,wk_refs,source_refs,confidence,notes,status
fa_b_grey_partridge,Серая куропатка,куропатка,Perdix perdix,Grey partridge,Aves,Galliformes,gamebird,fauna.bird.gamebird.grey_partridge,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: rare; note: NW not optimal zone; fluctuates (Malchevsky); depends on fields -> C for 1230,C,,resident,resident,resident,resident,false,diurnal,скрипучее «кирр-ик» на зорях,winter;spring;summer;autumn,на земле на межах,medium,quarry,meat,"field:c,margin:c,pasture:m,homestead:m",true,true,https://zoomet.ru/mal/malchevski_63.html,breeding|wintering,Perdix Perdix,,SRC_PANT2001;SRC_MALPUK1983,B,NW not optimal zone; fluctuates (Malchevsky); depends on fields -> C for 1230,candidate
fa_b_quail,Перепел,,Coturnix coturnix,Common quail,Aves,Galliformes,gamebird,fauna.bird.gamebird.quail,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a; note: Status uncertain in NW (Malchevsky),B,,absent,breeding,breeding,breeding,false,crepuscular,звонкое «пить-пиль-дить» («подь-полоть») во ржи,spring;summer,на земле в хлебах,medium,quarry,meat,"field:c,hay:c,margin:m",true,true,https://zoomet.ru/mal/malchevski_64.html,,Coturnix Coturnix,,SRC_PANT2001;SRC_MALPUK1983,B,Status uncertain in NW (Malchevsky),candidate
fa_b_willow_ptarmigan,Белая куропатка,куропатка,Lagopus lagopus,Willow ptarmigan,Aves,Galliformes,gamebird,fauna.bird.gamebird.willow_ptarmigan,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common|scarce; note: Uneven but widespread (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,весной петушки кричат хрипло «кабе-кабе-кок»; при взлёте — хохот,winter;spring;summer;autumn,на кочках болот,high,quarry,meat;feathers,"bog:c,edge:m",true,true,https://zoomet.ru/mal/malchevski_65.html,wintering,Lagopus Lagopus,,SRC_PANT2001;SRC_MALPUK1983,B,Uneven but widespread (Malchevsky),candidate
fa_b_capercaillie,Глухарь,,Tetrao urogallus,Western capercaillie,Aves,Galliformes,gamebird,fauna.bird.gamebird.capercaillie,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: n/a; note: Winter: feeds on pine needles, sleeps in snow burrows",A,В Новгородском регионе определено 77 костей глухаря; глухарь и тетерев — престижная дичь (SRC_GOROBETS2017); мясо глухаря ING0118,resident,resident,resident,resident,false,diurnal,"весной до зари на току — щёлканье «тэке-тэке» и точение (шипящая песня, во время которой глухарь глохнет); взлёт с громким хлопаньем",spring;summer;autumn,на земле в бору,high,quarry,meat;feathers,"conif:c,mixed:c,bog:c,forest_track:m",true,true,https://zoomet.ru/mal/malchevski_66.html,,Tetrao Urogallus,,SRC_PANT2001;SRC_MALPUK1983;SRC_GOROBETS2017;SRC_MASTER_FOOD#ING0118,B,"Winter: feeds on pine needles, sleeps in snow burrows",candidate
fa_b_black_grouse,Тетерев,косач (самец),Lyrurus tetrix,Black grouse,Aves,Galliformes,gamebird,fauna.bird.gamebird.black_grouse,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: n/a; note: Winter flocks on birches eating buds, sleep in snow",A,В Новгородском регионе определено 10 костей тетерева; престижная дичь (SRC_GOROBETS2017),resident,resident,resident,resident,false,diurnal,"весеннее бормотание косачей на токах, слышное за километры, и чуфыканье «чу-ффы»",winter;spring;summer;autumn,на земле у опушек и болот,high,quarry,meat;feathers,"edge:c,bog:c,field:m,hay:m,mixed:m",true,true,https://zoomet.ru/mal/malchevski_67.html,,Lyrurus Tetrix,,SRC_PANT2001;SRC_MALPUK1983;SRC_GOROBETS2017,B,"Winter flocks on birches eating buds, sleep in snow",candidate
fa_b_hazel_grouse,Рябчик,,Tetrastes bonasia,Hazel grouse,Aves,Galliformes,gamebird,fauna.bird.gamebird.hazel_grouse,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Hunters lure males with whistle (Malchevsky) — pishchik decoy (hnt0004 C),B,,resident,resident,resident,resident,false,diurnal,"тонкий высокий свист «ти-и-и-ти-ти-ти» в ельниках, подманивается пищиком",winter;spring;summer;autumn,на земле в смешанном лесу,high,quarry,meat,"mixed:c,conif:c,stream:m,edge:m",true,true,https://zoomet.ru/mal/malchevski_68.html,breeding,Tetrastes Bonasia,,SRC_PANT2001;SRC_MALPUK1983,B,Hunters lure males with whistle (Malchevsky) — pishchik decoy (hnt0004 C),candidate
fa_b_little_ringed_plover,Малый зуёк,зуёк,Charadrius dubius,Little ringed plover,Aves,Charadriiformes,wader,fauna.bird.wader.little_ringed_plover,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,breeding,false,diurnal,свистящее «пиу»,spring;summer;autumn,на песчаных отмелях,none,none,,"bank:c,lake:c,ferry:m",true,false,https://zoomet.ru/mal/malchevski_78.html,breeding|passage,Charadrius Dubius,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_lapwing,Чибис,пигалица,Vanellus vanellus,Northern lapwing,Aves,Charadriiformes,wader,fauna.bird.wader.lapwing,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: Greatly increased in XX c. (Malchevsky) -> contextual/C,C,,absent,breeding,breeding,breeding,false,diurnal,"жалобное «чьи-вы, чьи-вы» и хлопанье крыльев над лугом",spring;summer;autumn,на земле на лугах и пашне,low,none,eggs,"flood:c,pasture:c,field:c,hay:m",true,false,https://zoomet.ru/mal/malchevski_80.html,breeding,Vanellus Vanellus,,SRC_PANT2001;SRC_MALPUK1983,B,Greatly increased in XX c. (Malchevsky) -> contextual/C,candidate
fa_b_wood_sandpiper,Фифи,,Tringa glareola,Wood sandpiper,Aves,Charadriiformes,wader,fauna.bird.wader.wood_sandpiper,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: scarce,B,,absent,breeding,breeding,breeding,false,diurnal,звонкое «фи-фи-фи»,spring;summer;autumn,на болотах,low,none,,"bog:c,flood:m,stream:m",true,false,https://zoomet.ru/mal/malchevski_83.html,breeding|passage,Tringa Glareola,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_redshank,Травник,,Tringa totanus,Common redshank,Aves,Charadriiformes,wader,fauna.bird.wader.redshank,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,breeding,false,diurnal,тревожное «тью-ю» над сырым лугом,spring;summer;autumn,на сырых лугах,low,none,,"flood:c,lake:m",true,false,https://zoomet.ru/mal/malchevski_85.html,breeding,Tringa Totanus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_common_sandpiper,Перевозчик,,Actitis hypoleucos,Common sandpiper,Aves,Charadriiformes,wader,fauna.bird.wader.common_sandpiper,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: One of the most numerous waders (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,"звонкое «ти-ти-ти» над самой водой, от берега к берегу",spring;summer;autumn,на земле у воды,none,none,,"bank:c,river:c,lake:c,stream:m,ferry:c,wharf:m",true,false,https://zoomet.ru/mal/malchevski_88.html,breeding|passage,Actitis Hypoleucos,,SRC_PANT2001;SRC_MALPUK1983,B,One of the most numerous waders (Malchevsky),candidate
fa_b_ruff,Турухтан,,Calidris pugnax,Ruff,Aves,Charadriiformes,wader,fauna.bird.wader.ruff,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,passage,true,diurnal,почти безмолвен; на токах — драки пёстрых самцов с воротниками,spring;summer;autumn,на сырых лугах,medium,none,meat,"flood:c,lake:m",true,false,https://zoomet.ru/mal/malchevski_92.html,breeding|passage,Philomachus Pugnax,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_great_snipe,Дупель,,Gallinago media,Great snipe,Aves,Charadriiformes,wader,fauna.bird.wader.great_snipe,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: common,B,,absent,breeding,breeding,breeding,false,crepuscular,на токах — тихое щёлканье и бульканье,spring;summer;autumn,на сырых лугах,medium,none,meat,"flood:c,hay:m",true,true,https://zoomet.ru/mal/malchevski_101.html,breeding|passage,Gallinago Media,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_snipe,Бекас,,Gallinago gallinago,Common snipe,Aves,Charadriiformes,wader,fauna.bird.wader.snipe,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: Among the most numerous waders (Malchevsky),B,,absent,breeding,breeding,breeding,false,crepuscular,"весеннее «блеяние» — токовой полёт с вибрирующим хвостом, и «тике-так» с кочки",spring;summer;autumn,на кочке на болоте,medium,none,meat,"bog:c,flood:c,stream:c,hay:m",true,true,https://zoomet.ru/mal/malchevski_102.html,breeding|passage,Gallinago Gallinago,,SRC_PANT2001;SRC_MALPUK1983,B,Among the most numerous waders (Malchevsky),candidate
fa_b_woodcock,Вальдшнеп,лесной кулик,Scolopax rusticola,Eurasian woodcock,Aves,Charadriiformes,wader,fauna.bird.wader.woodcock,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Numbers stable (Malchevsky),B,,absent,breeding,breeding,breeding,false,crepuscular,весной на вечерней тяге — хорканье «хорр-хорр» и цыканье над опушками,spring;summer;autumn,на земле в сыром лесу,medium,none,meat,"mixed:c,broad:c,edge:m,stream:m",true,true,https://zoomet.ru/mal/malchevski_103.html,,Scolopax Rusticola,,SRC_PANT2001;SRC_MALPUK1983,B,Numbers stable (Malchevsky),candidate
fa_b_curlew,Большой кроншнеп,"кроншнеп, кулик",Numenius arquata,Eurasian curlew,Aves,Charadriiformes,wader,fauna.bird.wader.curlew,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: Declined steadily in XX c. (Malchevsky) — commoner in the past,B,,absent,breeding,breeding,breeding,false,diurnal,"звучное переливчатое «кур-ли, кур-ли» над болотом",spring;summer;autumn,на верховых болотах и лугах,medium,none,meat,"bog:c,flood:c,hay:m",true,true,https://zoomet.ru/mal/malchevski_104.html,breeding|passage,Numenius Arquata,,SRC_PANT2001;SRC_MALPUK1983,B,Declined steadily in XX c. (Malchevsky) — commoner in the past,candidate
fa_b_black_tailed_godwit,Большой веретенник,,Limosa limosa,Black-tailed godwit,Aves,Charadriiformes,wader,fauna.bird.wader.black_tailed_godwit,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a; note: At range edge; in Priilmenye (Сухaнова 1995),C,,absent,breeding,breeding,breeding,false,diurnal,"назойливое «ке-вити, ке-вити»",spring;summer;autumn,на пойменных лугах,low,none,,flood:c,true,false,https://zoomet.ru/mal/malchevski_106.html,breeding|passage,Limosa Limosa,,SRC_PANT2001;SRC_MALPUK1983,B,At range edge; in Priilmenye (Сухaнова 1995),candidate
fa_b_common_gull,Сизая чайка,чайка,Larus canus,Common gull,Aves,Charadriiformes,gull,fauna.bird.gull.common_gull,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: One of the most characteristic gulls (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,"пронзительные крики «кьяу», визгливый смех",spring;summer;autumn,колонии на островах,none,none,eggs,"lake:c,river:c,bank:m,wharf:c,fishing:c,field:m",true,true,https://zoomet.ru/mal/malchevski_110.html,resident|passage|wintering|irruptive,Larus Canus,,SRC_PANT2001;SRC_MALPUK1983,B,One of the most characteristic gulls (Malchevsky),candidate
fa_b_black_headed_gull,Озёрная чайка,"чайка, мартын (народн.)",Chroicocephalus ridibundus,Black-headed gull,Aves,Charadriiformes,gull,fauna.bird.gull.black_headed_gull,universal_taxon,novgorod_land,contextual,"Malchevsky head abundance flags: n/a; note: Remarkable XX c. spread in NW (Malchevsky) -> C, contextual",C,,absent,breeding,breeding,breeding,false,diurnal,резкие хриплые «кррэ» колонии,spring;summer;autumn,шумные колонии на сплавинах,none,none,eggs,"lake:c,flood:c,river:m,wharf:m,field:m",true,true,https://zoomet.ru/mal/malchevski_114.html,passage,Larus Ridibundus,,SRC_PANT2001;SRC_MALPUK1983,B,"Remarkable XX c. spread in NW (Malchevsky) -> C, contextual",candidate
fa_b_black_tern,Чёрная крачка,,Chlidonias niger,Black tern,Aves,Charadriiformes,gull,fauna.bird.gull.black_tern,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: Expanded in XX c. (Malchevsky),C,,absent,breeding,breeding,breeding,false,diurnal,скрипучее «кик-кик»,spring;summer;autumn,на плавающей растительности,none,none,,"lake:c,flood:c",true,true,https://zoomet.ru/mal/malchevski_117.html,breeding,Chlidonias Nigra,,SRC_PANT2001;SRC_MALPUK1983,B,Expanded in XX c. (Malchevsky),candidate
fa_b_common_tern,Речная крачка,рыболовка,Sterna hirundo,Common tern,Aves,Charadriiformes,gull,fauna.bird.gull.common_tern,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common|scarce|rare,B,,absent,breeding,breeding,breeding,false,diurnal,резкое «кирр-ии»; бросается в воду за рыбой,spring;summer;autumn,на песчаных отмелях и островах,none,none,,"lake:c,river:c,bank:m,fishing:m",true,true,https://zoomet.ru/mal/malchevski_118.html,breeding|passage,Sterna Hirundo,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_rock_dove,Сизый голубь,голубь,Columba livia,Rock dove (feral pigeon),Aves,Columbiformes,pigeon,fauna.bird.pigeon.rock_dove,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Only in towns and large villages,A,"Сизый голубь в Новгороде с X в.; синантроп XIII в. (SRC_ZIN2025, SRC_ZIN_NEWS2025); проник на Северо-Запад только с земледелием и городами (Malchevsky)",resident,resident,resident,resident,false,diurnal,"воркование «гурр-гурр», хлопанье крыльев при взлёте",winter;spring;summer;autumn,"в нишах построек, на церквах",low,quarry,meat,"town:c,church:c,wharf:c,market:c,store:m,homestead:m,threshing:m",true,true,https://zoomet.ru/mal/malchevski_123.html,resident,Columba Livia,wk:biology_physiology:rock-pigeon-built-sites-and-food,SRC_PANT2001;SRC_MALPUK1983;SRC_ZIN2025;SRC_ZIN_NEWS2025,B,Only in towns and large villages,candidate
fa_b_stock_dove,Клинтух,,Columba oenas,Stock dove,Aves,Columbiformes,pigeon,fauna.bird.pigeon.stock_dove,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: rare,B,,absent,breeding,breeding,breeding,false,diurnal,глухое «гу-у-гу»,spring;summer;autumn,в дуплах желны,low,none,meat,"broad:c,mixed:m,edge:m",true,false,https://zoomet.ru/mal/malchevski_124.html,breeding|passage,Columba Oenas,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_wood_pigeon,Вяхирь,витютень,Columba palumbus,Common wood pigeon,Aves,Columbiformes,pigeon,fauna.bird.pigeon.wood_pigeon,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: Most numerous pigeon (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,"глухое «ху-хуу-ху, ху-ху» из крон, громкий хлопок крыльев при взлёте",spring;summer;autumn,плоское гнездо на ели,medium,quarry,meat,"mixed:c,conif:c,edge:c,field:m",true,false,https://zoomet.ru/mal/malchevski_125.html,breeding|passage,Columba Palumbus,,SRC_PANT2001;SRC_MALPUK1983,B,Most numerous pigeon (Malchevsky),candidate
fa_b_cuckoo,Обыкновенная кукушка,"кукушка, зегзица (др.-рус.)",Cuculus canorus,Common cuckoo,Aves,Cuculiformes,other,fauna.bird.other.cuckoo,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: Silent after early July — autumn not audible,B,,absent,breeding,breeding,breeding,false,diurnal,"«ку-ку» самца с мая до конца июня (по нему «считают годы»), хохочущая трель самки",spring;summer,подкладывает яйца в чужие гнёзда,none,none,,"edge:c,mixed:c,broad:c,flood:m,bog:m,conif:m",true,true,https://zoomet.ru/mal/malchevski_128.html,,Cuculus Canorus,,SRC_PANT2001;SRC_MALPUK1983,B,Silent after early July — autumn not audible,candidate
fa_b_eagle_owl,Филин,пугач,Bubo bubo,Eurasian eagle-owl,Aves,Strigiformes,owl,fauna.bird.owl.eagle_owl,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: common; note: Was fairly common c.1900 (Malchevsky),B,,resident,resident,resident,resident,false,nocturnal,глухое «у-гу» далеко в ночи; хохот и «пугающие» крики,winter;spring;summer;autumn,"на земле у корней, на обрывах",none,none,feathers,"conif:c,mixed:c,bog:m,bank:m",true,true,https://zoomet.ru/mal/malchevski_130.html,resident|breeding,Bubo Bubo,,SRC_PANT2001;SRC_MALPUK1983,B,Was fairly common c.1900 (Malchevsky),candidate
fa_b_pygmy_owl,Воробьиный сыч,сычик,Glaucidium passerinum,Eurasian pygmy owl,Aves,Strigiformes,owl,fauna.bird.owl.pygmy_owl,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: scarce,B,,resident,resident,resident,resident,false,crepuscular,"монотонный свист «сьюк» в сумерках, осенью — гамма свистов",winter;spring;summer;autumn,в дуплах дятлов в ельниках,none,none,,"conif:c,mixed:m",true,true,https://zoomet.ru/mal/malchevski_133.html,breeding|passage|wintering,Glaucidium Passerinum,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_great_grey_owl,Бородатая неясыть,,Strix nebulosa,Great grey owl,Aves,Strigiformes,owl,fauna.bird.owl.great_grey_owl,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a,B,,resident,resident,resident,resident,false,crepuscular,глухое низкое «ху-ху-ху»,winter;spring;summer;autumn,в старых гнёздах хищников у болот,none,none,,"conif:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_134.html,breeding,Strix Nebulosa,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_tawny_owl,Серая неясыть,сова,Strix aluco,Tawny owl,Aves,Strigiformes,owl,fauna.bird.owl.tawny_owl,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,resident,resident,resident,resident,false,nocturnal,протяжное дрожащее «у-у-у-ху» и резкое «ки-вик»,winter;spring;summer;autumn,в дуплах старых деревьев,none,none,,"broad:c,mixed:c,church:m,homestead:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_135.html,resident|breeding|wintering,Strix Aluco,wk:biology_physiology:fauna-tawny-owl;claim:fauna-tawny-owl-pellets,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_ural_owl,Длиннохвостая неясыть,сова,Strix uralensis,Ural owl,Aves,Strigiformes,owl,fauna.bird.owl.ural_owl,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: common|rare; note: One of the commonest owls (Malchevsky); diet: shrews, voles, moles, mice, squirrels, birds",B,,resident,resident,resident,resident,false,nocturnal,"низкое лающее «ву-ху… ху-ху-вуху», у гнезда — яростная защита",winter;spring;summer;autumn,в дуплах и на изломах стволов,none,none,,"mixed:c,conif:c,edge:m",true,true,https://zoomet.ru/mal/malchevski_136.html,breeding,Strix Uralensis,,SRC_PANT2001;SRC_MALPUK1983,B,"One of the commonest owls (Malchevsky); diet: shrews, voles, moles, mice, squirrels, birds",candidate
fa_b_long_eared_owl,Ушастая сова,сова,Asio otus,Long-eared owl,Aves,Strigiformes,owl,fauna.bird.owl.long_eared_owl,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common,B,,irregular,breeding,breeding,breeding,false,nocturnal,"глухое «ху» с интервалами; птенцы пищат, как скрип калитки",winter;spring;summer;autumn,в старых вороньих гнёздах,none,none,,"edge:c,mixed:m,margin:m",true,true,https://zoomet.ru/mal/malchevski_137.html,breeding|wintering,Asio Otus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_short_eared_owl,Болотная сова,,Asio flammeus,Short-eared owl,Aves,Strigiformes,owl,fauna.bird.owl.short_eared_owl,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: Numbers follow vole years,B,,absent,breeding,breeding,breeding,false,crepuscular,"хрипловатое «чеф-чеф», в токовом полёте хлопки крыльями",spring;summer;autumn,на земле на болотах и лугах,none,none,,"bog:c,flood:c,hay:m",true,true,https://zoomet.ru/mal/malchevski_137.html,,,,SRC_PANT2001;SRC_MALPUK1983,B,Numbers follow vole years,candidate
fa_b_tengmalms_owl,Мохноногий сыч,сыч,Aegolius funereus,Tengmalm's owl,Aves,Strigiformes,owl,fauna.bird.owl.tengmalms_owl,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: rare,B,,resident,resident,resident,resident,false,nocturnal,весной мягкое частое «пу-пу-пу-пу» по ночам,winter;spring;summer;autumn,в дуплах желны,none,none,,"conif:c,mixed:m",true,true,https://zoomet.ru/mal/malchevski_139.html,breeding,Aegolius Funereus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_nightjar,Козодой,полуночник,Caprimulgus europaeus,European nightjar,Aves,Caprimulgiformes,other,fauna.bird.other.nightjar,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Common across NW except near people (Malchevsky),B,,absent,breeding,breeding,breeding,false,nocturnal,"ночное непрерывное сухое урчание «тррррр», как прялка, хлопки крыльев",spring;summer,на земле в сухих борах,none,none,,"conif:c,edge:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_140.html,breeding,Caprimulgus Europaeus,,SRC_PANT2001;SRC_MALPUK1983,B,Common across NW except near people (Malchevsky),candidate
fa_b_swift,Чёрный стриж,стриж,Apus apus,Common swift,Aves,Apodiformes,other,fauna.bird.other.swift,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Also nests in forests far from people (Malchevsky); in 1230 town nesting in wooden roofs/churches plausible -> C; leaves by mid-August,C,,absent,breeding,breeding,absent,false,diurnal,пронзительный визг стай «сриии» над крышами и водой,spring;summer,в дуплах деревьев и в щелях построек,none,none,,"town:c,church:c,conif:m,mixed:m,lake:m,river:m",true,true,https://zoomet.ru/mal/malchevski_141.html,breeding,Apus Apus,,SRC_PANT2001;SRC_MALPUK1983,B,Also nests in forests far from people (Malchevsky); in 1230 town nesting in wooden roofs/churches plausible -> C; leaves by mid-August,candidate
fa_b_kingfisher,Зимородок,,Alcedo atthis,Common kingfisher,Aves,Coraciiformes,other,fauna.bird.other.kingfisher,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a; note: Present in small numbers «видимо издавна» (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,резкий свист «тии» над самой водой,spring;summer;autumn,нора в обрыве берега,none,none,feathers,"stream:c,bank:c,river:m",true,false,https://zoomet.ru/mal/malchevski_142.html,breeding,Alcedo Atthis,,SRC_PANT2001;SRC_MALPUK1983,B,Present in small numbers «видимо издавна» (Malchevsky),candidate
fa_b_wryneck,Вертишейка,,Jynx torquilla,Eurasian wryneck,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.wryneck,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common,B,,absent,breeding,breeding,breeding,false,diurnal,"гнусавое «кьи-кьи-кьи»; в дупле шипит, как змея",spring;summer,в дуплах,none,none,,"edge:c,garden:m,broad:m",true,true,https://zoomet.ru/mal/malchevski_145.html,breeding|passage,Jynx Torquilla,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_black_woodpecker,Желна,чёрный дятел,Dryocopus martius,Black woodpecker,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.black_woodpecker,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common|rare; note: Was common in mature conifer forests (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"громкое «кри-кри-кри» в полёте, протяжный жалобный крик «клиээ» на дереве, мощная дробь",winter;spring;summer;autumn,выдолбленное овальное дупло в старой сосне или осине,none,none,,"conif:c,mixed:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_146.html,breeding|wintering,Dryocopus Martius,,SRC_PANT2001;SRC_MALPUK1983,B,Was common in mature conifer forests (Malchevsky),candidate
fa_b_grey_headed_woodpecker,Седой дятел,,Picus canus,Grey-headed woodpecker,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.grey_headed_woodpecker,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a,B,,resident,resident,resident,resident,false,diurnal,нисходящий свист «кью-кью-кью»,winter;spring;summer;autumn,в дуплах лиственных деревьев,none,none,,"broad:c,mixed:m,flood:m",true,true,https://zoomet.ru/mal/malchevski_148.html,wintering|irruptive,Picus Canus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_great_spotted_woodpecker,Большой пёстрый дятел,дятел,Dendrocopos major,Great spotted woodpecker,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.great_spotted_woodpecker,universal_taxon,novgorod_land,ubiquitous,"Malchevsky head abundance flags: most_numerous|common; note: Most numerous and eurytopic woodpecker (Malchevsky); «кузницы» — шишки, зажатые в развилках",B,,resident,resident,resident,resident,false,diurnal,"резкое «кик!», весной частая дробь-барабан по сухому суку",winter;spring;summer;autumn,дупло в стволе,none,none,,"conif:c,mixed:c,broad:c,edge:c,garden:m,church:m",true,true,https://zoomet.ru/mal/malchevski_149.html,resident|breeding|passage|wintering|irruptive,Dendrocopos Major,,SRC_PANT2001;SRC_MALPUK1983,B,"Most numerous and eurytopic woodpecker (Malchevsky); «кузницы» — шишки, зажатые в развилках",candidate
fa_b_white_backed_woodpecker,Белоспинный дятел,дятел,Dendrocopos leucotos,White-backed woodpecker,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.white_backed_woodpecker,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: rare; note: Long rare in NW (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"глухое «кюк», длинная ускоряющаяся дробь",winter;spring;summer;autumn,дупло в гнилой берёзе или ольхе,none,none,,"broad:c,flood:m,mixed:m",true,true,https://zoomet.ru/mal/malchevski_150.html,breeding|wintering,Dendrocopos Leucotos,,SRC_PANT2001;SRC_MALPUK1983,B,Long rare in NW (Malchevsky),candidate
fa_b_lesser_spotted_woodpecker,Малый пёстрый дятел,дятел,Dryobates minor,Lesser spotted woodpecker,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.lesser_spotted_woodpecker,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common; note: Status unchanged for 100 years (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"тонкое «ки-ки-ки-ки», слабая дробь",winter;spring;summer;autumn,дупло в мягкой древесине,none,none,,"broad:c,edge:c,flood:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_151.html,breeding|wintering,Dendrocopos Minor,,SRC_PANT2001;SRC_MALPUK1983,B,Status unchanged for 100 years (Malchevsky),candidate
fa_b_three_toed_woodpecker,Трёхпалый дятел,дятел,Picoides tridactylus,Eurasian three-toed woodpecker,Aves,Piciformes,woodpecker,fauna.bird.woodpecker.three_toed_woodpecker,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a,B,,resident,resident,resident,resident,false,diurnal,"тихое «кюк», короткая дробь; кольца «окольцовки» на стволах",winter;spring;summer;autumn,дупло в ели,none,none,,"conif:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_152.html,breeding,Picoides Tridactylus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
