role_id,register,literacy_expectation_ru,speech_notes_ru,derivation_rule,source_refs,confidence
nov_role_ponomar,formal_literate,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_ponomar,C
nov_role_church_guard,formal_literate,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_church_guard,C
nov_role_church_scribe,formal_literate,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_church_scribe,C
nov_role_pilgrim,formal_literate,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_pilgrim,C
nov_role_guide,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_guide,C
nov_role_ferryman,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_ferryman,C
nov_role_boatman,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_boatman,C
nov_role_helmsman,everyday_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_helmsman,C
nov_role_cart_driver,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_cart_driver,C
nov_role_winter_road_man,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_winter_road_man,C
nov_role_portage_worker,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_portage_worker,C
nov_role_merchant_companion,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_companion,C
nov_role_druzhina_companion,everyday_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_druzhina_companion,C
nov_role_kholop,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_kholop,C
nov_role_debtor,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_debtor,C
nov_role_runaway,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_runaway,C
nov_role_orphan,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_orphan,C
nov_role_outsider,everyday_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_outsider,C
nov_role_izgoi,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_izgoi,C
nov_role_captive,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_captive,C
nov_role_beggar,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_beggar,C
nov_role_sick_disabled,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_sick_disabled,C
nov_role_no_guarantor,plain_oral,"низкая по умолчанию; выше у элиты, церкви, писцов и купеческих доверенных","новгородская русская речь; у чужих гостей возможен немецкий, финно-угорский или иной говор; переводчик требуется по ситуации","register=formal_literate if social_rank in {elite,high}, or role_group=церковь, or role_title/historical_term names a literate occupation (писец/дьяк/приказчик/доверенный); plain_oral if social_rank in {low,dependent,outcast}; else everyday_oral. Matches the named exception groups (элита, церковь, писцы, купеческие доверенные) stated in literacy_expectation itself, rather than a generic substring search over that constant text.",novgorod_social_roles_v1_enriched.tsv#nov_role_no_guarantor,C
