pff_id,pf_id,facet_id,facet_order,slots,coverage,claim_ref_count,needs,limits,residual_needs,claim_refs,source_refs,confidence,status
pff_arable_field__soil_crop_and_tools,pf_arable_field,soil_crop_and_tools,1,facet_ground,supported,4,"Какие почва, борозды, стерня, всходы, камни и остатки работ определяют движение и труд? | Как пашня, посев, прополка, жатва и залежь меняют поверхность?",Культура и урожай не предполагаются без профиля.,,claim:regional-agriculture-practice;claim:rural-agriculture-crop-context;claim:household-ploughshare-tillage;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=arable_field].facets[facet=soil_crop_and_tools],B,candidate
pff_arable_field__labor_and_animals,pf_arable_field,labor_and_animals,2,facet_use_people,supported,3,"Какие упряжь, плуг, серп, корзины, рабочие животные и помощь нужны разным работам? | Как различаются земледелец, пастух, путник и ребёнок в поле?",Орудия и животные имеют owner/source.,,claim:regional-agriculture-practice;claim:domestic-animal-context;claim:harvest-sickle-crops-grasses,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=arable_field].facets[facet=labor_and_animals],B,candidate
pff_arable_field__exposure_and_marks,pf_arable_field,exposure_and_marks,3,facet_senses_traces,partial,2,"Как ветер, пыль, запах земли, открытый обзор, жаворонки и дальние звуки меняют опыт? | Какие следы колёс, копыт, уборки, вредителей и дождя требуют различения?",Не выводить виновника по одному следу.,"Связь открытого поля с ветром, пылью, обзором и читаемостью человеческих/колёсных следов.",claim:residual-traces-animal-trace-types;claim:residual-traces-animal-trace-weather-decay,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=arable_field].facets[facet=exposure_and_marks],B,candidate
pff_arable_field__seasonal_pressure,pf_arable_field,seasonal_pressure,4,facet_risks_upkeep,partial,1,"Какие риски дают град, засуха, грязь, ранний мороз, животные и усталость? | Какие работы по межам, дренажу, изгороди и сбору меняют поле со временем?",Не симулировать агрокалендарь без committed process.,"Общие отношения культурных растений с засухой, градом, ранним морозом, животными и сезонным уходом.",claim:rural-agriculture-crop-context,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=arable_field].facets[facet=seasonal_pressure],B,candidate
pff_hay_meadow__grass_cut_and_drying,pf_hay_meadow,grass_cut_and_drying,1,facet_ground,supported,6,"Какая высота травы, влажность, валки, копны и ровность земли важны для косьбы и прохода? | Как дождь, роса, ветер и сезон делают сено пригодным или мокрым?",Не считать сенокос уже проведённым.,,claim:household-scythe-cutting;claim:medieval-novgorod-landscape-attests-volkhov-ilmen-woodland-meadow-context;claim:practical-fodder-hay;claim:food-drying-depends-on-humidity-airflow;claim:population-physics-evaporation-humidity;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hay_meadow].facets[facet=grass_cut_and_drying],B,candidate
pff_hay_meadow__workers_means_and_carrying,pf_hay_meadow,workers_means_and_carrying,2,facet_use_people,supported,3,"Какие косы, грабли, вилы, верёвки, носилки и телеги нужны разным масштабам работы? | Как координация людей, детей и животных меняет темп и опасность?",Инструменты/труд не возникают без причины.,,claim:household-scythe-cutting;claim:settlement-cart-transport;claim:domestic-animal-context,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hay_meadow].facets[facet=workers_means_and_carrying],B,candidate
pff_hay_meadow__meadow_signals,pf_hay_meadow,meadow_signals,3,facet_senses_traces,partial,3,"Какие запах срезанной травы, стрёкот, пыльца, открытый свет и следы волочения различимы? | Как вчерашний покос, ночной дождь или выпас меняют читаемые следы?",Не приписывать недавнюю работу конкретному actor.,"Связь покоса, дождя и выпаса с сенокосными следами, запахом и насекомыми.",claim:residual-traces-animal-trace-weather-decay;claim:place-outdoors-clearing-and-trace-renewal;claim:place-outdoors-cover-opening-and-work-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hay_meadow].facets[facet=meadow_signals],B,candidate
pff_hay_meadow__fodder_risk_and_storage_link,pf_hay_meadow,fodder_risk_and_storage_link,4,facet_risks_upkeep,partial,2,"Какие пожароопасность сухого сена, гроза, порча от воды и усталость требуют последствий? | Как вывоз, укладка и защита от дождя связывают луг с дорогой и амбаром?",Не считать объём заготовки без quantity owner.,Связь сухого сена с пожарным риском и порчей от воды.,claim:ordinary-life-household-needs-heat-food-storage;claim:settlement-cart-transport,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hay_meadow].facets[facet=fodder_risk_and_storage_link],B,candidate
pff_broadleaf_woodland__trees_ground_and_passage,pf_broadleaf_woodland,trees_ground_and_passage,1,facet_ground,supported,4,"Какие лиственные стволы, кустарник, листовой опад, корни, валежник и склоны меняют путь? | Как листва, грязь, снег и бурелом меняют обзор и скорость?",Не перечислять породы как закрытый набор.,,claim:medieval-novgorod-landscape-attests-volkhov-ilmen-woodland-meadow-context;claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland].facets[facet=trees_ground_and_passage],B,candidate
pff_broadleaf_woodland__forest_life_and_material,pf_broadleaf_woodland,forest_life_and_material,2,facet_use_people,supported,3,"Какие грибы, ягоды, насекомые, птицы, звери и древесный материал могут быть уместны по сезону? | Какие действия: сбор, рубка, поиск, укрытие, охота — требуют реального доступа и средств?",Никакой ресурс не free loot без source transition.,,claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland;claim:agriculture-fauna-hunting-economic-context;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland].facets[facet=forest_life_and_material],B,candidate
pff_broadleaf_woodland__woodland_perception,pf_broadleaf_woodland,woodland_perception,3,facet_senses_traces,partial,4,"Как шелест, капли, запах перегноя, дым издали, пятнистый свет и эхо меняют слышимость и ориентацию? | Какие следы тропы, среза, зверя, костра и волочения читаемы на разных грунтах?",Не делать следы точной идентификацией.,"Связь лиственного полога и лесного грунта со светом, звуком, запахом и читаемостью следов.",claim:residual-traces-animal-trace-types;claim:residual-traces-animal-trace-weather-decay;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland].facets[facet=woodland_perception],B,candidate
pff_broadleaf_woodland__woodland_hazards_and_care,pf_broadleaf_woodland,woodland_hazards_and_care,4,facet_risks_upkeep,partial,4,"Какие риски: потеря пути, падающее дерево, клещи, огонь, ночной холод — зависят от сезона? | Какая maintenance троп, делянок, кострищ или заготовок может быть причинно видима?",Конкретные hazards и history management принадлежат состоянию; не объявлять лес managed без owner.,"Связь валежника, огня, ночного холода и расчистки с проходимостью и риском.",claim:practical-season-work;claim:work-waste-context;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland].facets[facet=woodland_hazards_and_care],B,candidate
pff_conifer_woodland__needles_roots_and_snow,pf_conifer_woodland,needles_roots_and_snow,1,facet_ground,partial,3,"Как хвоя, смола, сухие ветви, корни, мох и снежный покров меняют опору, огонь и путь? | Как ветер, оттепель и ледяной дождь меняют крону и опасность ветровала?",Не утверждать лесной состав конкретной локации.,"Связь хвойной подстилки, корней, снежного покрова и ветра с опорой, проходимостью и ветровалом.",claim:residual-tree-picea-abies-evergreen-needles;claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland].facets[facet=needles_roots_and_snow],B,candidate
pff_conifer_woodland__shelter_material_and_life,pf_conifer_woodland,shelter_material_and_life,2,facet_use_people,partial,4,"Какие укрытие, смолистое топливо, шишки, звериные убежища и птицы требуют сезонной оценки? | Какие способы рубки, переноски, ночёвки и ориентирования зависят от means?",Использование дерева требует прав и conservation.,"Связь хвойного леса с укрытием, топливом и сезонной обычной фауной.",claim:place-ant-workers-tend-immature-stages-and-some-larvae-form-cocoons;claim:place-some-ant-workers-can-carry-immature-brood-during-colony-relocation;claim:residual-tree-picea-abies-cones-brown-at-maturity;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland].facets[facet=shelter_material_and_life],B,candidate
pff_conifer_woodland__shade_sound_and_tracks,pf_conifer_woodland,shade_sound_and_tracks,3,facet_senses_traces,partial,2,"Как постоянная тень, запах смолы, глухой настил и капли влияют на видимость и звук? | Какие следы на хвое, снегу и мху быстро исчезают или сохраняются?",Давность следа не угадывать без основания.,"Связь хвойного полога, подстилки и снега с тенью, звуком, следами и их сохранностью.",claim:residual-traces-animal-trace-weather-decay;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland].facets[facet=shade_sound_and_tracks],B,candidate
pff_conifer_woodland__coniferous_risks,pf_conifer_woodland,coniferous_risks,4,facet_risks_upkeep,partial,3,"Какие риски: пожар от сухостоя, снежные ветви, темнота, смоляной дым, заблудиться — нужны? | Какая расчистка или выбор тропы делает это место доступнее?","Конкретные hazards, тропа и upkeep принадлежат состоянию; не создавать тропу ради удобства игрока.","Связь сухостоя и хвойной подстилки с пожарным риском, а снеговой нагрузки — с ветвями.",claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:work-waste-context;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland].facets[facet=coniferous_risks],B,candidate
pff_mixed_woodland__patchwork_ground,pf_mixed_woodland,patchwork_ground,1,facet_ground,supported,7,"Какие чередования сухих бугров, сырого мха, листвы, хвои и кустарника меняют локальный маршрут? | Как сезон делает один участок проходимым, другой вязким или скрытым?",No local substrate or route follows.,,claim:wetland-hydric-soil-depends-on-saturation;claim:foundations-earth-07-soil-water-states;claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-microterrain-patches;claim:residual-nature-snow-melt-refreeze-crust;claim:residual-nature-snow-wind-drift-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland].facets[facet=patchwork_ground],B,candidate
pff_mixed_woodland__foraging_and_movement,pf_mixed_woodland,foraging_and_movement,2,facet_use_people,supported,6,"Какие разные материалы, корм, укрытия и звериные пути могут пересекаться без inventory whitelist? | Как охотник, сборщик, дровосек и путник читают разные признаки?","Co-occurrence, resource, animal, occupation and access in a specific transition are scene state, not WK facts.",,claim:fauna-mammals-brown-bear-food-driven-movement;claim:troitsky-bilberry-incidence-indicates-northern-heath-clearing-exploitation;claim:ordinary-life-carpenter-works-wood-with-tools;claim:place-outdoors-forest-structure-and-season;claim:reconstructed-place-work-vegetation-can-snag-flexible-lines-or-loads;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland].facets[facet=foraging_and_movement],B,candidate
pff_mixed_woodland__changing_signals,pf_mixed_woodland,changing_signals,3,facet_senses_traces,partial,5,"Как смена кроны меняет ветер, свет, запах, звук и дальность зрения? | Какие следы животных и людей обрываются на смене грунта?",Signals do not identify an actor or direction.,"canopy-specific light, sound and scent effects",claim:foundations-earth-27-fog-visibility;claim:research-atmospheric-conditions-affect-smoke-transport-and-dispersion;claim:research-footprint-track-interpretation-can-depend-on-substrate;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland].facets[facet=changing_signals],B,candidate
pff_mixed_woodland__transition_hazards,pf_mixed_woodland,transition_hazards,4,facet_risks_upkeep,partial,4,"Какие скрытые сырые места, заросли, бурелом и лесной пожар важны на стыках? | Какие maintenance действия могут удерживать лесную тропу, не создавая её по умолчанию?",No hazard or maintained path is assumed.,forest-fire spread and trail-maintenance causal premises,claim:candidate-river-flood-woody-debris-transport-retention-conditional;claim:population-material-wood-decay;claim:population-material-wood-combustion;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland].facets[facet=transition_hazards],B,candidate
pff_forest_edge__edge_structure,pf_forest_edge,edge_structure,1,facet_ground,partial,4,"Какие кусты, молодая поросль, канавы, межи, валежник и просветы создают проходимость? | Как расчистка, выпас, пожар и сезонная поросль меняют границу?",No fixed edge line.,"edge regrowth, grazing and clearance effects",claim:candidate-river-flood-woody-debris-transport-retention-conditional;claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge].facets[facet=edge_structure],B,candidate
pff_forest_edge__meeting_of_uses,pf_forest_edge,meeting_of_uses,2,facet_use_people,partial,5,"Какие сбор, выпас, заготовка, наблюдение, укрытие и переход между средами возможны? | Как различаются потребности поля, дороги, лесника, охотника и домашних животных?","Actual users, shared use, conflict and access are scene/social state.","general work traces left by clearance, grazing and gathering",claim:agriculture-fauna-hunting-economic-context;claim:fauna-mammals-ruminant-grazing-selectivity;claim:ordinary-life-fisher-needs-water-and-gear;claim:place-outdoors-forest-structure-and-season;claim:reconstructed-place-work-vegetation-can-snag-flexible-lines-or-loads,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge].facets[facet=meeting_of_uses],B,candidate
pff_forest_edge__visibility_and_sign,pf_forest_edge,visibility_and_sign,3,facet_senses_traces,partial,6,"Как свет из поля, тень леса, ветер, запахи и птичьи голоса меняют раннее предупреждение? | Какие следы зверя, колёс, рубки и выпаса переходят между субстратами?",No certain direction or identity.,"edge-specific wheel, cutting and grazing trace interpretation",claim:foundations-earth-27-fog-visibility;claim:residual-traces-animal-trace-types;claim:research-footprint-track-interpretation-can-depend-on-substrate;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal;claim:place-outdoors-cover-opening-and-work-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge].facets[facet=visibility_and_sign],B,candidate
pff_forest_edge__edge_risks,pf_forest_edge,edge_risks,4,facet_risks_upkeep,partial,5,"Какие риски: внезапный ветер, огонь, засада, потеря вещи в кустах, клещи — требуют contextual resolution? | Какая обрезка, изгородь или тропа меняет край и оставляет work traces?",No threat or fence is created.,pruning/fence work traces and fire spread,claim:fauna-tick-questing;claim:population-material-wood-combustion;claim:static-weather-b06-typical-advancing-cloud-sequence-can-warn-of-approaching-rain-and-increasing-wind;claim:place-outdoors-forest-structure-and-season;claim:reconstructed-place-work-vegetation-can-snag-flexible-lines-or-loads,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge].facets[facet=edge_risks],B,candidate
pff_bog__peat_water_and_footing,pf_bog,peat_water_and_footing,1,facet_ground,partial,4,"Какие торф, мох, кочки, открытая вода, сплавина и вязкая почва меняют вес, шаг и маршрут? | Как засуха, дождь, заморозок и снег делают риск иначе?",Bog is not automatically impassable.,"peat, hummock, floating-mat and seasonal freeze-thaw behaviour",claim:wetland-hydric-soil-depends-on-saturation;claim:foundations-earth-07-soil-water-states;claim:residual-nature-snow-grain-compaction;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog].facets[facet=peat_water_and_footing],B,candidate
pff_bog__wetland_life_and_material,pf_bog,wetland_life_and_material,2,facet_use_people,partial,4,"Какие мхи, ягоды, насекомые, птицы, лягушки и сырой древесный материал могут быть релевантны? | Какие сбор, обход, охота или поиск требуют средств и времени?",No taxon or resource presence.,"bog-specific moss, amphibian, bird and wet-wood relations",claim:troitsky-bilberry-incidence-indicates-northern-heath-clearing-exploitation;claim:fauna-dragonfly-foodweb;claim:static-phragmites-australis-modern-native-range-includes-northwest-european-russia;claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog].facets[facet=wetland_life_and_material],B,candidate
pff_bog__bog_perception,pf_bog,bog_perception,3,facet_senses_traces,partial,3,"Как туман, запах торфа, комары, приглушённый звук и однообразный горизонт меняют ориентацию? | Какие следы быстро заливает вода, а какие остаются на кочках?",Atmosphere is not danger proof.,water-overwriting of traces and bog acoustics,claim:foundations-earth-27-fog-visibility;claim:residual-nature-stars-horizon-navigation;claim:research-footprint-track-interpretation-can-depend-on-substrate,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog].facets[facet=bog_perception],B,candidate
pff_bog__wetland_hazards_and_routes,pf_bog,wetland_hazards_and_routes,4,facet_risks_upkeep,partial,3,"Какие утопание, переохлаждение, потеря груза, дым от огня и отсутствие опор опасны? | Какие жерди, настилы, проводник и upkeep перехода могут снижать риск?","Actual pole, boardwalk, guide, route condition and crossing safety are scene state.",general consequences of repeated wetland crossing on simple temporary supports,claim:research-cold-water-immersion-can-impair-muscle-control;claim:candidate-physiology-v3-drowning-respiratory-impairment;claim:force-contact-geometry,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog].facets[facet=wetland_hazards_and_routes],B,candidate
pff_marshy_stream__channel_and_margins,pf_marshy_stream,channel_and_margins,1,facet_ground,partial,3,"Какие ручей, промоины, камни, ил, ольшаник и мокрые берега прерывают путь? | Как ливень, замерзание и бобровая деятельность при наличии меняют поток?","Actual channel morphology, water level, beaver and margin are scene state.",general small-channel obstruction and bank-change relations,claim:foundations-earth2-06-precipitation-infiltration-runoff-limit;claim:research-freeze-thaw-can-loosen-consolidated-sediment-for-erosion;claim:white-willow-depends-on-moist-lit-riparian-habitat,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream].facets[facet=channel_and_margins],B,candidate
pff_marshy_stream__water_edge_use,pf_marshy_stream,water_edge_use,2,facet_use_people,partial,5,"Какие забор воды, переправа, поиск корма, лов мелочи и прокладка тропы возможны? | Какие средства: камни, жердь, сапоги, мосток — требуют физической проверки?",No bridge or safe crossing.,small-stream crossing and water-collection practice,claim:force-contact-geometry;claim:foundations-phys-04-fluid-viscous-resistance;claim:ordinary-life-fisher-needs-water-and-gear;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream].facets[facet=water_edge_use],B,candidate
pff_marshy_stream__small_corridor_signals,pf_marshy_stream,small_corridor_signals,3,facet_senses_traces,partial,3,"Как журчание, сырость, густая растительность, тень и следы у воды меняют слышимость/обзор? | Какие выдры, птицы, насекомые или следы копыт следует рассматривать только как условия?",No animal presence.,corridor sound/cover and context-specific traces,claim:foundations-earth-27-fog-visibility;claim:fauna-mammals-european-otter-solitary-crepuscular;claim:fauna-tick-questing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream].facets[facet=small_corridor_signals],B,candidate
pff_marshy_stream__stream_risk_and_care,pf_marshy_stream,stream_risk_and_care,4,facet_risks_upkeep,partial,5,"Какие скольжение, быстрый подъём воды, подмыв и насекомые создают hazards? | Какая расчистка, настил и обход требуют maintenance history?",No maintained path.,drainage clearing and crossing upkeep,claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load;claim:foundations-haz-05-slope-water-triggers;claim:research-cold-water-immersion-can-impair-muscle-control;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream].facets[facet=stream_risk_and_care],B,candidate
pff_village_lane__rut_and_verge,pf_village_lane,rut_and_verge,1,facet_ground,partial,5,"Какие колеи, глина, песок, лужи, трава по краям и канавы определяют ходьбу и воз? | Как сезонные перевозки, дождь, мороз и подсыпка меняют покрытие?",No width or current quality.,"lane drainage, surfacing and seasonal maintenance",claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load;claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:foundations-earth2-06-precipitation-infiltration-runoff-limit;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=village_lane].facets[facet=rut_and_verge],B,candidate
pff_village_lane__daily_traffic,pf_village_lane,daily_traffic,2,facet_use_people,supported,7,"Какие люди, скот, телеги, дрова, вода и хозяйственные грузы встречаются в разное время? | Как ребёнок, старик, всадник и возница проходят один и тот же узкий участок?","Текущие люди, грузы и расписание задаются сценой. Повторное движение, его следы, смена хозяйственной работы и согласованный проход покрыты качественно; это не полный roster деревни.",,claim:environment-p1-horse-transport;claim:settlement-cart-transport;claim:ordinary-life-fisher-needs-water-and-gear;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:place-community-funeral-transfer-can-require-coordinated-carrying-and-passage,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=village_lane].facets[facet=daily_traffic],B,candidate
pff_village_lane__lane_senses_and_marks,pf_village_lane,lane_senses_and_marks,3,facet_senses_traces,partial,6,"Какие лай собак, дым, навоз, голоса, пыль и огни дворов слышны/видны? | Какие следы колёс, копыт, босых ног, выгула и чистки требуют различения?",Traces do not reveal private life.,wheel/hoof/household-trace differentiation,claim:residual-traces-animal-trace-types;claim:research-footprint-track-interpretation-can-depend-on-substrate;claim:research-atmospheric-conditions-affect-smoke-transport-and-dispersion;claim:place-outdoors-activity-sensory-pulses;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=village_lane].facets[facet=lane_senses_and_marks],B,candidate
pff_village_lane__lane_hazards_upkeep,pf_village_lane,lane_hazards_upkeep,4,facet_risks_upkeep,partial,5,"Какие грязь, лёд, выбоины, бегущий скот и ночная темнота создают hazards? | Какие расчистка, канавы, подсыпка и ремонт дают maintenance variation?",No upkeep completion.,"ditch, filling and repair work consequences",claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:place-outdoors-cover-opening-and-work-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=village_lane].facets[facet=lane_hazards_upkeep],B,candidate
pff_peasant_homestead__plot_and_utility,pf_peasant_homestead,plot_and_utility,1,facet_ground,supported,7,"Какие двор, ограда, колодец, поленница, огород, навозная куча и проходы разделяют работы? | Как сезонные запасы, дождь, снег и уборка меняют пространство?","Plot layout, current drainage, manure, stock and wealth are scene state.",,claim:settlement-log-building-form;claim:settlement-underfloor-storage;claim:agriculture-fauna-tow-log-gaps;claim:place-outdoors-season-work-space-reallocation;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:foundations-earth2-06-precipitation-infiltration-runoff-limit;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=peasant_homestead].facets[facet=plot_and_utility],B,candidate
pff_peasant_homestead__household_cycles,pf_peasant_homestead,household_cycles,2,facet_use_people,supported,8,"Какие готовка, вода, кормление, починка, прядение, заготовка и уход за детьми требуют среды? | Как роли жильца, гостя, работника и животного дают разные видимые маршруты?","Household members, cycles, child care and work allocation are scene state.",,claim:food-practices-rye-flour-bread;claim:ordinary-life-apprentice-learns-and-assists;claim:animal-care-needs-presence;claim:place-outdoors-means-upkeep-and-environment;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-dwelling-interior-tasks-adjust-to-space-heat-and-attention,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=peasant_homestead].facets[facet=household_cycles],B,candidate
pff_peasant_homestead__domestic_signals,pf_peasant_homestead,domestic_signals,3,facet_senses_traces,supported,7,"Какие дым, пар, пища, навоз, стук, животные и свет из окон меняются днём/ночью? | Какие следы колки дров, стирки, выноса золы и ремонта можно наблюдать?",No intent from traces.,,claim:research-fuel-burning-stoves-can-add-indoor-water-vapour;claim:ordinary-life-smith-leaves-scale-ash-offcuts;claim:population-material-wood-combustion;claim:place-outdoors-activity-sensory-pulses;claim:place-outdoors-clearing-and-trace-renewal;claim:reconstructed-dwelling-interior-light-and-air-change-with-opening-weather-and-fuel;claim:reconstructed-place-work-process-residue-can-differ-by-material-work,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=peasant_homestead].facets[facet=domestic_signals],B,candidate
pff_peasant_homestead__homestead_risk_and_care,pf_peasant_homestead,homestead_risk_and_care,4,facet_risks_upkeep,partial,6,"Какие пожар, падение в колодец, скользкий двор, хищник для птицы и порча запасов требуют context? | Какая maintenance ограды, крыши, дренажа и чистоты должна влиять на состояние?",Access and property stay code-owned.,"well, poultry-predator and yard sanitation risks",claim:household-roof-local-condition-guides-repair;claim:water-can-cool-class-a-fire-fuel-and-flame;claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load;claim:place-outdoors-means-upkeep-and-environment;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=peasant_homestead].facets[facet=homestead_risk_and_care],B,candidate
pff_outbuildings__structure_and_storage,pf_outbuildings,structure_and_storage,1,facet_ground,partial,4,"Какие стены, пол, порог, крыша, стойла, полки и запоры меняют доступ, сухость и вместимость? | Как сырость, снег, вредители и починка влияют на их состояние?","Actual threshold, stall, shelf, lock, inventory and stock are scene state.",general enclosed wood moisture/ventilation interaction,claim:settlement-wood-building;claim:foundations-mat-07-wood-storage-biological-damage;claim:household-roof-layers-shed-water;claim:reconstructed-place-work-spilled-dry-goods-can-increase-floor-level-pest-access,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=outbuildings].facets[facet=structure_and_storage],B,candidate
