pf_id,wk_family_ref,name_ru,name_en,pf_kind,description_en,composes_with,layers_applicable,layers_not_applicable,layers_note,facet_ground,facet_use_people,facet_senses_traces,facet_risks_upkeep,facet_count,wk_claim_ref_count,wk_coverage,landscape_template_refs,land_use_template_refs,place_template_refs,water_body_template_refs,route_template_refs,template_refs_not_in_novgorod_candidate,templates_not_applicable,v6_g4_location_types,spatial_v3_scene_template_refs,master_location_archetypes,region_id,universal,source_refs,confidence,status,notes
pf_outbuildings,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=outbuildings],"Хозяйственные постройки (хлев, сарай, навес)",Outbuildings,structure,Working outbuildings around household or town yard.,pf_peasant_homestead;pf_town_courtyard;pf_cellar_granary;pf_threshing_barn;pf_bathhouse,surface;natural_materials,relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"structure_and_storage[4,partial]","animal_and_work_use[11,partial]","enclosed_senses_and_traces[3,partial]","confined_risk_and_upkeep[7,partial]",4,25,supported 0; partial 4,,,pt_isolated_farmstead;pt_hamlet;pt_village;pt_estate_center;pt_monastic_grange;pt_town;pt_posad_suburb,,,,,barn_klet_strip;barns_kleti;boat_shelter;cattle_corner;cattle_pens;cattle_yard;ferryman_shed;fuel_yard;kitchen_service;klet_and_barn;klet_barn_zone;master_yard;service_yard;shelter_shed;stable_cattle;stable_yard;storage_shed;store_shed;timber_stack;tool_shed;tool_storage;wood_stack;work_sheds;work_yard,stfv3__g5_work_storage_social_v1@1,byre;stable;storehouse,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=outbuildings];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.outbuildings,C,candidate,
pf_cellar_granary,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=cellar_granary],"Погреб, клеть, амбар",Cellar / granary,structure,Cool or dry storage enclosure with preservation constraints.,pf_peasant_homestead;pf_town_courtyard;pf_outbuildings;pf_market_square,surface;natural_materials,relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"temperature_dryness_and_containers[4,supported]","handling_and_access[7,supported]","storage_signals[3,partial]","preservation_hazards[4,partial]",4,18,supported 2; partial 2,,,pt_isolated_farmstead;pt_hamlet;pt_village;pt_estate_center;pt_monastic_grange;pt_town;pt_city_major_center;pt_posad_suburb;pt_market_place,,,,,barn_klet_strip;barns_kleti;klet_and_barn;klet_barn_zone;salt_storage;storage_granary_belts;storage_klet;storage_kleti;store_yard;storehouses;treasury_klet,stfv3__g5_work_storage_social_v1@1,cellar;storehouse,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=cellar_granary];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.cellar_granary,C,candidate,
pf_bathhouse,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bathhouse],Баня,Bathhouse,structure,"Heated washing space with fire, water and privacy constraints.",pf_peasant_homestead;pf_town_courtyard;pf_riverbank;pf_forest_edge,surface;water_body;natural_materials,relief;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"heat_water_and_material[3,supported]","washing_and_labor[5,partial]","steam_and_marks[3,supported]","bathhouse_hazards[3,partial]",4,14,supported 2; partial 2,,,pt_isolated_farmstead;pt_hamlet;pt_village;pt_town;pt_city_major_center;pt_posad_suburb;pt_monastery,wb_small_river;wb_brook;wb_freshwater_pond,,,,,,bathhouse,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bathhouse];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.bathhouse,C,candidate,
pf_smithy,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=smithy],Кузница,Smithy,structure,"Hot craft workspace where material, tools and fire constrain work.",pf_town_courtyard;pf_market_square;pf_road;pf_outbuildings,surface;natural_materials,relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"forge_material_and_layout[6,supported]","craft_labor_and_flow[6,partial]","fire_sounds_and_residue[8,supported]","forge_hazards_and_upkeep[6,partial]",4,26,supported 2; partial 2,,,pt_village;pt_town;pt_city_major_center;pt_posad_suburb;pt_estate_center;pt_monastery;pt_iron_smelting_site,,,,,,,forge,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=smithy];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.smithy,C,candidate,
pf_mill,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mill],Мельница (водяная),Mill,structure,Water- or wind-driven grain-processing setting with moving machinery.,pf_river_channel;pf_marshy_stream;pf_village_lane;pf_arable_field,surface;relief;water_body;bank_structure;riparian_vegetation;natural_materials,tree_layer;shrub_layer;ground_cover,,"power_water_and_mechanism[4,partial]","milling_labor_and_queue[6,partial]","mill_senses_and_traces[6,supported]","mill_hazards[6,partial]",4,22,supported 1; partial 3,,lu_watermill_water_management,pt_watermill_site,wb_mill_leat;wb_reservoir_impoundment;wb_small_river;wb_brook,,lu_watermill_water_management;pt_watermill_site;wb_mill_leat;wb_reservoir_impoundment,,,,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mill];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.mill,C,candidate,pt_watermill_site and lu_watermill_water_management are universal seed rows not promoted in the Novgorod 1230-1250 regional-environment candidate; regional applicability for 1230 is unconfirmed (gap). pt_windmill_site deliberately excluded as anachronistic for Rus c. 1230.
pf_threshing_barn,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=threshing_barn],"Гумно, ток",Threshing barn,structure,Seasonal grain-handling and drying work space.,pf_arable_field;pf_cellar_granary;pf_peasant_homestead;pf_village_lane,surface;natural_materials,relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"floor_crop_and_air[4,partial]","processing_and_carrying[4,partial]","dust_sound_and_chaff[5,partial]","barn_risk_and_care[7,partial]",4,20,supported 0; partial 4,,lu_rainfed_arable,pt_isolated_farmstead;pt_hamlet;pt_village;pt_estate_center;pt_monastic_grange,,,,,klet_barn_zone;threshing_floor,,field,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=threshing_barn];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.threshing_barn,C,candidate,
pf_churchyard,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=churchyard],"Церковный двор, погост",Churchyard,religious_space,"Religious precinct exterior with paths, gathering and quiet boundaries.",pf_town_street;pf_market_square;pf_monastery_yard;pf_village_lane,surface;relief;tree_layer;shrub_layer;ground_cover;natural_materials,water_body;bank_structure;riparian_vegetation,,"ground_paths_and_enclosure[4,partial]","people_and_ordinary_use[4,partial]","quiet_senses_and_traces[5,supported]","precinct_care_and_risk[3,partial]",4,16,supported 1; partial 3,,,pt_rural_church_center;pt_pogost_center;pt_town;pt_city_major_center;pt_monastery,,,,,cemetery_edge;chapel_or_cross;church;church_courts;church_gate;church_yard;churchyard;detinets_bishop_core;meeting_torg_spot;priest_yard;roadside_shrine;service_yard;small_church_corner,stfv3__g5_burial_ritual_buffer_v1@1,church,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=churchyard];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.churchyard,C,candidate,
pf_monastery_yard,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=monastery_yard],Монастырский двор,Monastery yard,religious_space,Working religious compound exterior with mixed domestic and communal rhythms.,pf_churchyard;pf_orchard_garden;pf_outbuildings;pf_road,surface;relief;water_body;tree_layer;shrub_layer;ground_cover;natural_materials,bank_structure;riparian_vegetation,,"compound_layout_and_water[3,supported]","communal_work[3,supported]","compound_senses[3,supported]","order_and_hazards[2,supported]",4,11,supported 4; partial 0,,lu_kitchen_garden;lu_orchard_fruit_grove,pt_monastery;pt_monastic_grange;pt_hermitage_skete,,,,,cells;gardens;holy_gate;monastery_approach;refectory;water_or_landing,,monastery,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=monastery_yard];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.monastery_yard,C,candidate,
pf_road,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=road],Дорога,Road,route,Long-distance or inter-settlement route with variable surface and services.,pf_village_lane;pf_bridge_crossing;pf_ferry_landing;pf_forest_track;pf_field_margin,surface;relief;ground_cover;natural_materials,water_body;bank_structure;tree_layer;shrub_layer;riparian_vegetation,,"route_surface_and_weather[3,supported]","travel_and_support[2,supported]","road_signals[5,supported]","road_risk_and_repair[5,partial]",4,15,supported 3; partial 1,,,pt_crossroads,,rt_major_road;rt_local_road;rt_cart_track;rt_winter_road;rt_wetland_causeway,,,approach_road;approach_slope;cart_loading;cart_stand;crossing_center;east_west_road;estate_approach;market_link;monastery_approach;north_south_road;opposite_road;opposite_route;outer_road_exit;outgoing_tracks;river_exit;road_approach;road_entry;road_exit;road_exits;road_or_landing_exit;road_to_ilmen;road_to_volkhov_north;roadside_shrine;waiting_shelter,stfv3__g5_dry_route_v1@1;stfv3__g5_route_approach_v1@1,cart_or_sledge;road,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=road];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.road,C,candidate,
pf_bridge_crossing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bridge_crossing],"Мост, мостовая переправа",Bridge crossing,route,"Built crossing concentrated around load, water and bottleneck movement.",pf_road;pf_village_lane;pf_riverbank;pf_marshy_stream,surface;relief;water_body;bank_structure;riparian_vegetation;natural_materials,tree_layer;shrub_layer;ground_cover,,"span_support_and_load[6,supported]","crossing_flow[5,supported]","bridge_signals[6,supported]","crossing_hazard_and_upkeep[7,supported]",4,24,supported 4; partial 0,,,pt_bridge_place,wb_small_river;wb_medium_river;wb_brook;wb_river_channel,rt_bridge,,,landing_or_bridge;volkhov_bridge_axis,,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bridge_crossing];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.bridge_crossing,C,candidate,
pf_ferry_landing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ferry_landing],"Перевоз, причал, высадка",Ferry landing,water_edge,Informal or organized landing where crossing waits on water and means.,pf_river_channel;pf_riverbank;pf_road;pf_river_wharf,surface;relief;water_body;bank_structure;ground_cover;riparian_vegetation;natural_materials,tree_layer;shrub_layer,,"landing_ground_and_wait[3,supported]","crossing_means_and_people[4,supported]","waterfront_waiting_signals[3,supported]","ferry_risk[4,supported]",4,14,supported 4; partial 0,lt_low_alluvial_riverbank,,pt_ferry_place;pt_river_landing;pt_boat_landing,wb_small_river;wb_medium_river;wb_large_river;wb_river_channel,rt_ferry;rt_ford,,,bank_path;boat_zone;cargo_stack;ferry_mooring;ferryman_shed;opposite_landing;waiting_bank,stfv3__g5_landing_transition_v1@1,pier,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ferry_landing];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.ferry_landing,C,candidate,
pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],"Лесная тропа, лесной ход",Forest track,route,Narrow maintained or improvised path through wooded ground.,pf_broadleaf_woodland;pf_conifer_woodland;pf_mixed_woodland;pf_road;pf_hunting_ground,surface;relief;tree_layer;shrub_layer;ground_cover;natural_materials,water_body;bank_structure;riparian_vegetation,,"track_legibility[4,supported]","travel_and_clearance[3,supported]","track_perception_and_marks[4,supported]","track_hazard_and_maintenance[2,supported]",4,13,supported 4; partial 0,lt_boreal_mixed_forest;lt_temperate_coniferous_forest;lt_boreal_taiga_coniferous_forest;lt_wet_lowland_forest,,,,rt_forest_track;rt_path,,,approach_track;forest_detour;forest_exit;outgoing_tracks;resource_line;secret_forest_path;track_entry,stfv3__g5_dry_route_v1@1;stfv3__g5_route_approach_v1@1,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.forest_track,C,candidate,
pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],Охотничьи угодья,Hunting ground,use_overlay,"Use-overlay for observing, pursuing and processing wild animals across terrain.",pf_broadleaf_woodland;pf_mixed_woodland;pf_forest_edge;pf_floodplain_meadow;pf_lake_shore,surface;relief;tree_layer;shrub_layer;ground_cover;riparian_vegetation;natural_materials,water_body;bank_structure,,"terrain_and_sign[4,supported]","pursuit_means_and_roles[3,supported]","animal_senses_and_human_trace[5,partial]","hunt_risk_and_stewardship[3,supported]",4,15,supported 3; partial 1,lt_boreal_mixed_forest;lt_temperate_coniferous_forest;lt_boreal_taiga_coniferous_forest;lt_alluvial_floodplain,lu_hunting_ground;lu_fur_trapping_ground,pt_hunting_camp;pt_wintering_hut,,rt_path;rt_offroad_crossing,,,camp_fire;hut_or_shelter;resource_line;wood_stack,stfv3__g5_resource_v1@1,hunting_camp,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.hunting_ground,C,candidate,
pf_orchard_garden,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=orchard_garden],"Огород, сад",Orchard / kitchen garden,agrarian,Cultivated small plot with seasonal plants and close tending.,pf_peasant_homestead;pf_monastery_yard;pf_town_courtyard;pf_field_margin,surface;tree_layer;shrub_layer;ground_cover;natural_materials,relief;water_body;bank_structure;riparian_vegetation,,"beds_trees_and_soil[5,supported]","tending_and_harvest[1,supported]","garden_signals[6,supported]","garden_risk_and_care[5,partial]",4,17,supported 3; partial 1,,lu_kitchen_garden;lu_orchard_fruit_grove;lu_fiber_crop_plot,pt_isolated_farmstead;pt_hamlet;pt_village;pt_posad_suburb;pt_monastery;pt_estate_center,,,,,garden_backyards;garden_orchard;garden_patch;garden_strip;gardens;gardens_and_hemp;gardens_hay_edge;suburban_gardens,,field,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=orchard_garden];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.orchard_garden,C,candidate,
pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],"Выгон, пастбище",Pasture,agrarian,"Grazing ground shaped by animals, herding and boundaries.",pf_hay_meadow;pf_floodplain_meadow;pf_forest_edge;pf_peasant_homestead,surface;relief;shrub_layer;ground_cover;natural_materials,water_body;bank_structure;tree_layer;riparian_vegetation,,"forage_ground_and_fence[3,supported]","herding_and_animal_movement[4,supported]","pasture_senses_and_marks[1,supported]","grazing_risk_and_upkeep[2,supported]",4,10,supported 4; partial 0,lt_mesic_meadow;lt_dry_meadow;lt_floodplain_wet_grassland;lt_scrub_meadow,lu_common_pasture;lu_wood_pasture_silvopasture,,,rt_path,,,cattle_pens;cattle_waiting;cattle_yard,,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.pasture,C,candidate,
pf_winter_ice_crossing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=winter_ice_crossing],"Зимняя переправа по льду, зимник",Winter ice crossing,seasonal_overlay,Seasonal overlay for frozen water and packed snow travel.,pf_river_channel;pf_lake_shore;pf_road;pf_conifer_woodland;pf_ferry_landing,surface;water_body;bank_structure;natural_materials,relief;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"ice_snow_and_load[3,supported]","winter_travel_means[2,supported]","winter_perception_and_trace[7,partial]","ice_hazard_and_marking[2,supported]",4,14,supported 3; partial 1,lt_low_alluvial_riverbank,,,wb_small_river;wb_medium_river;wb_large_river;wb_river_channel;wb_small_fresh_lake;wb_large_fresh_lake,rt_winter_road,,,,stfv3__g5_seasonal_route_hazard_v1@1,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=winter_ice_crossing];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.winter_ice_crossing,C,candidate,
pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],"Межа, край поля",Field margin,agrarian,"Narrow boundary of fields, ditches, hedges and paths.",pf_arable_field;pf_hay_meadow;pf_road;pf_forest_edge;pf_floodplain_meadow,surface;relief;shrub_layer;ground_cover;natural_materials,water_body;bank_structure;tree_layer;riparian_vegetation,,"margin_form_and_drainage[4,supported]","edge_use_and_material[1,supported]","margin_signals[2,supported]","margin_hazard_and_care[2,supported]",4,9,supported 4; partial 0,lt_mesic_meadow;lt_scrub_meadow,lu_rainfed_arable;lu_hay_meadow_cutting,,,rt_path;rt_cart_track,,,field_edge;field_forest_exit,stfv3__g5_boundary_access_v1@1,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.field_margin,C,candidate,
pf_fishing_camp,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=fishing_camp],"Рыбацкий стан, тоня",Fishing camp,work_site,"Temporary or recurring working spot for catch, repair and shelter.",pf_lake_shore;pf_riverbank;pf_river_channel;pf_forest_edge,surface;relief;water_body;bank_structure;shrub_layer;ground_cover;riparian_vegetation;natural_materials,tree_layer,,"shore_setup_and_material[5,supported]","catch_work_and_preservation[5,supported]","camp_senses_and_traces[4,supported]","waterwork_hazards[4,supported]",4,18,supported 4; partial 0,lt_low_alluvial_riverbank;lt_sandy_lake_shore;lt_reed_lake_shore,lu_inland_capture_fishing;lu_fish_weir_trap_operation,pt_fishing_station;pt_fish_weir_site,wb_small_river;wb_medium_river;wb_large_river;wb_small_fresh_lake;wb_large_fresh_lake,,,,boats;drying_racks;nets_and_tackle;shore_approach;weir_or_sadki;working_bank,stfv3__g5_shelter_rest_v1@1,boat;fishing_site,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=fishing_camp];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.fishing_camp,C,candidate,
pf_dwelling_interior,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior],"Жилое помещение (изба, горница)",Dwelling interior,interior,"Inhabited interior that composes with town courtyard or homestead and varies by occupants, means, season, weather and upkeep.",pf_town_courtyard;pf_peasant_homestead;pf_cellar_granary;pf_bathhouse,,surface;relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation;natural_materials,Interior: natural layers do not apply; interior layers belong to buildings-interiors-containers group.,"hearth_smoke_and_air[5,supported];warmth_damp_and_weather_enclosure[9,supported]","sleep_care_and_means_variation[11,supported];household_biota_food_and_storage[5,supported]","light_sound_trace_and_upkeep[11,supported]","light_sound_trace_and_upkeep[11,supported]",5,41,supported 5; partial 0,,,pt_isolated_farmstead;pt_hamlet;pt_village;pt_town;pt_city_major_center;pt_posad_suburb;pt_estate_center;pt_wintering_hut,,,,,cells;clerks_corner;hut_or_shelter;judgement_hall;kitchen_service;master_house;private_chambers;refectory;shelter_huts;worker_huts,stfv3__g5_habitation_v1@1,hearth;poor_house;scribe_area;textile_work_area;urban_house;wealthy_house,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.dwelling_interior,C,candidate,
pf_church_interior,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior],Внутренность церкви,Church interior,interior,Religious interior that composes with churchyard or monastery yard; it is not a universal institutional-room surrogate.,pf_churchyard;pf_monastery_yard;pf_town_street,,surface;relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation;natural_materials,Interior: natural layers do not apply.,"threshold_light_and_ordinary_objects[7,supported]","people_roles_and_care[5,supported]","voice_sound_and_formal_interaction[6,supported];smoke_wax_fire_and_air[9,partial]","smoke_wax_fire_and_air[9,partial];surfaces_traces_weather_and_upkeep[3,supported]",5,30,supported 4; partial 1,,,pt_rural_church_center;pt_pogost_center;pt_town;pt_city_major_center;pt_monastery,,,,,church,,church;scribe_area,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.church_interior,C,candidate,
pf_ordinary_workshop,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ordinary_workshop],Мастерская,Ordinary workshop,interior,"Ordinary craft workspace with operation-dependent light, support, movement, materials and waste; not a fixed trade inventory.",pf_town_courtyard;pf_peasant_homestead;pf_dwelling_interior;pf_smithy,,surface;relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation;natural_materials,Interior: natural layers do not apply.,"work_bay_and_access[6,supported]","tools_material_and_waste[16,supported];work_rhythm_and_assistance[7,supported]","light_smoke_sound_and_trace[6,supported]","fire_injury_and_maintenance[8,supported]",5,43,supported 5; partial 0,,,pt_town;pt_city_major_center;pt_posad_suburb;pt_village;pt_estate_center;pt_monastery;pt_shipyard_boatyard;pt_clay_pit_pottery_site;pt_iron_smelting_site,,,pt_shipyard_boatyard,,boiling_house;craft_quarters;craft_repair_corner;craft_street;craft_yards;master_corner;repair_shelter;slipway;tar_pitch_corner;timber_stack;work_sheds;work_yards;working_yard,,leather_workshop;pottery_workshop;textile_work_area;workshop,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ordinary_workshop];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.ordinary_workshop,C,candidate,
pf_grain_drying_shed_ovin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=grain_drying_shed_ovin],Овин (сушильня снопов),Grain-drying shed (ovin),structure,"Sheltered grain or sheaf drying workspace, distinct from threshing and long-term storage.",pf_threshing_barn;pf_cellar_granary;pf_peasant_homestead;pf_arable_field,surface;natural_materials,relief;water_body;bank_structure;tree_layer;shrub_layer;ground_cover;riparian_vegetation,,"drying_space_air_and_grain[6,supported]","heat_smoke_and_fire_control[8,supported]","handling_and_residue[6,supported]","moisture_pest_and_repair[5,supported]",4,25,supported 4; partial 0,,lu_rainfed_arable,pt_isolated_farmstead;pt_hamlet;pt_village;pt_estate_center;pt_drying_storage_workspace,,,,,,,,,true,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=grain_drying_shed_ovin];infra/world-base/*_templates.seed.json;pr98:data/world-catalogs/novgorod/regional-environment/candidates/novgorod-1230-1250-v1/candidate.json;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/pf-authoring.json#families.grain_drying_shed_ovin,C,candidate,
