price_entry_id	item_or_service	category	unit	price_model	base_value_band	common_exchange_forms	seasonal_variation	crisis_variation	where_available	who_sells	who_buys	status_restrictions	legal_or_social_limits	notes	status	confidence	sources	source_note	audit_notes
price_place_in_boat	место в лодке	transport_service	person_or_bundle	relative_value_band; exact_coin_price_not_fixed	ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	navigation_season_only	rises_with_hunger_war_fire_or_closure	пристань; берег; перевоз	лодочник; купец с лодкой	путник; торговец	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_place_in_sledge	место в санях	transport_service	person_or_bundle	relative_value_band; exact_coin_price_not_fixed	ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	winter_only; high_in_storm	rises_with_hunger_war_fire_or_closure	зимник; постоялый двор; двор	возчик; купец; хозяин саней	путник; купец	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_goods_storage_day	хранение товара краткое	storage_service	day_or_short_term	relative_value_band; exact_coin_price_not_fixed	ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	requires_trust_and_marks	rises_with_hunger_war_fire_or_closure	склад; клеть; монастырский двор; купеческий двор	сторож склада; хозяин; монастырский работник	купец; путник	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_goods_storage_pledge	хранение залога	storage_service	pledge_term	relative_value_band; exact_coin_price_not_fixed	valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	witness_required; social_risk	rises_with_hunger_war_fire_or_closure	купеческий двор; двор власти; монастырь	кредитор; хозяин; церковный/монастырский человек	должник; купец	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_fodder_hay	сено или корм	fodder	bundle_or_measure	relative_value_band; exact_coin_price_not_fixed	ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	winter_and_late_season_higher	rises_with_hunger_war_fire_or_closure	двор; конюшня; торг; погост	хозяин; возчик; крестьянин	возчик; дружинник; купец	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_firewood	дрова	fuel	bundle_or_load	relative_value_band; exact_coin_price_not_fixed	low_to_ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	winter_higher; forest_rights	rises_with_hunger_war_fire_or_closure	двор; лесной край; торг	крестьянин; промысловик; хозяин	городской двор; монастырь	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_charcoal	уголь древесный	fuel_craft	sack	relative_value_band; exact_coin_price_not_fixed	ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	craft_demand	rises_with_hunger_war_fire_or_closure	кузня; лесной промысел; торг	углежог; кузнец; торговец	кузнец; ремесленник	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_tar_pitch	смола или дёготь	craft_boat	vessel	relative_value_band; exact_coin_price_not_fixed	ordinary_to_valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	navigation_and_repair	rises_with_hunger_war_fire_or_closure	лесной промысел; лодочная зона; торг	смолокур; купец; лодочник	лодочник; плотник; хозяин	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_simple_cloak	простая верхняя одежда	clothing	piece	relative_value_band; exact_coin_price_not_fixed	ordinary_to_valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	winter_higher	rises_with_hunger_war_fire_or_closure	торг; двор; ремесленная зона	торговец; домашний двор; ремесленник	путник; горожанин	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_bast_or_simple_shoes	простая обувь	clothing	pair	relative_value_band; exact_coin_price_not_fixed	low_to_ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	mud_and_travel_increase_need	rises_with_hunger_war_fire_or_closure	деревня; торг; сапожное место	домашний мастер; сапожник; торговец	путник; крестьянин	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_needle_thread	игла и нить	tool_household	set	relative_value_band; exact_coin_price_not_fixed	low_to_ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	small_but_valuable_if_needed	rises_with_hunger_war_fire_or_closure	торг; двор; ремесленная зона	торговец; хозяйка; ремесленник	домохозяйство; путник	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_candle_wax	свеча восковая или свечной воск	church_household	piece_or_weight	relative_value_band; exact_coin_price_not_fixed	valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	church_calendar_demand	rises_with_hunger_war_fire_or_closure	церковь; монастырь; торг	церковь; монастырь; купец	богатый двор; церковь; богомолец	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_church_donation	церковное даяние	religious_service	occasion	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	feast_fast_funeral_context	not_a_shop_price; status_and_custom_matter	церковь; монастырь	церковь принимает	прихожанин; путник	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_funeral_bread	поминальная еда или хлеб	ritual_food	occasion	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	death_and_poverty_context	rises_with_hunger_war_fire_or_closure	двор; церковь; погост	домохозяйство; церковный двор	родня; община	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_monastery_lodging_donation	монастырское гостеприимство/даяние	lodging_religious	night_or_visit	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	not_commercial_in_modern_sense	rises_with_hunger_war_fire_or_closure	монастырский гостевой двор	монастырь	паломник; путник; бедный	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_dues_ferry_market	пошлина или сбор	dues	case	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	authority_and_custom; may_be_disputed	rises_with_hunger_war_fire_or_closure	переправа; торг; двор власти	сборщик; страж; власть	торговец; возчик; путник	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_cart_transport	перевозка телегой	transport_service	load_segment	relative_value_band; exact_coin_price_not_fixed	ordinary_to_valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	mud_and_distance	rises_with_hunger_war_fire_or_closure	дорога; торг; двор	возчик	купец; хозяин; путник	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_sled_transport	санная перевозка	transport_service	load_segment	relative_value_band; exact_coin_price_not_fixed	ordinary_to_valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	winter_condition	rises_with_hunger_war_fire_or_closure	зимник; двор; торг	возчик; хозяин саней	купец; путник; двор	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_labor_day_porter	работа грузчика	labor	day_or_job	relative_value_band; exact_coin_price_not_fixed	low_to_ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	market_day_and_ship_arrival	rises_with_hunger_war_fire_or_closure	пристань; торг; склад	работник продаёт труд	купец; хозяин	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_labor_hay	работа на покосе	labor	day_or_job	relative_value_band; exact_coin_price_not_fixed	low_to_ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	summer_peak	rises_with_hunger_war_fire_or_closure	покос; деревня; монастырский двор	работник	хозяин; монастырь	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_labor_volok	работа на волоке	labor_transport	job_segment	relative_value_band; exact_coin_price_not_fixed	ordinary_to_valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	heavy_and_seasonal	rises_with_hunger_war_fire_or_closure	волок; берег; лодочная зона	работники; местные	лодочник; купец	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_message_carried	передать весть	service_message	route_or_person	relative_value_band; exact_coin_price_not_fixed	ordinary	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	trust_and_status	rises_with_hunger_war_fire_or_closure	дорога; торг; погост	путник; слуга; гонец при основании	купец; старший; родня	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_writing_record	запись или письмо	service_literacy	record	relative_value_band; exact_coin_price_not_fixed	valuable	draft	rare_for_commoners	requires_literate_person_and_reason	церковный двор; двор власти; купеческий двор	писец; церковный человек	купец; власть; церковь	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	medium_low	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_pledge_generic	залоговая вещь	credit	case	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	not_seasonal; crisis_increases_use	requires_witness_or_trust	торг; двор; монастырь; купеческий двор	должник отдаёт залог	кредитор принимает	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_debt_labor	долг работой	credit_labor	obligation	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	crisis_increases_dependency	not_modern_wage_contract	двор; монастырское хозяйство; пристань	должник	хозяин; купец; монастырь	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_debt_grain	долг хлебом или зерном	credit_food	measure_due	relative_value_band; exact_coin_price_not_fixed	ordinary_to_valuable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	high_risk_in_hunger	rises_with_hunger_war_fire_or_closure	деревня; погост; двор	должник	кредитор; хозяин; монастырь	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
price_witness_guarantor	поручительство или свидетель	law_custom	case	relative_value_band; exact_coin_price_not_fixed	variable	barter; silver_or_coin_if_available; debt; pledge; labor; witness_backed_promise	not_simple_purchase	social_status_matters	торг; погост; двор власти	уважаемый человек; сосед; старший	стороны спора	низкий статус может требовать поручителя; зависимый человек не всегда распоряжается вещью свободно	чужой товар и залог требуют свидетеля; точная цена зависит от места и сезона	Не задаёт универсальную цену; LLM применяет сезон, статус, дефицит, качество, срочность и риск.	draft	medium	project_rules; regional_profile; economic_plausibility	Рабочая региональная модель на основе проектных правил, карты G1-G4, лимитов и историко-бытовой правдоподобности.	requires_human_historical_audit_for_exact_prices
