gm_id,source_item_id,name_ru,alt_names_ru,name_en,garment_category,universal_category_layer,region_id,equipment_slot,usage_context,material,material_ids,material_class,dye_color,color_ids,dye_evidence_refs,decoration,sex,age,marital_status,status_band,status_basis,season,season_basis,wear_states,mark_slots,runtime_daily_eligible,existing_runtime_template,visual_fabric,visual_main_color,visual_new_values,do_not_confuse_with,source_refs,confidence,status,notes
gm_gc002,GC002,Детская шерстяная верхняя одежда,детское платье/туника — описательно,wool upper tunic,garment.kind.wool_tunic,universal,region_novgorod_land,outer_garment,daily,шерсть,MAT003,textile,серый | бурый | коричневый | приглушённый цвет у обеспеченных,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,true,,wool,brown,,современным детским платьем с застёжкой-молнией или униформой,costume:GC002|costume:SRC003|costume:SRC007|costume:SRC008,B,candidate,Уменьшенный шерстяной верхний слой поверх рубахи; у мальчиков и девочек раннего возраста силуэты могли быть близки.
gm_gc003,GC003,Детские порты,штаны мальчика,trousers (porty),garment.kind.trousers_porty,universal,region_novgorod_land,lower_garment,daily,лён | шерсть,MAT001|MAT003,textile,небелёный | серый | коричневый,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,waistband,true,,light_linen,undyed_linen,,современными брюками,costume:GC003|costume:SRC006|costume:SRC034|wk:material_culture:porty-trousers,B,candidate,Простые штаны мальчика старшего дошкольного/подросткового возраста; точная граница возраста и крой не установлены.
gm_gc004,GC004,Детский шерстяной плащ/накидка,детская накидка,cloak,garment.kind.cloak,universal,region_novgorod_land,cloak,daily,шерсть,MAT003,textile,серый | бурый | приглушённый цвет,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,unspecified(all),spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,edge|fastening_point,true,,wool,brown,,миниатюрным фэнтезийным плащом героя,costume:GC004|costume:SRC003|costume:SRC015,C,candidate,Небольшая шерстяная накидка для защиты ребёнка от холода и ветра; прямое подтверждение формы ограничено.
gm_gc005,GC005,Детский меховой зимний слой,детский кожушок,child fur winter layer,garment.kind.sheepskin_coat_kozhukh,universal,region_novgorod_land,over_garment_winter,daily,овчина | доступный мех,MAT007|fur_ordinary,fur,бурый | серый | натуральный мех,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|hem,true,,sheepskin,brown,sheepskin,современным комбинезоном или меховой «варварской» накидкой,costume:GC005|costume:SRC013|costume:SRC016|costume:SRC020|claim:clothing-sheepskin-kozhukh,B,candidate,"Тёплая меховая одежда ребёнка, вероятно близкая по принципу к взрослому кожуху, но уменьшенная и проще."
gm_gc006,GC006,Детский пояс,поясок,belt,garment.kind.belt,universal,region_novgorod_land,waist,daily,тканая тесьма | тонкая кожа,MAT006,leather,натуральный | приглушённый цвет,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,buckle|mounts|strap_end,true,,leather,brown,leather,воинским поясным набором взрослого,costume:GC006|costume:SRC003|costume:SRC006,B,candidate,Текстильный или кожаный пояс для поддержания одежды и подвешивания мелкой безопасной вещи у старших детей.
gm_gc007,GC007,Детские шерстяные рукавицы,варежки,child wool mittens,garment.kind.mittens,universal,region_novgorod_land,handwear,daily,шерсть | возможно игольное вязание,MAT003,textile,серый | коричневый | небелёный,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,unspecified(all),winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,cuff,true,,wool,undyed_linen,,современными трикотажными перчатками,costume:GC007|costume:SRC001|costume:SRC007|costume:SRC034,C,candidate,Тёплые рукавицы для северной зимы; прямой новгородский экземпляр около 1230 в базовых источниках не закреплён.
gm_hw001,HW001,Мягкая шерстяная мужская шапка,тканевая шапка | колпак — только описательно,soft wool cap,garment.kind.soft_cap,universal,region_novgorod_land,headwear,daily,шерсть | возможна льняная подкладка,MAT001|MAT003,textile,серый | бурый | коричневый | приглушённый красный/синий у обеспеченных,COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn,text:лет;весн|весен;осен,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,brown,,высокой карикатурной меховой шапкой или поздним мурмолкой/горлатной шапкой,costume:HW001|costume:SRC019|costume:SRC025|costume:SRC043,B,candidate,Невысокая или умеренно высокая мягкая шапка из шерстяной ткани; конкретный силуэт мог различаться.
gm_hw002,HW002,Простая войлочная шапка,войлочный колпак,felt cap (kolpak),garment.kind.felt_cap,universal,region_novgorod_land,headwear,daily,войлок,MAT005,felt,серый | бурый | натуральный,COL003,undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high,kw:небогат;средн;богат|зажиточ|обеспеч,spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,felt,brown,felt,остроконечным фэнтезийным колпаком или этнографической шапкой позднего времени,costume:HW002|costume:SRC001|costume:SRC007|costume:SRC034|wk:material_culture:pointed-cap|claim:clothing-pointed-cap-xii-depiction,C,candidate,"Формованная или сшитая шапка из войлока; технологически правдоподобна, но прямая датировка новгородского типа около 1230 слабее, чем у обувных войлочных деталей."
gm_hw003,HW003,Мужская меховая зимняя шапка,меховая шапка,fur winter cap,garment.kind.fur_cap,universal,region_novgorod_land,headwear,daily,овчина | доступный мех | шерстяной верх — возможно,MAT003|MAT007|fur_ordinary,textile,натуральный мех | бурый | серый,COL003,undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,wool,brown,,огромной высокой горлатной шапкой XVI–XVII вв.,costume:HW003|costume:SRC019|costume:SRC020|costume:SRC034,B,candidate,Небольшая тёплая шапка из меха или с меховой подкладкой; форма могла быть простой округлой или колпаковидной.
gm_hw004,HW004,Статусная мужская шапка с меховой опушкой,богатая шапка,status cap with fur trim,garment.kind.fur_trimmed_cap,universal,region_novgorod_land,headwear,daily,тонкая шерсть | меховая опушка | шёлковая кайма — редко,MAT004|MAT003|fur_ordinary|MAT009,textile,тёмно-синий | красный | бурый | зелёный,COL003|COL004|COL005|COL006|COL008,claim:textile-ellagic-acid-analysis|claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|costume:SRC043|undyed(natural wool),тонкая ткань; небольшой дорогой мех; чистая посадка,male,young_adult|adult|middle_aged|old,any,high|elite,kw:богат|зажиточ|обеспеч;элит|знат|высш|исключительн,autumn|winter,text:осен;зим,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,wool,brown,,горлатной шапкой или шапкой Мономаха,costume:HW004|costume:SRC010|costume:SRC019|costume:SRC043,C,candidate,"Аккуратно сшитая тканевая шапка с ограниченной меховой отделкой; возможный городской элитный вариант, но без поздних высоких форм."
gm_hw005,HW005,Льняная повязка или головной плат для работы,налобная повязка | рабочий головной плат,linen work headcloth,garment.kind.headcloth,universal,region_novgorod_land,headwear,work,лён,MAT001,textile,небелёный | молочно-белый | серый,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle,kw:рабоч|подёнщ,summer,text:лет,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,undyed_linen,,банданой современного кроя,costume:HW005|costume:SRC008|costume:SRC031,C,candidate,Полоса или небольшой плат для удержания волос и пота во время работы; прямое новгородское свидетельство конкретной формы ограничено.
gm_hw006,HW006,Женский нижний головной чепец/повой,подубрусник | нижний головной убор — термин осторожный,married woman under-cap (povoi),garment.kind.under_cap_povoi,universal,region_novgorod_land,head_under,daily,лён | тонкая шерсть — возможно,MAT001|MAT004|MAT003,textile,белёный | небелёный | светлый,COL001|COL002,undyed|undyed(bleached),нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,married,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,edge,true,,light_linen,undyed_linen,,кокошником или высоким кичкообразным убором позднего времени,costume:HW006|costume:SRC016|costume:SRC025|costume:SRC043|costume:SRC049|wk:material_culture:povoi-headcover|claim:clothing-povoi-headcover,C,candidate,"Плотно прилегающий тканевый слой, собирающий волосы замужней женщины под покрывалом. Названия и точный крой для Новгорода 1230 дискуссионны."
gm_hw007,HW007,Женское головное покрывало,убрус | плат | покров,head veil (ubrus),garment.kind.head_veil_ubrus,universal,region_novgorod_land,headwear,daily,лён | тонкая шерсть | редко шёлковая кайма,MAT001|MAT004|MAT003|MAT009,textile,молочно-белый | небелёный | серый | приглушённый цвет у богатых,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,married,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,undyed_linen,,"поздним кокошником, павой или современным платком с цветочным принтом",costume:HW007|costume:SRC016|costume:SRC025|costume:SRC043|wk:material_culture:povoi-headcover|claim:clothing-povoi-headcover,B,candidate,"Длинный или средний по длине тканевый покров поверх собранных волос/нижнего чепца; мог закрывать голову, шею и плечи."
gm_hw008,HW008,Женская налобная повязка/очелье,очелье | головная лента,headband (ochelye),garment.kind.headband_ochelye,universal,region_novgorod_land,headband,daily,льняная/шерстяная тесьма | металлические накладки — у дорогих,MAT001|MAT003,textile,красный | белый | синий | натуральный,COL002|COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:от прост\w* .*до|от доступн\w* .*до|от бронзов\w* до,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,front,true,,light_linen,bleached_linen,bleached_linen,высоким жёстким кокошником,costume:HW008|costume:SRC005|costume:SRC016|costume:SRC032,B,candidate,Текстильная или комбинированная повязка вокруг головы; могла фиксировать покрывало или служить видимой частью убора.
gm_hw010,HW010,Девичья лента или мягкое очелье,девичья повязка,maiden ribbon / soft headband,garment.kind.maiden_band,universal,region_novgorod_land,headwear,daily,тканая тесьма | лён | шерсть | редко металлические подвески/накладки,MAT001|MAT003,textile,красный | синий | белый | натуральный,COL002|COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,unmarried,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,bleached_linen,bleached_linen,поздним высоким венцом или кокошником,costume:HW010|costume:SRC016|costume:SRC032,B,candidate,"Невысокая лента/повязка вокруг головы, оставляющая волосы или косы более открытыми, чем у замужней женщины."
gm_hw011,HW011,Женская зимняя меховая шапка поверх нижнего убора,зимний женский головной убор,female fur cap over under-cap,garment.kind.fur_cap,universal,region_novgorod_land,headwear,daily,овчина | мех | шерстяной верх,MAT003|MAT007|fur_ordinary,textile,натуральный мех | бурый | серый,COL003,undyed(natural wool),нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,married,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,wool,brown,,высокой боярской меховой шапкой или «русской красавицей» XIX века,costume:HW011|costume:SRC016|costume:SRC020|costume:SRC034,B,candidate,"Компактная меховая или мехом подбитая шапка, надеваемая поверх собранных и закрытых волос; конкретная форма реконструируется."
gm_hw012,HW012,Мягкий тканевый чепец девушки/женщины,тканевая шапочка,soft textile cap (female),garment.kind.soft_cap,universal,region_novgorod_land,headwear,daily,лён | шерсть,MAT001|MAT003,textile,белёный | небелёный | приглушённый,COL001|COL002,undyed|undyed(bleached),нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),summer|spring|autumn,text:тёпл|сух,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,undyed_linen,,ренессансным европейским чепцом или поздним повойником,costume:HW012|costume:SRC025|costume:SRC043,C,candidate,"Невысокая мягкая шапочка или сетчатый/тканевый сбор волос; форма возможна, но новгородская привязка около 1230 неполна."
gm_hw013,HW013,Монашеский капюшон/куколь общего типа,монашеский головной покров,monastic hood (kukol),garment.kind.monastic_hood,universal,region_novgorod_land,headwear,daily,шерсть | лён,MAT001|MAT003,textile,тёмный натуральный | бурый | серый; не обязательно угольно-чёрный,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,brown,,поздней строго стандартизованной монашеской одеждой или готическим фантазийным капюшоном,costume:HW013|costume:SRC025|costume:SRC027|costume:SRC043,C,candidate,"Головной покров монаха или монахини, связанный с монашеской одеждой; точная русская форма первой половины XIII в. требует осторожности."
gm_hw014,HW014,Архиерейская митра раннего типа — литургическая,митра,early mitre (liturgical),garment.kind.liturgical_mitre,universal,region_novgorod_land,headwear,liturgy,ткань | шёлк | небольшая вышивка/украшения,MAT009,textile,светлый | золотистая отделка | красный/синий,COL004|COL005|COL007,claim:textile-chrysin-analysis|claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016,нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:элит|знат|высш|исключительн;духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,band|crown,false,,silk,red_brown,silk|red_brown,высокой русской митрой Нового времени,costume:HW014|costume:SRC025|costume:SRC043,C,candidate,Редкий богослужебный головной убор епископа; форма в XIII в. не совпадает автоматически с поздней высокой коронообразной митрой.
gm_hw016,HW016,Детская мягкая тканевая шапочка,детский чепчик — описательно,child soft cap,garment.kind.soft_cap,universal,region_novgorod_land,headwear,daily,лён | шерсть,MAT001|MAT003,textile,небелёный | молочный | серый,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn,text:лет;весн|весен;осен,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,light_linen,undyed_linen,,современным кружевным чепчиком,costume:HW016|costume:SRC003|costume:SRC013,C,candidate,"Небольшая мягкая шапка/чепец для ребёнка, защищающая голову и удерживающая волосы."
gm_hw017,HW017,Детская меховая зимняя шапка,детская зимняя шапка,child fur cap,garment.kind.fur_cap,universal,region_novgorod_land,headwear,daily,овчина | мех,MAT007|fur_ordinary,fur,натуральный мех | бурый | серый,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,sheepskin,brown,sheepskin,современной ушанкой стандартного кроя,costume:HW017|costume:SRC013|costume:SRC016|costume:SRC020,B,candidate,Компактная шапка из меха или мехом внутрь для ребёнка.
gm_fw001,FW001,Поршни простого типа,поршень | простая цельнокроеная кожаная обувь,porshni (one-piece leather shoes),garment.kind.porshni,universal,region_novgorod_land,footwear,daily,кожа крупного/мелкого рогатого скота,MAT006,leather,натуральный коричневый | тёмный от грязи/жира,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle,kw:бедн|нижн;рабоч|подёнщ,summer|spring|spring_rasputitsa|autumn|winter,text:межсезон;тёпл|сух; combo:CMB002,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,лаптями; поршни кожаные,costume:FW001|costume:SRC001|costume:SRC044|wk:material_culture:footwear|claim:population-leather-shoes,A,candidate,"Мягкая обувь из сравнительно простого куска кожи, стянутая или закреплённая ремешками; дешёвая и практичная."
gm_fw002,FW002,Мягкая низкая кожаная туфля,кожаная туфля | низкий башмак,soft low leather shoe,garment.kind.low_shoe,universal,region_novgorod_land,footwear,daily,кожа | льняная/кожаная нить,MAT001|MAT006,textile,коричневый | тёмно-коричневый | окрашенная кожа — у дорогих,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn,text:лет;весн|весен;осен;тёпл|сух,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,item_tpl_nov_low_leather_shoes_v1,light_linen,brown,,современной парной обувью на жёсткой колодке с каблуком,costume:FW002|costume:SRC001|costume:SRC012|costume:SRC039|costume:SRC044|wk:material_culture:footwear|claim:population-leather-shoes|claim:ordinary-life-shoes-protect-feet,A,candidate,Сшитая мягкая обувь до щиколотки или ниже с отдельной подошвой; могла иметь простую застёжку или шнуровку.
gm_fw003,FW003,Низкая туфля с боковой застёжкой/ремешком,туфля с ремешком,low shoe with side strap,garment.kind.low_shoe,universal,region_novgorod_land,footwear,daily,кожа | ремешок | небольшая пряжка/пуговка — возможна,MAT006,leather,коричневый | красно-коричневый | тёмный,COL003|COL004|COL008,claim:textile-ellagic-acid-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,middle|high|elite,range:средний слой и выше,summer|spring|autumn,text:тёпл|сух,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,туфлями Мэри Джейн или современными пряжками,costume:FW003|costume:SRC001|costume:SRC012|costume:SRC039|costume:SRC044|claim:population-leather-shoes,B,candidate,"Низкая сшитая обувь, удерживаемая боковым ремешком, завязкой или небольшой застёжкой; конкретные схемы различались."
gm_fw004,FW004,Полуботинок до щиколотки,высокая туфля | низкий ботинок,ankle shoe,garment.kind.ankle_shoe,universal,region_novgorod_land,footwear,daily,кожа,MAT006,leather,коричневый | тёмно-коричневый,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn,text:лет;весн|весен;осен,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,"современным ботинком с рантом, каблуком и металлическими люверсами",costume:FW004|costume:SRC001|costume:SRC039|costume:SRC044|claim:population-leather-shoes,B,candidate,"Мягкая кожаная обувь, закрывающая щиколотку, со шнуровкой/ремешком или клапаном."
gm_fw005,FW005,Ажурно украшенная кожаная туфля,прорезная туфля,openwork decorated shoe,garment.kind.low_shoe,universal,region_novgorod_land,footwear,daily,качественная кожа,MAT006,leather,натуральный коричневый | окрашенный красно-коричневый | тёмный,COL003|COL004|COL008,claim:textile-ellagic-acid-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|costume:SRC043|undyed(natural wool),прорезной/тиснёный декор; качественная сборка,male|female,young_adult|adult|middle_aged|old,any,middle|high,range:средний и богатый|средний/богатый|средний/высокий|средний или обеспеченный,summer|spring|autumn,text:тёпл|сух,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,фэнтезийной эльфийской обувью или восточными загнутыми носами,costume:FW005|costume:SRC001|costume:SRC039|costume:SRC044|claim:population-leather-shoes,A,candidate,"Городская обувь с прорезным или тиснёным декором; показатель вкуса и достатка, но не повседневная обувь каждого."
gm_fw006,FW006,Разноцветно украшенная городская туфля,полихромная туфля,polychrome decorated shoe,garment.kind.low_shoe,universal,region_novgorod_land,footwear,daily,окрашенная кожа | декоративная нить,MAT006,leather,красно-коричневый | тёмный | контрастные приглушённые вставки,COL003|COL004|COL008,claim:textile-ellagic-acid-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|costume:SRC043|undyed(natural wool),необычный декор; качественная кожа,male|female,young_adult|adult|middle_aged|old,any,high,kw:богат|зажиточ|обеспеч,summer|spring|autumn,text:тёпл|сух,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,яркой современной обувью из нескольких синтетических цветов,costume:FW006|costume:SRC001|costume:SRC028,B,candidate,"Редкий нарядный вариант с цветовой комбинацией кожи, вставок или орнамента; торговые контакты могли влиять на моду."
gm_fw007,FW007,Кожаный сапог до середины голени,сапог,mid-calf leather boot,garment.kind.boot,universal,region_novgorod_land,footwear,daily,кожа,MAT006,leather,коричневый | тёмно-коричневый | чёрно-коричневый от обработки,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,middle|high,range:средний и богатый|средний/богатый|средний/высокий|средний или обеспеченный,spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,жёстким сапогом с высоким каблуком позднего времени,costume:FW007|costume:SRC001|costume:SRC013|costume:SRC019|costume:SRC044|claim:population-leather-shoes,A,candidate,"Сшитый мягкий сапог с плоской подошвой и голенищем; мог использоваться в городе, дороге и верховой езде."
gm_fw008,FW008,Высокий охотничий сапог,высокий промысловый сапог,high hunting boot,garment.kind.boot,universal,region_novgorod_land,footwear,work,кожа | стелька/носок отдельно,MAT006,leather,тёмно-коричневый | бурый,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,"современным болотным сапогом, ботфортом или сапогом на каблуке",costume:FW008|costume:SRC001|costume:SRC044|claim:population-leather-shoes,A,candidate,"Высокий кожаный сапог для охоты, сырой местности и защиты голени; музей прямо выделяет высокие охотничьи сапоги."
gm_fw009,FW009,Женский сапог из погребения Юрьева монастыря,элитный женский сапог,female boot (burial find),garment.kind.boot,universal,region_novgorod_land,footwear,burial,качественная кожа,MAT006,leather,ныне археологический коричневый; исходная окраска не всегда известна,COL003,undyed(natural wool),качество шитья; погребальный элитный контекст,female,young_adult|adult|middle_aged|old,any,elite,kw:элит|знат|высш|исключительн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,false,,leather,brown,leather,универсальной обувью всех новгородок,costume:FW009|costume:SRC001|costume:SRC012|costume:SRC013,A,candidate,Хорошо сшитая женская обувь из домонгольского элитного погребального комплекса Юрьева монастыря.
gm_fw010,FW010,Детская мягкая кожаная туфля,детский башмачок,child soft shoe,garment.kind.low_shoe,universal,region_novgorod_land,footwear,daily,мягкая кожа,MAT006,leather,коричневый | натуральный,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,child,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn,text:лет;весн|весен;осен,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,миниатюрным современным ботинком,costume:FW010|costume:SRC001|costume:SRC012|costume:SRC013|claim:population-leather-shoes,A,candidate,"Маленькая сшитая кожаная обувь, адаптированная к ноге ребёнка; детская обувь прямо представлена в музейной коллекции."
gm_fw011,FW011,Детский кожаный сапог,детский сапожок,child boot,garment.kind.boot,universal,region_novgorod_land,footwear,daily,кожа,MAT006,leather,коричневый,COL003,undyed(natural wool),качественная работа,male|female,child,any,high|elite,kw:богат|зажиточ|обеспеч;элит|знат|высш|исключительн,autumn|winter,text:холод,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,true,,leather,brown,leather,стандартной обувью каждого бедного ребёнка,costume:FW011|costume:SRC001|costume:SRC012|costume:SRC013,A,candidate,Сшитый детский сапог; известен по погребению в Георгиевском соборе Юрьева монастыря.
gm_fw012,FW012,Специальная погребальная кожаная обувь,погребальная обувь,burial shoe,garment.kind.burial_shoe,universal,region_novgorod_land,footwear,burial,кожа,MAT006,leather,не определено,,,нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,false,,leather,,leather,повседневной обувью без оговорки,costume:FW012|costume:SRC001|costume:SRC012|costume:SRC013,A,candidate,"Обувь, изготовленная или отобранная для погребального обряда; могла отличаться от обычной эксплуатационной обуви."
gm_fw013,FW013,Войлочная стелька,толстая стелька,felt insole,garment.kind.insole,universal,region_novgorod_land,insole,daily,войлок,MAT005,felt,серый | бурый,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,none,true,,felt,brown,felt,современной формованной ортопедической стелькой,costume:FW013|costume:SRC001|claim:population-felt-lining,A,candidate,Толстая войлочная вставка внутрь кожаной обуви для тепла и амортизации.
