row_id,season_period,from_state,to_state,weight,from_available_in_season,rule,source_refs,confidence,status
wxt_spring__clear__precip_steady,spring,wx_clear,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__clear__convective_storm,spring,wx_clear,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__clear__windy_dry,spring,wx_clear,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__clear__windy_precip,spring,wx_clear,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__partly_cloudy__clear,spring,wx_partly_cloudy,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__partly_cloudy__partly_cloudy,spring,wx_partly_cloudy,wx_partly_cloudy,561,true,self: (4 x 3 - 1) x 51 -> expected run 3 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__partly_cloudy__overcast,spring,wx_partly_cloudy,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__partly_cloudy__fog,spring,wx_partly_cloudy,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__partly_cloudy__precip_light,spring,wx_partly_cloudy,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__partly_cloudy__precip_steady,spring,wx_partly_cloudy,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__partly_cloudy__convective_storm,spring,wx_partly_cloudy,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__partly_cloudy__windy_dry,spring,wx_partly_cloudy,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__partly_cloudy__windy_precip,spring,wx_partly_cloudy,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__overcast__clear,spring,wx_overcast,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__overcast__partly_cloudy,spring,wx_overcast,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__overcast__overcast,spring,wx_overcast,wx_overcast,165,true,self: (4 x 1 - 1) x 55 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__overcast__fog,spring,wx_overcast,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__overcast__precip_light,spring,wx_overcast,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__overcast__precip_steady,spring,wx_overcast,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__overcast__convective_storm,spring,wx_overcast,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__overcast__windy_dry,spring,wx_overcast,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__overcast__windy_precip,spring,wx_overcast,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__fog__clear,spring,wx_fog,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__fog__partly_cloudy,spring,wx_fog,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__fog__overcast,spring,wx_fog,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__fog__fog,spring,wx_fog,wx_fog,189,true,self: (4 x 1 - 1) x 63 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__fog__precip_light,spring,wx_fog,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__fog__precip_steady,spring,wx_fog,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__fog__convective_storm,spring,wx_fog,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__fog__windy_dry,spring,wx_fog,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__fog__windy_precip,spring,wx_fog,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__precip_light__clear,spring,wx_precip_light,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__precip_light__partly_cloudy,spring,wx_precip_light,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__precip_light__overcast,spring,wx_precip_light,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__precip_light__fog,spring,wx_precip_light,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__precip_light__precip_light,spring,wx_precip_light,wx_precip_light,165,true,self: (4 x 1 - 1) x 55 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__precip_light__precip_steady,spring,wx_precip_light,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__precip_light__convective_storm,spring,wx_precip_light,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__precip_light__windy_dry,spring,wx_precip_light,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__precip_light__windy_precip,spring,wx_precip_light,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__precip_steady__clear,spring,wx_precip_steady,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__precip_steady__partly_cloudy,spring,wx_precip_steady,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__precip_steady__overcast,spring,wx_precip_steady,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__precip_steady__fog,spring,wx_precip_steady,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__precip_steady__precip_light,spring,wx_precip_steady,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__precip_steady__precip_steady,spring,wx_precip_steady,wx_precip_steady,180,true,self: (4 x 1 - 1) x 60 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__precip_steady__convective_storm,spring,wx_precip_steady,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__precip_steady__windy_dry,spring,wx_precip_steady,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__precip_steady__windy_precip,spring,wx_precip_steady,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__convective_storm__clear,spring,wx_convective_storm,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__convective_storm__partly_cloudy,spring,wx_convective_storm,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__convective_storm__overcast,spring,wx_convective_storm,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__convective_storm__fog,spring,wx_convective_storm,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__convective_storm__precip_light,spring,wx_convective_storm,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__convective_storm__precip_steady,spring,wx_convective_storm,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__convective_storm__convective_storm,spring,wx_convective_storm,wx_convective_storm,198,true,self: (4 x 1 - 1) x 66 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__convective_storm__windy_dry,spring,wx_convective_storm,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__convective_storm__windy_precip,spring,wx_convective_storm,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__windy_dry__clear,spring,wx_windy_dry,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__windy_dry__partly_cloudy,spring,wx_windy_dry,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__windy_dry__overcast,spring,wx_windy_dry,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__windy_dry__fog,spring,wx_windy_dry,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__windy_dry__precip_light,spring,wx_windy_dry,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__windy_dry__precip_steady,spring,wx_windy_dry,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__windy_dry__convective_storm,spring,wx_windy_dry,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__windy_dry__windy_dry,spring,wx_windy_dry,wx_windy_dry,198,true,self: (4 x 1 - 1) x 66 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__windy_dry__windy_precip,spring,wx_windy_dry,wx_windy_precip,2,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_spring__windy_precip__clear,spring,wx_windy_precip,wx_clear,12,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__windy_precip__partly_cloudy,spring,wx_windy_precip,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__windy_precip__overcast,spring,wx_windy_precip,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__windy_precip__fog,spring,wx_windy_precip,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__windy_precip__precip_light,spring,wx_windy_precip,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
wxt_spring__windy_precip__precip_steady,spring,wx_windy_precip,wx_precip_steady,7,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_steady",C,candidate
wxt_spring__windy_precip__convective_storm,spring,wx_windy_precip,wx_convective_storm,1,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__convective_storm",C,candidate
wxt_spring__windy_precip__windy_dry,spring,wx_windy_precip,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_dry",C,candidate
wxt_spring__windy_precip__windy_precip,spring,wx_windy_precip,wx_windy_precip,195,true,self: (4 x 1 - 1) x 65 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__windy_precip",C,candidate
wxt_summer__clear__clear,summer,wx_clear,wx_clear,156,true,self: (4 x 1 - 1) x 52 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
