sat_id,pf_id,layer,season_period,day_part,channel,clear_text,partial_text,loudness,requires_presence_ref,source_refs,confidence,status
sat_forest_edge_work_sounds_autumn_088,forest_edge,work_sounds,autumn,day,acoustic,Рубят и складывают дрова в поленницы на опушке.,На опушке стучат топоры.,moderate,presence:woodcutting,master:spawn:SPN028|matcult:MSC0028|wk:claim:final-nature-basswood-inner-bark-is-a-fibrous-bast-material,C,candidate
sat_forest_edge_smoke_winter_089,forest_edge,smoke,winter,any,visual,Над опушкой курится белёсый дым угольной ямы.,Тянет гарью.,quiet,bt_charcoal_pit,wk:claim:fuel-charcoal-pit-sealing,B,candidate
sat_forest_edge_smoke_spring_rasputitsa_090,forest_edge,smoke,spring_rasputitsa,any,visual,"Угольная яма тлеет под дёрном, сизый дым расползается по сырому лесу.",Пахнет едким дымом.,quiet,bt_charcoal_pit,wk:claim:fuel-charcoal-pit-sealing,B,candidate
sat_forest_edge_smoke_summer_091,forest_edge,smoke,summer,any,visual,"Над ямой колышется горячий воздух, из продухов сочится дым.",Тянет гарью.,quiet,bt_charcoal_pit,wk:claim:fuel-charcoal-pit-sealing,B,candidate
sat_forest_edge_smoke_autumn_092,forest_edge,smoke,autumn,any,visual,Густой дым угольной ямы смешивается с туманом.,Сквозь туман тянет гарью.,quiet,bt_charcoal_pit,wk:claim:fuel-charcoal-pit-sealing,B,candidate
sat_forest_edge_traces_winter_093,forest_edge,traces,winter,any,visual,"Санный волок уходит в лес, по краям — свежие пни с рубочными следами.",Видны свежие пни.,quiet,presence:woodcutting|presence:people,matcult:MSC0028|matcult:MSC0043|matcult:MSC0002,C,candidate
sat_forest_edge_traces_spring_rasputitsa_094,forest_edge,traces,spring_rasputitsa,any,visual,"На опушке раскисший волок, в колеях — кора и щепа.",В грязи белеет щепа.,quiet,presence:woodcutting|presence:people,matcult:MSC0028|matcult:MSC0043|matcult:MSC0002,C,candidate
sat_forest_edge_traces_summer_095,forest_edge,traces,summer,any,visual,"На опушке пни, штабель жердей и ободранные от коры стволы.",Видны пни и штабель.,quiet,presence:woodcutting|presence:people,matcult:MSC0028|matcult:MSC0043|matcult:MSC0002,C,candidate
sat_forest_edge_traces_autumn_096,forest_edge,traces,autumn,any,visual,"Поленница у края леса, свежая щепа желтеет в опавших листьях.",В листьях желтеет щепа.,quiet,presence:woodcutting|presence:people,matcult:MSC0028|matcult:MSC0043|matcult:MSC0002,C,candidate
sat_churchyard_traces_winter_097,churchyard,traces,winter,any,visual,Из снега выступают круги и прямоугольники валунов над могилами.,Под снегом угадываются камни.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,B,candidate
sat_churchyard_traces_spring_rasputitsa_098,churchyard,traces,spring_rasputitsa,any,visual,"Над могилами — обкладки из валунов, между ними прошлогодняя трава и талая вода.","Видны камни, уложенные кругом.",quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,B,candidate
sat_churchyard_traces_summer_099,churchyard,traces,summer,any,visual,"Валуны могильных обкладок поросли мхом, между ними высокая трава.",В траве виднеются камни.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,B,candidate
sat_churchyard_traces_autumn_100,churchyard,traces,autumn,any,visual,Опавшие листья лежат на камнях могильных обкладок.,На камнях — опавшие листья.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,B,candidate
sat_churchyard_voices_winter_101,churchyard,voices,winter,day,acoustic,"У свежей могилы родня стоит молча; слышно, как стучат заступы по мёрзлой земле.",Слышен стук по мёрзлой земле.,quiet,presence:people,wk:claim:place-community-funeral-transfer-can-require-coordinated-carrying-and-passage|rus13tpl:container:grave_memorial_deposit,C,candidate
sat_churchyard_voices_spring_rasputitsa_102,churchyard,voices,spring_rasputitsa,day,acoustic,"Кто-то поминает своих вполголоса, поправляя сдвинутые камни.",Кто-то тихо говорит.,quiet,presence:people,wk:claim:place-community-funeral-transfer-can-require-coordinated-carrying-and-passage|rus13tpl:container:grave_memorial_deposit,C,candidate
sat_churchyard_voices_summer_103,churchyard,voices,summer,day,acoustic,Тихо; редкий приходящий шепчет молитву у могилы.,Слышен шёпот.,quiet,presence:people,wk:claim:place-community-funeral-transfer-can-require-coordinated-carrying-and-passage|rus13tpl:container:grave_memorial_deposit,C,candidate
sat_churchyard_voices_autumn_104,churchyard,voices,autumn,day,acoustic,"Приходят поминать: тихие голоса, всхлип.",Слышны тихие голоса.,quiet,presence:people,wk:claim:place-community-funeral-transfer-can-require-coordinated-carrying-and-passage|rus13tpl:container:grave_memorial_deposit,C,candidate
sat_churchyard_smells_winter_105,churchyard,smells,winter,any,olfactory,Пахнет только морозом и дымом с дальних дворов.,Пахнет морозом.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,C,candidate
sat_churchyard_smells_spring_rasputitsa_106,churchyard,smells,spring_rasputitsa,any,olfactory,Пахнет сырой землёй и прелой травой.,Пахнет сырой землёй.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,C,candidate
sat_churchyard_smells_summer_107,churchyard,smells,summer,any,olfactory,Пахнет нагретой травой и мхом на камнях.,Пахнет травой.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,C,candidate
sat_churchyard_smells_autumn_108,churchyard,smells,autumn,any,olfactory,Пахнет прелой листвой и сыростью.,Пахнет листвой.,quiet,bt_burial_ground_zhalnik|bt_church_wooden,ref:pravenc_zhalnik,C,candidate
sat_churchyard_bells_winter_109,churchyard,bells,winter,morning,acoustic,"От церкви доносятся удары била или колокола, созывая к службе.",Издалека слышны мерные удары.,moderate,bt_church_wooden|bt_church_stone,wk:claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths|nov1230db:I01,C,candidate
sat_churchyard_bells_spring_rasputitsa_110,churchyard,bells,spring_rasputitsa,morning,acoustic,Мерные удары от церкви плывут над сырым полем.,Слышны далёкие удары.,moderate,bt_church_wooden|bt_church_stone,wk:claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths|nov1230db:I01,C,candidate
sat_churchyard_bells_summer_111,churchyard,bells,summer,morning,acoustic,Удары от церкви созывают к службе; на дорожке показываются люди.,Слышны мерные удары.,moderate,bt_church_wooden|bt_church_stone,wk:claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths|nov1230db:I01,C,candidate
sat_churchyard_bells_autumn_112,churchyard,bells,autumn,morning,acoustic,Звон от церкви глохнет в тумане.,Сквозь туман доносятся удары.,moderate,bt_church_wooden|bt_church_stone,wk:claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths|nov1230db:I01,C,candidate
sat_fishing_camp_work_sounds_winter_113,fishing_camp,work_sounds,winter,any,acoustic,"Над лунками склонились рыбаки; хруст льда под пешнёй, стук деревянной колотушки.",На льду кто-то долбит лёд.,moderate,presence:fishing_activity,wk:claim:population-net-work|matcult_scene:SCN029|matcult_scene:SCN030|matcult:FSH0028,C,candidate
sat_fishing_camp_work_sounds_spring_rasputitsa_114,fishing_camp,work_sounds,spring_rasputitsa,any,acoustic,"Рыбаки ставят снасти у разлива, перекликаясь с лодки на берег.",С воды доносятся оклики.,moderate,presence:fishing_activity,wk:claim:population-net-work|matcult_scene:SCN029|matcult_scene:SCN030|matcult:FSH0028,C,candidate
sat_fishing_camp_work_sounds_summer_115,fishing_camp,work_sounds,summer,any,acoustic,"Выбирают сеть: плеск, шлепки бьющейся рыбы, короткие команды.",Слышен плеск и шлепки.,moderate,presence:fishing_activity,wk:claim:population-net-work|matcult_scene:SCN029|matcult_scene:SCN030|matcult:FSH0028,C,candidate
sat_fishing_camp_work_sounds_autumn_116,fishing_camp,work_sounds,autumn,any,acoustic,"Разделывают улов на доске, нож стучит, чайки кричат над отбросами.",Кричат чайки.,moderate,presence:fishing_activity,wk:claim:population-net-work|matcult_scene:SCN029|matcult_scene:SCN030|matcult:FSH0028,C,candidate
sat_fishing_camp_smells_winter_117,fishing_camp,smells,winter,any,olfactory,"Пахнет морозом, свежей рыбой и дымком костра у лунок.",Пахнет рыбой.,moderate,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:FSH0017|master:spawn:SPN026,C,candidate
sat_fishing_camp_smells_spring_rasputitsa_118,fishing_camp,smells,spring_rasputitsa,any,olfactory,"Пахнет тиной, мокрой сетью и дымом.",Пахнет тиной.,moderate,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:FSH0017|master:spawn:SPN026,C,candidate
sat_fishing_camp_smells_summer_119,fishing_camp,smells,summer,any,olfactory,"Резко пахнет вялящейся рыбой, потрохами и дымом.",Резко пахнет рыбой.,moderate,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:FSH0017|master:spawn:SPN026,C,candidate
sat_fishing_camp_smells_autumn_120,fishing_camp,smells,autumn,any,olfactory,"Пахнет солью из кадок, рыбой и мокрой пенькой.",Пахнет солёной рыбой.,moderate,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:FSH0017|master:spawn:SPN026,C,candidate
sat_fishing_camp_traces_winter_121,fishing_camp,traces,winter,any,visual,"На льду чернеют лунки, возле них — вмёрзшая чешуя и следы саней.",На льду видны тёмные пятна лунок.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:MSC0039|matcult:TRD0024|matcult:MSC0038,C,candidate
sat_fishing_camp_traces_spring_rasputitsa_122,fishing_camp,traces,spring_rasputitsa,any,visual,"На кольях висят сети, под навесом свалены поплавки и грузила.",На кольях что-то висит.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:MSC0039|matcult:TRD0024|matcult:MSC0038,C,candidate
sat_fishing_camp_traces_summer_123,fishing_camp,traces,summer,any,visual,"На вешалах рядами висит рыба, земля под ними в чешуе.",Видны вешала.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:MSC0039|matcult:TRD0024|matcult:MSC0038,C,candidate
sat_fishing_camp_traces_autumn_124,fishing_camp,traces,autumn,any,visual,"Кадки с засолом укрыты крышками с гнётом, вокруг — рыбьи кости.",Видны кадки.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,matcult:FSH0003|matcult:MSC0039|matcult:TRD0024|matcult:MSC0038,C,candidate
sat_town_courtyard_work_sounds_winter_125,town_courtyard,work_sounds,winter,day,acoustic,"Во дворе колют дрова, стук отдаётся от частокола; скрипит дверь клети.",За оградой стучит топор.,moderate,presence:people,matcult:STR0013|nov1230db:B033|matcult:HOU0044,C,candidate
sat_town_courtyard_work_sounds_spring_rasputitsa_126,town_courtyard,work_sounds,spring_rasputitsa,day,acoustic,"Кладут новые плахи поверх утонувшего в грязи настила, стучат колотушки.",За оградой что-то забивают.,moderate,presence:people,matcult:STR0013|nov1230db:B033|matcult:HOU0044,C,candidate
sat_town_courtyard_work_sounds_summer_127,town_courtyard,work_sounds,summer,day,acoustic,"Из мастерской у ворот доносится стук инструмента, во дворе полощут бельё.",Из-за ограды доносится стук.,moderate,presence:people,matcult:STR0013|nov1230db:B033|matcult:HOU0044,C,candidate
sat_town_courtyard_work_sounds_autumn_128,town_courtyard,work_sounds,autumn,day,acoustic,"Возят и складывают дрова, таскают мешки в клеть.",За оградой возня и скрип.,moderate,presence:people,matcult:STR0013|nov1230db:B033|matcult:HOU0044,C,candidate
sat_town_courtyard_smells_winter_129,town_courtyard,smells,winter,any,olfactory,"Пахнет дымом, мёрзлым навозом и щепой.",Пахнет дымом.,moderate,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,matcult:MSC0011|matcult:MSC0041|matcult_scene:SCN064,C,candidate
sat_town_courtyard_smells_spring_rasputitsa_130,town_courtyard,smells,spring_rasputitsa,any,olfactory,"Пахнет талой грязью, выгребной ямой и сырым деревом.",Тянет сыростью и нечистотами.,moderate,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,matcult:MSC0011|matcult:MSC0041|matcult_scene:SCN064,C,candidate
sat_town_courtyard_smells_summer_131,town_courtyard,smells,summer,any,olfactory,"Пахнет нагретым деревом, навозом и мусорной ямой у задней ограды.",Пахнет навозом.,moderate,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,matcult:MSC0011|matcult:MSC0041|matcult_scene:SCN064,C,candidate
sat_town_courtyard_smells_autumn_132,town_courtyard,smells,autumn,any,olfactory,"Пахнет сырой щепой, дымом и квашеным из погреба.",Тянет дымом.,moderate,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,matcult:MSC0011|matcult:MSC0041|matcult_scene:SCN064,C,candidate
sat_town_courtyard_animals_winter_133,town_courtyard,animals,winter,any,acoustic,"Цепной пёс лает на каждого, кто проходит мимо ворот.",За оградой лает пёс.,moderate,presence:dog,matcult:LIV0007|matcult:LIV0023,C,candidate
sat_town_courtyard_animals_spring_rasputitsa_134,town_courtyard,animals,spring_rasputitsa,any,acoustic,Пёс бегает по двору по брюхо в грязи и лает на ворота.,Лает собака.,moderate,presence:dog,matcult:LIV0007|matcult:LIV0023,C,candidate
sat_town_courtyard_animals_summer_135,town_courtyard,animals,summer,any,acoustic,Собака дремлет в тени клети и лениво поднимает голову.,Коротко тявкает собака.,moderate,presence:dog,matcult:LIV0007|matcult:LIV0023,C,candidate
sat_town_courtyard_animals_autumn_136,town_courtyard,animals,autumn,any,acoustic,Собака рычит на чужого у ворот.,За воротами рычит собака.,moderate,presence:dog,matcult:LIV0007|matcult:LIV0023,C,candidate
sat_town_street_traces_winter_137,town_street,traces,winter,any,visual,"Мостовая под утоптанным снегом, по краям — снежные валы с соломой и навозом.",Улица под снегом.,quiet,bt_street_pavement,matcult:MSC0022|matcult:MSC0047|matcult:MSC0031|nov1230db:B026,B,candidate
sat_town_street_traces_spring_rasputitsa_138,town_street,traces,spring_rasputitsa,any,visual,"Плахи мостовой в жидкой грязи, между ними стоит вода; на щели брошены доски.",Мостовая блестит от грязи.,quiet,bt_street_pavement,matcult:MSC0022|matcult:MSC0047|matcult:MSC0031|nov1230db:B026,B,candidate
sat_town_street_traces_summer_139,town_street,traces,summer,any,visual,"Сухие плахи мостовой в пыли и щепе, у водоотвода подсохшая грязь.",Мостовая в пыли.,quiet,bt_street_pavement,matcult:MSC0022|matcult:MSC0047|matcult:MSC0031|nov1230db:B026,B,candidate
sat_town_street_traces_autumn_140,town_street,traces,autumn,any,visual,"Мокрые плахи скользки, грязь с навозом набилась между ними.",Плахи блестят от сырости.,quiet,bt_street_pavement,matcult:MSC0022|matcult:MSC0047|matcult:MSC0031|nov1230db:B026,B,candidate
sat_town_street_work_sounds_winter_141,town_street,work_sounds,winter,day,acoustic,"Скрипят полозья саней, звякает сбруя, возница кричит «поберегись».",Скрипят сани.,loud,presence:people,wk:claim:settlement-cart-transport|wk:claim:settlement-workshop-street|matcult_scene:SCN039,B,candidate
sat_town_street_work_sounds_spring_rasputitsa_142,town_street,work_sounds,spring_rasputitsa,day,acoustic,"Чавкают копыта, колёса вязнут, прохожие жмутся к частоколам.",Чавкает грязь.,loud,presence:people,wk:claim:settlement-cart-transport|wk:claim:settlement-workshop-street|matcult_scene:SCN039,B,candidate
sat_town_street_work_sounds_summer_143,town_street,work_sounds,summer,day,acoustic,"Гремят по плахам колёса телег, из мастерских слышны удары молотков.",Гремят колёса по плахам.,loud,presence:people,wk:claim:settlement-cart-transport|wk:claim:settlement-workshop-street|matcult_scene:SCN039,B,candidate
sat_town_street_work_sounds_autumn_144,town_street,work_sounds,autumn,day,acoustic,"Возы с дровами и зерном идут к дворам, скрипят оси.",Скрипят телеги.,loud,presence:people,wk:claim:settlement-cart-transport|wk:claim:settlement-workshop-street|matcult_scene:SCN039,B,candidate
sat_town_street_smells_winter_145,town_street,smells,winter,any,olfactory,Пахнет дымом сотен печей и морозом.,Пахнет дымом.,moderate,bt_street_pavement,matcult:MSC0047|matcult:STR0003,C,candidate
sat_town_street_smells_spring_rasputitsa_146,town_street,smells,spring_rasputitsa,any,olfactory,"Пахнет талым навозом, гнилым деревом и сточной водой.",Тянет нечистотами.,moderate,bt_street_pavement,matcult:MSC0047|matcult:STR0003,C,candidate
sat_town_street_smells_summer_147,town_street,smells,summer,any,olfactory,"Пахнет пылью, навозом, дёгтем и хлебом из дворов.",Пахнет пылью и навозом.,moderate,bt_street_pavement,matcult:MSC0047|matcult:STR0003,C,candidate
sat_town_street_smells_autumn_148,town_street,smells,autumn,any,olfactory,"Пахнет сырой грязью, дымом и мокрым деревом.",Пахнет сыростью.,moderate,bt_street_pavement,matcult:MSC0047|matcult:STR0003,C,candidate
sat_town_street_voices_winter_149,town_street,voices,winter,any,acoustic,"Прохожих мало, говорят тихо; у ворот кто-то просит хлеба.",Кто-то тихо просит.,quiet,presence:famine_1230,nov1230db:S01|nov1230db:B035|matcult_scene:SCN060,B,candidate
sat_town_street_voices_spring_rasputitsa_150,town_street,voices,spring_rasputitsa,any,acoustic,Мимо проносят умерших; люди расходятся молча.,Слышны шаги и молчание.,quiet,presence:famine_1230,nov1230db:S01|nov1230db:B035|matcult_scene:SCN060,B,candidate
sat_town_street_voices_summer_151,town_street,voices,summer,any,acoustic,"Говорят о ценах на рожь и о том, кто уехал из города.",Обрывки разговора о хлебе.,quiet,presence:famine_1230,nov1230db:S01|nov1230db:B035|matcult_scene:SCN060,B,candidate
sat_town_street_voices_autumn_152,town_street,voices,autumn,any,acoustic,"Разговоры о новом хлебе и о том, придут ли возы с низу.",Говорят о хлебе.,quiet,presence:famine_1230,nov1230db:S01|nov1230db:B035|matcult_scene:SCN060,B,candidate
sat_market_square_voices_winter_153,market_square,voices,winter,day,acoustic,"Торг гудит и зимой: с саней продают мороженую рыбу, покупатели притопывают от холода.",Издалека слышен гул торга.,loud,presence:market_day,nov1230db:B012|matcult_scene:SCN022|matcult:TRD0037,B,candidate
sat_market_square_voices_spring_rasputitsa_154,market_square,voices,spring_rasputitsa,day,acoustic,"Торговцев меньше, в грязи между рядами брошены доски; зазывают негромко.",Слышен негромкий гул.,loud,presence:market_day,nov1230db:B012|matcult_scene:SCN022|matcult:TRD0037,B,candidate
sat_market_square_voices_summer_155,market_square,voices,summer,day,acoustic,"Гул голосов, выкрики, чужая речь у рядов с сукном, звон гирь на весах.",Гудит торг.,loud,presence:market_day,nov1230db:B012|matcult_scene:SCN022|matcult:TRD0037,B,candidate
sat_market_square_voices_autumn_156,market_square,voices,autumn,day,acoustic,"Много нового хлеба и рыбы, торгуются громко, перекрикивая друг друга.",Гудит торг.,loud,presence:market_day,nov1230db:B012|matcult_scene:SCN022|matcult:TRD0037,B,candidate
sat_market_square_smells_winter_157,market_square,smells,winter,any,olfactory,"Пахнет мороженой рыбой, дымом жаровен и конским навозом.",Пахнет рыбой и дымом.,moderate,bt_market_stall,nov1230db:B012|matcult:TRD0005|matcult:TRD0003,C,candidate
sat_market_square_smells_spring_rasputitsa_158,market_square,smells,spring_rasputitsa,any,olfactory,"Пахнет грязью, дёгтем и вяленой рыбой.",Пахнет дёгтем.,moderate,bt_market_stall,nov1230db:B012|matcult:TRD0005|matcult:TRD0003,C,candidate
sat_market_square_smells_summer_159,market_square,smells,summer,any,olfactory,"Пахнет рыбой, воском, кожей, хлебом и навозом.",Пахнет рыбой и хлебом.,moderate,bt_market_stall,nov1230db:B012|matcult:TRD0005|matcult:TRD0003,C,candidate
sat_market_square_smells_autumn_160,market_square,smells,autumn,any,olfactory,"Пахнет свежим хлебом, солёной рыбой и мокрой шерстью.",Пахнет хлебом.,moderate,bt_market_stall,nov1230db:B012|matcult:TRD0005|matcult:TRD0003,C,candidate
sat_market_square_traces_winter_161,market_square,traces,winter,any,visual,"Между рядами утоптан снег, валяется солома из-под саней.",Снег утоптан.,quiet,bt_market_stall,matcult:MSC0021|matcult:MSC0015|matcult:STR0006,C,candidate
sat_market_square_traces_spring_rasputitsa_162,market_square,traces,spring_rasputitsa,any,visual,"Проходы между рядами в грязи, по доскам настила ходят гуськом.",Всё в грязи.,quiet,bt_market_stall,matcult:MSC0021|matcult:MSC0015|matcult:STR0006,C,candidate
sat_market_square_traces_summer_163,market_square,traces,summer,any,visual,"На настилах — чешуя, солома, обрывки верёвки, потерянная свинцовая пломба.",На настилах мусор.,quiet,bt_market_stall,matcult:MSC0021|matcult:MSC0015|matcult:STR0006,C,candidate
sat_market_square_traces_autumn_164,market_square,traces,autumn,any,visual,"Мокрые настилы, просыпанное зерно, следы колёс.",Мокро и грязно.,quiet,bt_market_stall,matcult:MSC0021|matcult:MSC0015|matcult:STR0006,C,candidate
sat_market_square_voices_winter_165,market_square,voices,winter,day,acoustic,"Ряды полупусты; хлеб продают малыми мерами, цену переспрашивают с недоверием.",Слышны споры о цене.,moderate,presence:famine_1230,nov1230db:S01|matcult_scene:SCN060|nov1230db:famine_prices,B,candidate
sat_market_square_voices_spring_rasputitsa_166,market_square,voices,spring_rasputitsa,day,acoustic,"Люди толпятся у немногих возов с хлебом, спорят, кто стоял раньше.",Слышна перебранка.,moderate,presence:famine_1230,nov1230db:S01|matcult_scene:SCN060|nov1230db:famine_prices,B,candidate
sat_market_square_voices_summer_167,market_square,voices,summer,day,acoustic,"Шёпот о ценах: рожь дорожает, мерку берут вполовину меньше прежнего.",Слышен шёпот о ценах.,moderate,presence:famine_1230,nov1230db:S01|matcult_scene:SCN060|nov1230db:famine_prices,B,candidate
sat_market_square_voices_autumn_168,market_square,voices,autumn,day,acoustic,Ждут хлеба с низу; всякий новый воз окружают сразу.,Шум у возов.,moderate,presence:famine_1230,nov1230db:S01|matcult_scene:SCN060|nov1230db:famine_prices,B,candidate
