npt_id,g4_ref,g4_short,layer,season_period,condition,requires,channel,clear_text,partial_text,loudness,member_ref,layer_class,source_refs,confidence,status
npt_east_flood_bypass__weather__spring__wx_windy_precip__sleet,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,spring,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=sleet,visual,"Ветер швыряет мокрый снег с дождём прямо в лицо. Над открытой водой ветер сильнее, гонит рябь.",Мокрая буря.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__sleet|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__spring__wx_windy_precip__rain,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,spring,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=rain,visual,"Ветер гонит косой дождь, вода бьёт в лицо. Над открытой водой ветер сильнее, гонит рябь.",Ветер и дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__audible_context__spring__ice_breaking,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,audible_context,spring,ice_breaking,water_condition=ice_breaking,acoustic,"Стоит гул и скрежет идущего льда, вода шумит у берега.",Доносится гул.,3,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_east_flood_bypass__audible_context__spring__high_water,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,audible_context,spring,high_water,water_condition=high_water,acoustic,Вода шумит и плещет у затопленных кустов.,Доносится шум воды.,2,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_east_flood_bypass__surface__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,surface,summer,default,,visual,Под ногами серый речной ил вперемешку с песком; ближе к воде он темнее и мягче.,Под ногами сырой грунт.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/surface|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__relief__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,relief,summer,default,,visual,"Берег низкий, почти вровень с водой.",Берег низкий.,,,bank_low,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/relief|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__water_body__summer__open,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,water_body,summer,open,water_condition=open,visual,Речная протока течёт ровно; на тёмной воде видны струи течения.,Различима вода.,,,channel,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__bank_structure__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,bank_structure,summer,default,,visual,"Берег спускается к воде пологой илистой кромкой, на ней видны старые наносы.",Различима кромка берега.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/bank_structure|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__tree_layer__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,tree_layer,summer,default,,visual,Там и тут поднимаются отдельные деревья в полной листве; среди них ивы.,Различимы очертания деревьев.,,,scattered_tree_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/tree_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json,C,candidate
npt_east_flood_bypass__shrub_layer__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,shrub_layer,summer,default,,visual,"Нижний ярус зарос густым кустарником, за ним ничего не видно.",Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__ground_cover__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,ground_cover,summer,default,,visual,"Землю затянули высокая трава, осока и мелкий кустарник.",Различима трава.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__riparian_vegetation__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,riparian_vegetation,summer,default,,visual,У воды тянется полоса густой прибрежной зелени. У самой воды — ивовые кусты.,У воды различима зелень.,,,generic_riparian_or_wetland_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/riparian_vegetation|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__natural_materials__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,natural_materials,summer,default,,visual,"На земле видны полосы ила с песком, прошлогодняя ветошь осоки и сучья с мелкими ветками.",На земле что-то лежит.,,,alluvial_silt_mud+grass_sedge_litter+small_woody_debris,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/natural_materials|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__seasonal_state__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,seasonal_state,summer,default,,visual,"Лето: вода спокойная, берега подсохли.",Летнее место.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__light__summer__default__civil_dawn,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,summer,default,light_phase=civil_dawn,visual,"Уже светло, хотя солнце ещё не встало.",Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__light__summer__default__daylight,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,summer,default,light_phase=daylight,visual,"Солнце высоко, свет яркий и долгий. Свет пятнами пробивается между деревьями.",Светло.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__light__summer__default__civil_dusk,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,summer,default,light_phase=civil_dusk,visual,"Солнце село, но светло почти как днём.",Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__light__summer__light_night__night,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,summer,light_night,light_phase=night; light_profile.light_night=true,visual,Ночь светлая: край неба не гаснет до утра.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__light__summer__dark_night__night,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,summer,dark_night,light_phase=night; light_profile.light_night=false,visual,Ночь короткая; темно лишь в глухие часы.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_clear__none,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_clear,weather_state=wx_clear; precipitation_phase=none,visual,"Небо чистое, ветра почти нет.",Ясно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_clear__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_partly_cloudy__none,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_partly_cloudy,weather_state=wx_partly_cloudy; precipitation_phase=none,visual,"По небу идут облака, солнце то прячется, то выходит.",Облачно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_partly_cloudy__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_overcast__none,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_overcast,weather_state=wx_overcast; precipitation_phase=none,visual,"Небо затянуто ровной серой пеленой, но сухо.",Пасмурно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_overcast__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_fog__none,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_fog,weather_state=wx_fog; precipitation_phase=none,visual,Лёг туман; в нескольких шагах всё расплывается. Над водой туман особенно густ.,"Туман, почти ничего не видно.",,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_fog__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_precip_light__rain,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=rain,visual,Моросит мелкий дождь. Над водой всё скрыто серой завесой.,Моросит.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_precip_steady__rain,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=rain,visual,"Идёт затяжной дождь, ровный и холодный. Над водой всё скрыто серой завесой.",Идёт дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_convective_storm__rain,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_convective_storm,weather_state=wx_convective_storm; precipitation_phase=rain,visual,"Налетела гроза: гремит, хлещет ливень, небо то и дело рвут вспышки. Над водой всё скрыто серой завесой.",Гроза и ливень.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_convective_storm__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_windy_dry__none,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_windy_dry,weather_state=wx_windy_dry; precipitation_phase=none,visual,"Дует сильный ветер, гнёт траву и рвёт одежду. Над открытой водой ветер сильнее, гонит рябь.",Сильный ветер.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_dry__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__weather__summer__wx_windy_precip__rain,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,weather,summer,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=rain,visual,"Ветер гонит косой дождь, вода бьёт в лицо. Над открытой водой ветер сильнее, гонит рябь.",Ветер и дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_east_flood_bypass__audible_context__summer__open,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,audible_context,summer,open,water_condition=open,acoustic,"Слышно, как течёт вода и шелестит прибрежная зелень.",Доносится неясный шум.,1,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_east_flood_bypass__surface__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,surface,autumn,default,,visual,Размокший ил блестит от сырости и липнет к обуви.,Под ногами сырая грязь.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/surface|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__relief__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,relief,autumn,default,,visual,"Берег низкий, почти вровень с водой.",Берег низкий.,,,bank_low,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/relief|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__water_body__autumn__open,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,water_body,autumn,open,water_condition=open,visual,"Вода в протоке тёмная и холодная, по ней плывут палые листья.",Различима тёмная вода.,,,channel,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__water_body__autumn__ice_forming,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,water_body,autumn,ice_forming,water_condition=ice_forming,visual,"У берегов протоки схватился тонкий ледок, по середине ещё несёт шугу.",Различимы лёд и вода.,,,channel,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__bank_structure__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,bank_structure,autumn,default,,visual,Мокрая илистая кромка берега размята и скользка.,Различима кромка берега.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/bank_structure|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__tree_layer__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,tree_layer,autumn,default,,visual,Отдельные деревья роняют пожелтевший лист; среди них ивы.,Различимы очертания деревьев.,,,scattered_tree_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/tree_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json,C,candidate
npt_east_flood_bypass__shrub_layer__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,shrub_layer,autumn,default,,visual,"Кустарник облетает, сквозь ветки проглядывает земля.",Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__ground_cover__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,ground_cover,autumn,default,,visual,"Трава и осока пожухли, полегли и намокли.",Различима пожухлая трава.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__riparian_vegetation__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,riparian_vegetation,autumn,default,,visual,Прибрежные заросли пожелтели и поредели. У воды желтеют ивовые кусты.,У воды различимы заросли.,,,generic_riparian_or_wetland_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/riparian_vegetation|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__natural_materials__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,natural_materials,autumn,default,,visual,"Кругом раскисший ил, пожухлая осока и мокрые сучья.",На земле что-то темнеет.,,,alluvial_silt_mud+grass_sedge_litter+small_woody_debris,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/natural_materials|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_east_flood_bypass__seasonal_state__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,seasonal_state,autumn,default,,visual,"Осень: вода потемнела, берега размокли.",Осеннее место.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_east_flood_bypass__light__autumn__default__civil_dawn,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,autumn,default,light_phase=civil_dawn,visual,Светает поздно и тускло.,Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__light__autumn__default__daylight,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,autumn,default,light_phase=daylight,visual,"Свет неяркий и рассеянный, день короткий. Свет пятнами пробивается между деревьями.",Светло.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_east_flood_bypass__light__autumn__default__civil_dusk,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass,east_flood_bypass,light,autumn,default,light_phase=civil_dusk,visual,"Быстро темнеет, всё сливается в серое.",Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
