step_id,ds_id,step_no,action_ru,input_fd_ids,tool_ids,vessel_ids,duration,heat,result_state,source_refs,confidence,status
st_rst000188,ds_porridge_wheat_groats_liquid,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_wheat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000188""]",C,candidate
st_rst000189,ds_porridge_wheat_groats_liquid,3,Залить водой в керамическом сосуде.,"[""fd_wheat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000189""]",C,candidate
st_rst000190,ds_porridge_wheat_groats_liquid,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_wheat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000190""]",C,candidate
st_rst000191,ds_porridge_wheat_groats_liquid,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_wheat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000191""]",C,candidate
st_rst000192,ds_porridge_wheat_groats_liquid,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_wheat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000192""]",C,candidate
st_rst000193,ds_porridge_wheat_groats_medium,1,Перебрать сырьё и удалить явные примеси.,"[""fd_wheat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000193""]",C,candidate
st_rst000194,ds_porridge_wheat_groats_medium,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_wheat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000194""]",C,candidate
st_rst000195,ds_porridge_wheat_groats_medium,3,Залить водой в керамическом сосуде.,"[""fd_wheat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000195""]",C,candidate
st_rst000196,ds_porridge_wheat_groats_medium,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_wheat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000196""]",C,candidate
st_rst000197,ds_porridge_wheat_groats_medium,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_wheat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000197""]",C,candidate
st_rst000198,ds_porridge_wheat_groats_medium,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_wheat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000198""]",C,candidate
st_rst000199,ds_porridge_wheat_groats_thick,1,Перебрать сырьё и удалить явные примеси.,"[""fd_wheat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000199""]",C,candidate
st_rst000200,ds_porridge_wheat_groats_thick,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_wheat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000200""]",C,candidate
st_rst000201,ds_porridge_wheat_groats_thick,3,Залить водой в керамическом сосуде.,"[""fd_wheat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000201""]",C,candidate
st_rst000202,ds_porridge_wheat_groats_thick,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_wheat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000202""]",C,candidate
st_rst000203,ds_porridge_wheat_groats_thick,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_wheat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000203""]",C,candidate
st_rst000204,ds_porridge_wheat_groats_thick,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_wheat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000204""]",C,candidate
st_rst000205,ds_porridge_barley_groats_medium_milk,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000205""]",C,candidate
st_rst000206,ds_porridge_barley_groats_medium_milk,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000206""]",C,candidate
st_rst000207,ds_porridge_barley_groats_medium_milk,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000207""]",C,candidate
st_rst000208,ds_porridge_barley_groats_medium_milk,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000208""]",C,candidate
st_rst000209,ds_porridge_barley_groats_medium_milk,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000209""]",C,candidate
st_rst000210,ds_porridge_barley_groats_medium_milk,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""fd_milk_cow""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000210""]",C,candidate
st_rst000211,ds_porridge_barley_groats_medium_milk,7,Добавить молоком и довести до готового состояния.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000211""]",C,candidate
st_rst000212,ds_porridge_barley_groats_medium_butter,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000212""]",C,candidate
st_rst000213,ds_porridge_barley_groats_medium_butter,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000213""]",C,candidate
st_rst000214,ds_porridge_barley_groats_medium_butter,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000214""]",C,candidate
st_rst000215,ds_porridge_barley_groats_medium_butter,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000215""]",C,candidate
st_rst000216,ds_porridge_barley_groats_medium_butter,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000216""]",C,candidate
st_rst000217,ds_porridge_barley_groats_medium_butter,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""fd_butter_fresh""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000217""]",C,candidate
st_rst000218,ds_porridge_barley_groats_medium_butter,7,Добавить маслом и довести до готового состояния.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000218""]",C,candidate
st_rst000219,ds_porridge_barley_groats_medium_honey,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000219""]",C,candidate
st_rst000220,ds_porridge_barley_groats_medium_honey,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000220""]",C,candidate
st_rst000221,ds_porridge_barley_groats_medium_honey,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000221""]",C,candidate
st_rst000222,ds_porridge_barley_groats_medium_honey,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000222""]",C,candidate
st_rst000223,ds_porridge_barley_groats_medium_honey,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000223""]",C,candidate
st_rst000224,ds_porridge_barley_groats_medium_honey,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""fd_honey_liquid""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000224""]",C,candidate
st_rst000225,ds_porridge_barley_groats_medium_honey,7,Добавить мёдом и довести до готового состояния.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000225""]",C,candidate
st_rst000226,ds_porridge_barley_groats_medium_berries,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000226""]",C,candidate
st_rst000227,ds_porridge_barley_groats_medium_berries,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000227""]",C,candidate
st_rst000228,ds_porridge_barley_groats_medium_berries,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000228""]",C,candidate
st_rst000229,ds_porridge_barley_groats_medium_berries,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000229""]",C,candidate
st_rst000230,ds_porridge_barley_groats_medium_berries,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000230""]",C,candidate
st_rst000231,ds_porridge_barley_groats_medium_berries,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""fd_forest_berries_generic""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000231""]",C,candidate
st_rst000232,ds_porridge_barley_groats_medium_berries,7,Добавить ягодами и довести до готового состояния.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000232""]",C,candidate
st_rst000233,ds_porridge_barley_groats_medium_onion,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000233""]",C,candidate
st_rst000234,ds_porridge_barley_groats_medium_onion,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000234""]",C,candidate
st_rst000235,ds_porridge_barley_groats_medium_onion,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000235""]",C,candidate
st_rst000236,ds_porridge_barley_groats_medium_onion,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000236""]",C,candidate
st_rst000237,ds_porridge_barley_groats_medium_onion,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000237""]",C,candidate
st_rst000238,ds_porridge_barley_groats_medium_onion,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""fd_onion""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000238""]",C,candidate
st_rst000239,ds_porridge_barley_groats_medium_onion,7,Добавить луком и довести до готового состояния.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000239""]",C,candidate
st_rst000240,ds_porridge_oat_groats_medium_milk,1,Перебрать сырьё и удалить явные примеси.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000240""]",C,candidate
st_rst000241,ds_porridge_oat_groats_medium_milk,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_oat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000241""]",C,candidate
st_rst000242,ds_porridge_oat_groats_medium_milk,3,Залить водой в керамическом сосуде.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000242""]",C,candidate
st_rst000243,ds_porridge_oat_groats_medium_milk,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000243""]",C,candidate
st_rst000244,ds_porridge_oat_groats_medium_milk,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_oat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000244""]",C,candidate
st_rst000245,ds_porridge_oat_groats_medium_milk,6,Добавить компонент: Коровье молоко; количество зависит от достатка и доступности.,"[""fd_milk_cow""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000245""]",C,candidate
st_rst000246,ds_porridge_oat_groats_medium_milk,7,Добавить молоком и довести до готового состояния.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000246""]",C,candidate
st_rst000247,ds_porridge_oat_groats_medium_butter,1,Перебрать сырьё и удалить явные примеси.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000247""]",C,candidate
st_rst000248,ds_porridge_oat_groats_medium_butter,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_oat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000248""]",C,candidate
st_rst000249,ds_porridge_oat_groats_medium_butter,3,Залить водой в керамическом сосуде.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000249""]",C,candidate
st_rst000250,ds_porridge_oat_groats_medium_butter,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000250""]",C,candidate
st_rst000251,ds_porridge_oat_groats_medium_butter,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_oat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000251""]",C,candidate
st_rst000252,ds_porridge_oat_groats_medium_butter,6,Добавить компонент: Сливочное масло; количество зависит от достатка и доступности.,"[""fd_butter_fresh""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000252""]",C,candidate
st_rst000253,ds_porridge_oat_groats_medium_butter,7,Добавить маслом и довести до готового состояния.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000253""]",C,candidate
st_rst000254,ds_porridge_oat_groats_medium_honey,1,Перебрать сырьё и удалить явные примеси.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000254""]",C,candidate
st_rst000255,ds_porridge_oat_groats_medium_honey,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_oat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000255""]",C,candidate
st_rst000256,ds_porridge_oat_groats_medium_honey,3,Залить водой в керамическом сосуде.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000256""]",C,candidate
st_rst000257,ds_porridge_oat_groats_medium_honey,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000257""]",C,candidate
st_rst000258,ds_porridge_oat_groats_medium_honey,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_oat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000258""]",C,candidate
st_rst000259,ds_porridge_oat_groats_medium_honey,6,Добавить компонент: Мёд жидкий; количество зависит от достатка и доступности.,"[""fd_honey_liquid""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000259""]",C,candidate
st_rst000260,ds_porridge_oat_groats_medium_honey,7,Добавить мёдом и довести до готового состояния.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000260""]",C,candidate
st_rst000261,ds_porridge_oat_groats_medium_berries,1,Перебрать сырьё и удалить явные примеси.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000261""]",C,candidate
st_rst000262,ds_porridge_oat_groats_medium_berries,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_oat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000262""]",C,candidate
st_rst000263,ds_porridge_oat_groats_medium_berries,3,Залить водой в керамическом сосуде.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000263""]",C,candidate
st_rst000264,ds_porridge_oat_groats_medium_berries,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000264""]",C,candidate
st_rst000265,ds_porridge_oat_groats_medium_berries,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_oat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000265""]",C,candidate
st_rst000266,ds_porridge_oat_groats_medium_berries,6,"Добавить компонент: Свежие лесные ягоды, смешанная категория; количество зависит от достатка и доступности.","[""fd_forest_berries_generic""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000266""]",C,candidate
st_rst000267,ds_porridge_oat_groats_medium_berries,7,Добавить ягодами и довести до готового состояния.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000267""]",C,candidate
st_rst000268,ds_porridge_oat_groats_medium_onion,1,Перебрать сырьё и удалить явные примеси.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000268""]",C,candidate
st_rst000269,ds_porridge_oat_groats_medium_onion,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_oat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000269""]",C,candidate
st_rst000270,ds_porridge_oat_groats_medium_onion,3,Залить водой в керамическом сосуде.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000270""]",C,candidate
st_rst000271,ds_porridge_oat_groats_medium_onion,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000271""]",C,candidate
st_rst000272,ds_porridge_oat_groats_medium_onion,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_oat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000272""]",C,candidate
st_rst000273,ds_porridge_oat_groats_medium_onion,6,Добавить компонент: Лук репчатый; количество зависит от достатка и доступности.,"[""fd_onion""]","[""POT0002""]","[""POT0021""]",1–10 min,gentle_or_no_heat,combined,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000273""]",C,candidate
st_rst000274,ds_porridge_oat_groats_medium_onion,7,Добавить луком и довести до готового состояния.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000274""]",C,candidate
st_rst000275,ds_porridge_millet_groats_medium_milk,1,Перебрать сырьё и удалить явные примеси.,"[""fd_millet_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000275""]",C,candidate
st_rst000276,ds_porridge_millet_groats_medium_milk,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_millet_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000276""]",C,candidate
st_rst000277,ds_porridge_millet_groats_medium_milk,3,Залить водой в керамическом сосуде.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000277""]",C,candidate
st_rst000278,ds_porridge_millet_groats_medium_milk,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_millet_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000278""]",C,candidate
st_rst000279,ds_porridge_millet_groats_medium_milk,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_millet_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000279""]",C,candidate
